ModeIndex,Multiplicity,RealPart,ImagPart,FrequencyHz,Damping,IsElectromechanical,DominantStateVariables,PhiParticipation,SpeedParticipation,PhiSpeedParticipation,OtherMachineStateParticipation,TotalMachineParticipation,PhiSpeedRatio,ParticipatingGenerators,MainGenerators,SecondGeneratorRatioToTop,AllParticipatingGenerators,ParticipatingAreas,MainGeneratorAreas,TopGenerator,TopGeneratorParticipation,PrimaryGeneratorThresholdRatio
11,1,-0.1275823594160564,0.4304801251011694,0.0685130398126686,-0.1275823594160564,False,psifd; psi1d,0.002906320451215155,0.011362168662311328,0.014268489113526482,1.146334532051839,1.1606030211653655,0.01229403064899783,g8,g8; g10,0.05644414803080857,g8; g10; g6; g9; g1; g2; g7,area_1,area_1,g8,1.060577844653326,0.1
12,1,-0.1275823594160564,-0.4304801251011694,0.0685130398126686,-0.1275823594160564,False,psifd; psi1d,0.002906320451215155,0.011362168662311328,0.014268489113526482,1.146334532051839,1.1606030211653655,0.01229403064899783,g8,g8; g10,0.05644414803080857,g8; g10; g6; g9; g1; g2; g7,area_1,area_1,g8,1.060577844653326,0.1
13,1,-0.13987449502171212,0.0,0.0,-0.13987449502171212,False,psifd; speed,0.003183014277962218,0.8729765325676876,0.8761595468456498,1.04948343813591,1.9256429849815597,0.4549958396644537,g1,g1; g9,0.026980875405697262,g1; g9; g10; g6; g2; g7; g8,area_1,area_1,g1,1.69503176910674,0.1
14,1,-0.19753866324445382,6.980166108062324,1.1109279397006357,-0.19753866324445382,True,phi; speed,1.259266165445615,1.0080473114666195,2.2673134769122347,0.10109704863010816,2.368410525542343,0.9573143897395247,g10,g10; g8,0.07537388734971452,g10; g8; g6; g7; g1; g9; g2,area_1,area_1,g10,1.8440286707040823,0.1
15,1,-0.19753866324445382,-6.980166108062324,1.1109279397006357,-0.19753866324445382,True,phi; speed,1.259266165445615,1.0080473114666195,2.2673134769122347,0.10109704863010816,2.368410525542343,0.9573143897395247,g10,g10; g8,0.07537388734971452,g10; g8; g6; g7; g1; g9; g2,area_1,area_1,g10,1.8440286707040823,0.1
16,1,-0.20000000000000018,0.0,0.0,-0.20000000000000018,False,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.1
17,1,-0.20000000000000018,0.0,0.0,-0.20000000000000018,False,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.1
18,1,-0.20000000000000018,0.0,0.0,-0.20000000000000018,False,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.1
19,1,-0.20080330872698562,0.0,0.0,-0.20080330872698562,False,psifd; psi1d,1.1833208898871356e-09,3.3106649611238336e-09,4.4939858510109694e-09,7.354892321710281e-06,7.359386307561292e-06,0.0006106468206993959,g1,g1; g6,0.0021988600980320226,g1; g6; g2; g10; g7; g8; g9,area_1,area_1; area_3,g1,7.324179346788995e-06,0.1
20,1,-0.20080529050327386,0.0,0.0,-0.20080529050327386,False,psifd; psi1d,5.084305729248733e-11,8.210893601272765e-11,1.3295199330521499e-10,1.6739920058303853e-08,1.6872872051609066e-08,0.0078796302667711,g1; g6,g1; g6,,g1; g6; g7; g9; g8; g2; g10,area_1; area_3,area_1; area_3,g1,1.3098765734394398e-08,0.1
21,1,-0.20246284129884046,0.0,0.0,-0.20246284129884046,False,psifd; speed,2.9206070018315576e-05,0.01597403722029895,0.016003243290317264,0.2039307947658206,0.21993403805613787,0.07276383151857767,g1,g1; g10,0.009698769978661157,g1; g10; g9; g6; g2; g7; g8,area_1,area_1,g1,0.21005099751155823,0.1
22,1,-0.22759561396567202,0.49032447820406044,0.07803756442513052,-0.22759561396567202,False,psifd; speed,0.004093336582940913,0.05689320459424845,0.060986541177189366,1.2815047579929841,1.3424912991701734,0.04542788561451879,g6; g7,g6; g7,,g6; g7; g2; g1; g10; g8; g9,area_3,area_3,g6,1.0625757814157892,0.1
23,1,-0.22759561396567202,-0.49032447820406044,0.07803756442513052,-0.22759561396567202,False,psifd; speed,0.004093336582940913,0.05689320459424845,0.060986541177189366,1.2815047579929841,1.3424912991701734,0.04542788561451879,g6; g7,g6; g7,,g6; g7; g2; g1; g10; g8; g9,area_3,area_3,g6,1.0625757814157892,0.1
24,1,-0.24451158322102973,0.8566754761576167,0.13634413665608783,-0.24451158322102973,False,psifd; speed,0.008334224165886665,0.09447727863328648,0.10281150279917314,1.405541019638368,1.5083525224375411,0.06816145514380603,g10,g10; g7,0.09563426745220367,g10; g7; g2; g9; g8; g6; g1,area_1,area_1; area_3,g10,1.0145500841738055,0.1
25,1,-0.24451158322102973,-0.8566754761576167,0.13634413665608783,-0.24451158322102973,False,psifd; speed,0.008334224165886665,0.09447727863328648,0.10281150279917314,1.405541019638368,1.5083525224375411,0.06816145514380603,g10,g10; g7,0.09563426745220367,g10; g7; g2; g9; g8; g6; g1,area_1,area_1; area_3,g10,1.0145500841738055,0.1
26,1,-0.28272729878796965,0.0,0.0,-0.28272729878796965,False,speed; psifd,0.008852265156853919,1.5243666837245204,1.5332189488813743,0.7898184836567286,2.323037432538103,0.6600061313718095,g1,g1; g10,0.07161717177563434,g1; g10; g6; g9; g7; g2; g8,area_1,area_1,g1,1.7239452930417813,0.1
27,1,-0.31146105423045783,0.6402273561155604,0.10189534842844662,-0.31146105423045783,False,psifd; speed,0.009404165656445014,0.09813835097312125,0.10754251662956626,1.485795775785614,1.5933382924151802,0.06749509325264094,g2; g10; g6; g7,g2; g10; g6; g7,,g2; g10; g6; g7; g1; g9; g8,area_2; area_1; area_3,area_2; area_1; area_3,g2,1.1018728545801972,0.1
28,1,-0.31146105423045783,-0.6402273561155604,0.10189534842844662,-0.31146105423045783,False,psifd; speed,0.009404165656445014,0.09813835097312125,0.10754251662956626,1.485795775785614,1.5933382924151802,0.06749509325264094,g2; g10; g6; g7,g2; g10; g6; g7,,g2; g10; g6; g7; g1; g9; g8,area_2; area_1; area_3,area_2; area_1; area_3,g2,1.1018728545801972,0.1
29,1,-0.40997296397731103,10.12864427478415,1.612023803151323,-0.40997296397731103,True,phi; speed,4.015163342906836e-05,3.849768237302432e-05,7.864931580209267e-05,8.198305392704254e-06,8.684762119479693e-05,0.9056012671398832,g2; g1; g8; g6; g10; g7,g2; g1; g8; g6; g10; g7,,g2; g1; g8; g6; g10; g7; g9,area_2; area_1; area_3,area_2; area_1; area_3,g2,3.5427263450067424e-05,0.1
30,1,-0.40997296397731103,-10.12864427478415,1.612023803151323,-0.40997296397731103,True,phi; speed,4.015163342906836e-05,3.849768237302432e-05,7.864931580209267e-05,8.198305392704254e-06,8.684762119479693e-05,0.9056012671398832,g2; g1; g8; g6; g10; g7,g2; g1; g8; g6; g10; g7,,g2; g1; g8; g6; g10; g7; g9,area_2; area_1; area_3,area_2; area_1; area_3,g2,3.5427263450067424e-05,0.1
31,1,-0.4100141203891968,10.129286631550729,1.6121260374059525,-0.4100141203891968,True,speed; phi,0.00021471113545931485,0.000396112282426807,0.0006108234178861219,0.00012355832698071059,0.0007343817448668325,0.8317519085348237,g6; g2; g8; g7; g1; g10; g9,g6; g2; g8; g7; g1; g10; g9,,g6; g2; g8; g7; g1; g10; g9,area_3; area_2; area_1,area_3; area_2; area_1,g6,0.00018793815056981862,0.1
32,1,-0.4100141203891968,-10.129286631550729,1.6121260374059525,-0.4100141203891968,True,speed; phi,0.00021471113545931485,0.000396112282426807,0.0006108234178861219,0.00012355832698071059,0.0007343817448668325,0.8317519085348237,g6; g2; g8; g7; g1; g10; g9,g6; g2; g8; g7; g1; g10; g9,,g6; g2; g8; g7; g1; g10; g9,area_3; area_2; area_1,area_3; area_2; area_1,g6,0.00018793815056981862,0.1
33,1,-0.41006240977487085,10.128382472002023,1.6119821359444324,-0.41006240977487085,True,speed; phi,2.863264385959964e-06,3.3949273464103165e-06,6.258191732370281e-06,1.3847250909450133e-06,7.642916823315294e-06,0.8188224308917238,g6; g7; g8; g2; g10; g9,g6; g7; g8; g2; g10; g9,,g6; g7; g8; g2; g10; g9; g1,area_3; area_1; area_2,area_3; area_1; area_2,g6,2.588367033114112e-06,0.1
34,1,-0.41006240977487085,-10.128382472002023,1.6119821359444324,-0.41006240977487085,True,speed; phi,2.863264385959964e-06,3.3949273464103165e-06,6.258191732370281e-06,1.3847250909450133e-06,7.642916823315294e-06,0.8188224308917238,g6; g7; g8; g2; g10; g9,g6; g7; g8; g2; g10; g9,,g6; g7; g8; g2; g10; g9; g1,area_3; area_1; area_2,area_3; area_1; area_2,g6,2.588367033114112e-06,0.1
35,1,-0.4211533774611744,6.9105415404319475,1.0998468456016253,-0.4211533774611744,True,phi; speed,1.8619193361295001,1.3960858201855122,3.2580051563150123,0.149596899744044,3.4076020560590563,0.9560990698787595,g2; g6; g7; g1; g10; g9,g2; g6; g7; g1; g10; g9,,g2; g6; g7; g1; g10; g9; g8,area_2; area_3; area_1,area_2; area_3; area_1,g2,1.1085703551903157,0.1
36,1,-0.4211533774611744,-6.9105415404319475,1.0998468456016253,-0.4211533774611744,True,phi; speed,1.8619193361295001,1.3960858201855122,3.2580051563150123,0.149596899744044,3.4076020560590563,0.9560990698787595,g2; g6; g7; g1; g10; g9,g2; g6; g7; g1; g10; g9,,g2; g6; g7; g1; g10; g9; g8,area_2; area_3; area_1,area_2; area_3; area_1,g2,1.1085703551903157,0.1
37,1,-0.45086384398010904,6.315277704959493,1.0051076637423435,-0.45086384398010904,True,phi; speed,1.1269015245218656,1.0747756715408534,2.201677196062719,0.13020881711650079,2.33188601317922,0.9441615857805252,g9; g6,g9; g6,,g9; g6; g2; g7; g1; g8; g10,area_1; area_3,area_1; area_3,g9,1.719712642439197,0.1
38,1,-0.45086384398010904,-6.315277704959493,1.0051076637423435,-0.45086384398010904,True,phi; speed,1.1269015245218656,1.0747756715408534,2.201677196062719,0.13020881711650079,2.33188601317922,0.9441615857805252,g9; g6,g9; g6,,g9; g6; g2; g7; g1; g8; g10,area_1; area_3,area_1; area_3,g9,1.719712642439197,0.1
39,1,-0.4544984408282152,3.9720847219989333,0.6321769178859271,-0.4544984408282152,True,speed; phi,1.3257899820996175,1.3469688531929853,2.672758835292603,0.3522136850304909,3.024972520323094,0.8835646662360849,g1; g9; g6; g7,g1; g9; g6; g7,,g1; g9; g6; g7; g10; g2; g8,area_1; area_3,area_1; area_3,g1,1.5884309051948948,0.1
40,1,-0.4544984408282152,-3.9720847219989333,0.6321769178859271,-0.4544984408282152,True,speed; phi,1.3257899820996175,1.3469688531929853,2.672758835292603,0.3522136850304909,3.024972520323094,0.8835646662360849,g1; g9; g6; g7,g1; g9; g6; g7,,g1; g9; g6; g7; g10; g2; g8,area_1; area_3,area_1; area_3,g1,1.5884309051948948,0.1
41,1,-0.697205457761477,8.938006089766763,1.422527850571843,-0.697205457761477,True,speed; phi,1.7411650209901415,1.7443422316545922,3.4855072526447337,0.2513501587992861,3.73685741144402,0.9327375569564058,g7; g6,g7; g6,,g7; g6; g8; g10; g9; g1; g2,area_3,area_3,g7,2.0947107568094125,0.1
42,1,-0.697205457761477,-8.938006089766763,1.422527850571843,-0.697205457761477,True,speed; phi,1.7411650209901415,1.7443422316545922,3.4855072526447337,0.2513501587992861,3.73685741144402,0.9327375569564058,g7; g6,g7; g6,,g7; g6; g8; g10; g9; g1; g2,area_3,area_3,g7,2.0947107568094125,0.1
43,1,-0.7066548813553508,8.847198923554672,1.4080754412010215,-0.7066548813553508,True,phi; speed,1.1663661052999363,1.148277901369327,2.3146440066692633,0.1725975840288161,2.4872415906980794,0.9306068277909529,g8,g8; g10,0.09179083587747676,g8; g10; g6; g7; g9; g1; g2,area_1,area_1,g8,2.0892073418798427,0.1
44,1,-0.7066548813553508,-8.847198923554672,1.4080754412010215,-0.7066548813553508,True,phi; speed,1.1663661052999363,1.148277901369327,2.3146440066692633,0.1725975840288161,2.4872415906980794,0.9306068277909529,g8,g8; g10,0.09179083587747676,g8; g10; g6; g7; g9; g1; g2,area_1,area_1,g8,2.0892073418798427,0.1
45,1,-0.8042326843188206,1.752727231408125,0.27895520277037544,-0.8042326843188206,False,psifd; speed,0.08752961146868672,0.17996859505823382,0.2674982065269205,1.3229417376018922,1.5904399441288126,0.16819132813810628,g9; g1; g7,g9; g1; g7,,g9; g1; g7; g10; g6; g8; g2,area_1; area_3,area_1; area_3,g9,1.1827752367286077,0.1
46,1,-0.8042326843188206,-1.752727231408125,0.27895520277037544,-0.8042326843188206,False,psifd; speed,0.08752961146868672,0.17996859505823382,0.2674982065269205,1.3229417376018922,1.5904399441288126,0.16819132813810628,g9; g1; g7,g9; g1; g7,,g9; g1; g7; g10; g6; g8; g2,area_1; area_3,area_1; area_3,g9,1.1827752367286077,0.1
47,1,-0.8304430596675139,0.03408084226237723,0.00542413451079251,-0.8304430596675139,False,psi2q; speed,0.07276186142242738,0.7696883200866236,0.8424501815090509,1.7267834946419045,2.5692336761509553,0.3278994002488518,g1; g7; g9; g2; g6; g8; g10,g1; g7; g9; g2; g6; g8; g10,,g1; g7; g9; g2; g6; g8; g10,area_1; area_3; area_2,area_1; area_3; area_2,g1,0.8336399633566748,0.1
48,1,-0.8304430596675139,-0.03408084226237723,0.00542413451079251,-0.8304430596675139,False,psi2q; speed,0.07276186142242738,0.7696883200866236,0.8424501815090509,1.7267834946419045,2.5692336761509553,0.3278994002488518,g1; g7; g9; g2; g6; g8; g10,g1; g7; g9; g2; g6; g8; g10,,g1; g7; g9; g2; g6; g8; g10,area_1; area_3; area_2,area_1; area_3; area_2,g1,0.8336399633566748,0.1
49,1,-0.8615035310128079,0.8118587136963288,0.12921132737699856,-0.8615035310128079,False,psifd; psi2q,0.014066776167990559,0.05117495883917923,0.06524173500716979,1.450030500979412,1.515272235986582,0.043056114576461836,g7; g6,g7; g6,,g7; g6; g9; g1; g2; g10; g8,area_3,area_3,g7,1.162269308393566,0.1
50,1,-0.8615035310128079,-0.8118587136963288,0.12921132737699856,-0.8615035310128079,False,psifd; psi2q,0.014066776167990559,0.05117495883917923,0.06524173500716979,1.450030500979412,1.515272235986582,0.043056114576461836,g7; g6,g7; g6,,g7; g6; g9; g1; g2; g10; g8,area_3,area_3,g7,1.162269308393566,0.1
51,1,-0.947399656652762,0.0,0.0,-0.947399656652762,False,psi2q; psifd,0.0053284325397166075,0.0038788538207067554,0.009207286360423363,1.528549765829141,1.5377570521895643,0.005987477896663452,g2; g7,g2; g7,,g2; g7; g9; g1; g6; g8; g10,area_2; area_3,area_2; area_3,g2,1.0101251938372844,0.1
52,1,-0.9999999999986761,0.0,0.0,-0.9999999999986761,False,psi2q; psifd,1.2248944222786244e-13,4.935441533608779e-14,1.7184385756395023e-13,5.2521611055654466e-11,5.269345491321841e-11,0.0032611992864571564,g9; g2; g7,g9; g2; g7,,g9; g2; g7; g6; g10; g1; g8,area_1; area_2; area_3,area_1; area_2; area_3,g9,2.783405805841366e-11,0.1
53,1,-0.9999999999998888,-9.967230977151747e-13,1.5863340789523626e-13,-0.9999999999998888,False,psi2q; psifd,1.5934742197400896e-13,1.0676834785426025e-12,1.2270309005166114e-12,3.021068457886403e-11,3.143771547938064e-11,0.03903053646889183,g2; g7; g9,g2; g7; g9,,g2; g7; g9; g1; g8; g6; g10,area_2; area_3; area_1,area_2; area_3; area_1,g2,1.4455615614397245e-11,0.1
54,1,-0.9999999999998888,9.967230977151747e-13,1.5863340789523626e-13,-0.9999999999998888,False,psi2q; psifd,3.043378738253887e-14,2.7187963530491276e-13,3.023134226874516e-13,8.726900840908866e-12,9.029214263596318e-12,0.03348169772715536,g6; g7; g9; g2; g1,g6; g7; g9; g2; g1,,g6; g7; g9; g2; g1; g8; g10,area_3; area_1; area_2,area_3; area_1; area_2,g6,2.807480959526181e-12,0.1
55,1,-0.9999999999999457,0.0,0.0,-0.9999999999999457,False,psi2q; psifd,7.929016072971476e-15,1.4753547515892242e-14,2.2682563588863717e-14,6.534500511517204e-13,6.761326147405841e-13,0.03354750694516707,g2; g8,g2; g8,,g2; g8; g7; g9; g1; g6; g10,area_2; area_1,area_2; area_1,g2,4.64654617736708e-13,0.1
56,1,-1.0000000000002314,0.0,0.0,-1.0000000000002314,False,psi2q; psifd,8.554832129811592e-14,1.9120043528576085e-13,2.767487565838768e-13,1.737340022547411e-12,2.0140887791312878e-12,0.13740643384312157,g2; g7; g9; g1; g6,g2; g7; g9; g1; g6,,g2; g7; g9; g1; g6; g8; g10,area_2; area_3; area_1,area_2; area_3; area_1,g2,1.1244692514579187e-12,0.1
57,1,-1.0377152558254037,0.0,0.0,-1.0377152558254037,False,psi2q; psifd,0.0037889980193657165,0.018305292835105753,0.02209429085447147,1.249555991863225,1.2716502827176965,0.01737450237281656,g9; g7; g2,g9; g7; g2,,g9; g7; g2; g1; g8; g6; g10,area_1; area_3; area_2,area_1; area_3; area_2,g9,0.7795979837274254,0.1
58,1,-1.1938671433585553,0.0,0.0,-1.1938671433585553,False,psifd; psi2q,0.07971575684279912,0.00273414325302865,0.08244990009582777,0.23786166662817537,0.3203115667240031,0.25740531613980344,g7; g9; g6; g2; g8,g7; g9; g6; g2; g8,,g7; g9; g6; g2; g8; g1; g10,area_3; area_1; area_2,area_3; area_1; area_2,g7,0.12448876561783814,0.1
59,1,-1.2250331287640073,0.0,0.0,-1.2250331287640073,False,psifd; psi2q,0.028156028828313927,0.00028243158719780067,0.028438460415511728,0.13095541974956132,0.15939388016507305,0.17841626282050485,g7; g6,g7; g6,,g7; g6; g2; g9; g8; g10; g1,area_3,area_3,g7,0.1351053883947113,0.1
60,1,-1.232234226939215,0.03797573616296665,0.006044026127889789,-1.232234226939215,False,psifd; psi2q,0.05190818680594624,0.0013846629237813522,0.053292849729727594,0.6298108978351729,0.6831037475649004,0.07801574785631568,g6; g7; g9,g6; g7; g9,,g6; g7; g9; g8; g2; g10; g1,area_3; area_1,area_3; area_1,g6,0.3099827605340538,0.1
61,1,-1.232234226939215,-0.03797573616296665,0.006044026127889789,-1.232234226939215,False,psifd; psi2q,0.05190818680594624,0.0013846629237813522,0.053292849729727594,0.6298108978351729,0.6831037475649004,0.07801574785631568,g6; g7; g9,g6; g7; g9,,g6; g7; g9; g8; g2; g10; g1,area_3; area_1,area_3; area_1,g6,0.3099827605340538,0.1
62,1,-1.2443461509215075,0.0,0.0,-1.2443461509215075,False,psifd; psi2q,0.005799497364615983,6.130173049898811e-05,0.005860799095114971,0.15232520740102404,0.158186006496139,0.03705004775664541,g8; g6,g8; g6,,g8; g6; g9; g7; g10; g2; g1,area_1; area_3,area_1; area_3,g8,0.11684183745097818,0.1
63,1,-1.2915727111864446,0.0,0.0,-1.2915727111864446,False,psifd; psi2q,0.023032344880418915,0.0005275264268723803,0.023559871307291296,0.30577923239045784,0.32933910369774916,0.07153681734955275,g8; g9,g8; g9,,g8; g9; g6; g10; g7; g1; g2,area_1,area_1,g8,0.2294281173541264,0.1
64,1,-1.4943519388767594,0.0,0.0,-1.4943519388767594,False,psi2q; psifd,0.04986824294600361,0.02825552464210724,0.07812376758811085,1.2222157285806923,1.300339496168803,0.060079516017384156,g1; g9,g1; g9,,g1; g9; g10; g2; g8; g7; g6,area_1,area_1,g1,1.1544144766845563,0.1
65,1,-1.5200846685651275,0.11943876246927879,0.019009269443764472,-1.5200846685651275,False,psifd; psi2q,0.07141358961631208,0.008846501196703648,0.08026009081301573,0.8598768020421607,0.9401368928551764,0.08537064274678922,g9,g9; g1,0.07416502344911728,g9; g1; g10; g7; g6; g8; g2,area_1,area_1,g9,0.8274473115127569,0.1
66,1,-1.5200846685651275,-0.11943876246927879,0.019009269443764472,-1.5200846685651275,False,psifd; psi2q,0.07141358961631208,0.008846501196703648,0.08026009081301573,0.8598768020421607,0.9401368928551764,0.08537064274678922,g9,g9; g1,0.07416502344911728,g9; g1; g10; g7; g6; g8; g2,area_1,area_1,g9,0.8274473115127569,0.1
67,1,-1.5648980485453736,0.0,0.0,-1.5648980485453736,False,psifd; psi2q,0.03507775801697967,0.008685235296201022,0.04376299331318069,0.6401273275037853,0.683890320816966,0.0639912453518892,g9; g10; g1,g9; g10; g1,,g9; g10; g1; g8; g7; g2; g6,area_1,area_1,g9,0.3817792567368068,0.1
68,1,-1.6763913301930673,0.09021293193797529,0.014357834048741485,-1.6763913301930673,False,psifd; phi,0.0607316239006956,0.0014866297944084834,0.06221825369510409,0.16286186288460014,0.22508011657970423,0.2764271435458924,g7,g7; g6,0.08196672906171007,g7; g6; g9; g1; g2; g10; g8,area_3,area_3,g7,0.20088318562967017,0.1
69,1,-1.6763913301930673,-0.09021293193797529,0.014357834048741485,-1.6763913301930673,False,psifd; phi,0.0607316239006956,0.0014866297944084834,0.06221825369510409,0.16286186288460014,0.22508011657970423,0.2764271435458924,g7,g7; g6,0.08196672906171007,g7; g6; g9; g1; g2; g10; g8,area_3,area_3,g7,0.20088318562967017,0.1
70,1,-1.6867554211312235,0.12055252432602512,0.019186530148692857,-1.6867554211312235,False,phi; psifd,0.09479515557515782,0.0039314695006665255,0.09872662507582435,0.029398837302911637,0.12812546237873598,0.7705464881288832,g8; g2; g6,g8; g2; g6,,g8; g2; g6; g9; g1; g7; g10,area_1; area_2; area_3,area_1; area_2; area_3,g8,0.0858569612777111,0.1
71,1,-1.6867554211312235,-0.12055252432602512,0.019186530148692857,-1.6867554211312235,False,phi; psifd,0.09479515557515782,0.0039314695006665255,0.09872662507582435,0.029398837302911637,0.12812546237873598,0.7705464881288832,g8; g2; g6,g8; g2; g6,,g8; g2; g6; g9; g1; g7; g10,area_1; area_2; area_3,area_1; area_2; area_3,g8,0.0858569612777111,0.1
72,1,-1.6886000331431208,0.12517837112290975,0.019922756532402858,-1.6886000331431208,False,phi; psi2q,0.10598712367833825,0.006038814444948226,0.11202593812328647,0.03230481829560032,0.1443307564188868,0.7761750918713194,g6; g8; g7; g2; g1,g6; g8; g7; g2; g1,,g6; g8; g7; g2; g1; g9; g10,area_3; area_1; area_2,area_3; area_1; area_2,g6,0.08404280870506148,0.1
73,1,-1.6886000331431208,-0.12517837112290975,0.019922756532402858,-1.6886000331431208,False,phi; psi2q,0.10598712367833825,0.006038814444948226,0.11202593812328647,0.03230481829560032,0.1443307564188868,0.7761750918713194,g6; g8; g7; g2; g1,g6; g8; g7; g2; g1,,g6; g8; g7; g2; g1; g9; g10,area_3; area_1; area_2,area_3; area_1; area_2,g6,0.08404280870506148,0.1
74,1,-1.6973099261184006,0.0,0.0,-1.6973099261184006,False,psifd; psi2q,0.015972960941970614,0.0038523729329014806,0.019825333874872095,0.9636239280666926,0.9834492619415647,0.020158979870229535,g9,g9; g1,0.01938544938622263,g9; g1; g10; g8; g7; g2; g6,area_1,area_1,g9,0.9527538424648258,0.1
75,1,-1.7277590295428151,0.24398638196408412,0.03883163873669125,-1.7277590295428151,False,psi2q; speed,0.03687795523267415,0.15579800321814402,0.19267595845081817,0.4119808680457804,0.6046568264965986,0.31865340802846626,g1; g9; g7,g1; g9; g7,,g1; g9; g7; g6; g2; g10; g8,area_1; area_3,area_1; area_3,g1,0.3701331701053259,0.1
76,1,-1.7277590295428151,-0.24398638196408412,0.03883163873669125,-1.7277590295428151,False,psi2q; speed,0.03687795523267415,0.15579800321814402,0.19267595845081817,0.4119808680457804,0.6046568264965986,0.31865340802846626,g1; g9; g7,g1; g9; g7,,g1; g9; g7; g6; g2; g10; g8,area_1; area_3,area_1; area_3,g1,0.3701331701053259,0.1
77,1,-1.7819644167022155,0.0,0.0,-1.7819644167022155,False,psifd; psi2q,0.00018969861220639381,6.920401375571481e-05,0.0002589026259621086,0.004460884980709148,0.004719787606671256,0.05485471964801101,g9; g7; g6,g9; g7; g6,,g9; g7; g6; g1; g2; g10; g8,area_1; area_3,area_1; area_3,g9,0.0022425381797207635,0.1
78,1,-1.7830843619167973,0.0,0.0,-1.7830843619167973,False,psifd; psi2q,1.3362841668621074e-05,2.1810550921315786e-05,3.517339258993686e-05,0.00017948051137932515,0.00021465390396926203,0.16386094983380137,g9; g2; g1; g7,g9; g2; g1; g7,,g9; g2; g1; g7; g6; g8; g10,area_1; area_2; area_3,area_1; area_2; area_3,g9,9.959944580074943e-05,0.1
