ModeIndex,StateIndex,Generator,Area,StateVariable,StateDescription,ModelName,RealPart,ImagPart,ParticipationMagnitude
48,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.498688266801789e-06,1.044066828091537e-06,5.5969320343367385e-06
49,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.6067958079325475e-05,-1.185899742131893e-05,3.796753112661961e-05
50,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.6067958079325475e-05,1.185899742131893e-05,3.796753112661961e-05
51,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.067277016842059e-07,0.0,5.067277016842059e-07
53,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.619445211187021e-16,0.0,1.619445211187021e-16
57,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-6.695368221137408e-06,0.0,6.695368221137408e-06
58,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-6.735035355878397e-06,0.0,6.735035355878397e-06
59,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-3.098683431172414e-07,0.0,3.098683431172414e-07
60,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.953824225784008e-06,1.1414479143555886e-06,4.115292134172644e-06
61,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.953824225784008e-06,-1.1414479143555886e-06,4.115292134172644e-06
62,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-9.55475426633608e-07,0.0,9.55475426633608e-07
63,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.1140694065192803e-06,0.0,2.1140694065192803e-06
64,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.1033828018166306e-05,0.0,3.1033828018166306e-05
65,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.947670476913597e-06,-6.257995753774307e-06,8.63349841930876e-06
66,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.947670476913597e-06,6.257995753774307e-06,8.63349841930876e-06
67,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-5.5433618507232124e-06,-0.0,5.5433618507232124e-06
68,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.3526296216834113e-07,-2.2352460630465423e-07,3.245179671325965e-07
69,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.3526296216834113e-07,2.2352460630465423e-07,3.245179671325965e-07
70,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.756109522509849e-07,-2.469517526911006e-07,3.030253697427069e-07
71,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.756109522509849e-07,2.469517526911006e-07,3.030253697427069e-07
72,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-3.5679532746847334e-07,-9.849650459650812e-07,1.0475967962323718e-06
73,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-3.5679532746847334e-07,9.849650459650812e-07,1.0475967962323718e-06
74,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.427825630962039e-06,0.0,2.427825630962039e-06
75,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,6.972609160046142e-05,-8.123232420407867e-05,0.00010705334345770095
76,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,6.972609160046142e-05,8.123232420407867e-05,0.00010705334345770095
77,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.6994540414953483e-07,0.0,3.6994540414953483e-07
78,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,7.714511511586259e-08,-0.0,7.714511511586259e-08
79,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.277059345680277e-10,0.0,5.277059345680277e-10
91,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.5338475262766473e-05,0.0,1.5338475262766473e-05
92,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,6.407993231284026e-05,0.0,6.407993231284026e-05
93,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.6263270835118894e-05,-0.0,3.6263270835118894e-05
94,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,6.697501161643708e-05,-6.628559198538215e-06,6.730222862632713e-05
95,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,6.697501161643708e-05,6.628559198538215e-06,6.730222862632713e-05
96,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.8495984611224127e-08,0.0,2.8495984611224127e-08
97,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-5.5762211355804816e-08,0.0,5.5762211355804816e-08
98,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-8.84992176513863e-06,0.0,8.84992176513863e-06
99,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.5558656918620147e-05,-0.0,1.5558656918620147e-05
100,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,7.005777469795147e-05,0.0,7.005777469795147e-05
101,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.9244325312541872e-05,0.0,1.9244325312541872e-05
102,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.108312763001091e-07,3.616551685139008e-08,2.139106628372254e-07
103,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.108312763001091e-07,-3.616551685139008e-08,2.139106628372254e-07
104,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.168954071430972e-06,-2.5520996148863886e-05,2.603918836336663e-05
105,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.168954071430972e-06,2.5520996148863886e-05,2.603918836336663e-05
106,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.00012105950005793996,-0.00012779500387053667,0.00017603114942688083
107,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.00012105950005793996,0.00012779500387053667,0.00017603114942688083
108,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.0113302656202647e-05,0.0,1.0113302656202647e-05
112,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.1505922952484355e-07,0.0,4.1505922952484355e-07
113,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.765326001792361e-07,-0.0,3.765326001792361e-07
114,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,8.73061590760604e-06,0.0,8.73061590760604e-06
115,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,7.489430279930737e-07,-0.0,7.489430279930737e-07
116,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-5.6250378556200716e-08,-0.0,5.6250378556200716e-08
117,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.609183623266205e-07,0.0,5.609183623266205e-07
118,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,7.718227118079281e-05,-0.0,7.718227118079281e-05
119,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,6.696727776655314e-07,0.0,6.696727776655314e-07
120,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.5998288741794967e-05,0.0,2.5998288741794967e-05
121,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.0001143297567462607,0.0,0.0001143297567462607
122,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0008950794863406476,0.0,0.0008950794863406476
123,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.00010250345819989315,0.0,0.00010250345819989315
124,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.02450665192907969,-0.0,0.02450665192907969
125,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.004884849145473338,0.0,0.004884849145473338
126,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.00015120619955329346,0.0,0.00015120619955329346
127,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0003161329271884072,-0.0,0.0003161329271884072
128,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0089587736421753,0.0,0.0089587736421753
129,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.00021489069945182583,0.0,0.00021489069945182583
130,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.000957043003437773,-0.0,0.000957043003437773
131,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.7997900993763444e-05,0.0,1.7997900993763444e-05
132,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.6442869759794481,-0.16566118136457283,0.6652438157757258
133,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.6442869759794481,0.16566118136457283,0.6652438157757258
134,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.0007589917582833703,0.0,0.0007589917582833703
135,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0001326064188212232,-0.0,0.0001326064188212232
136,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,6.005370913477383e-05,0.0,6.005370913477383e-05
140,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.0,0.0,1.0
141,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.12126811865579809,0.0,0.12126811865579809
142,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.14162703886773764,0.0,0.14162703886773764
143,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.981859396652023e-05,0.0,1.981859396652023e-05
144,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0003062399903820673,0.0,0.0003062399903820673
145,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.05073338663237357,0.0,0.05073338663237357
146,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0029633097818532912,-0.00820201850678567,0.008720912363329999
147,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0029633097818532912,0.00820201850678567,0.008720912363329999
148,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.002990305153036788,-0.0012121434580443038,0.003226641701701317
149,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.002990305153036788,0.0012121434580443038,0.003226641701701317
150,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.0079130209201867,0.0,0.0079130209201867
151,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.00016086431661151292,0.0,0.00016086431661151292
152,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-6.05482917306285e-06,0.0,6.05482917306285e-06
153,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.00019483585624858652,-0.0003031076290521935,0.0003603265819638651
154,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.00019483585624858652,0.0003031076290521935,0.0003603265819638651
155,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.0382270143140908e-05,-0.0,1.0382270143140908e-05
156,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.812573765860494e-09,0.0,3.812573765860494e-09
157,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-8.809480318321429e-05,-0.0,8.809480318321429e-05
158,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.000311041344690954,0.0,0.000311041344690954
159,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.536872979757414e-06,-2.4062200974819405e-05,2.448617430688291e-05
160,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.536872979757414e-06,2.4062200974819405e-05,2.448617430688291e-05
161,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.000776908733938848,0.0,0.000776908733938848
162,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.4609390359050955e-05,0.0,2.4609390359050955e-05
163,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0012042922221680438,-0.0020774472923947686,0.0024012719564957237
164,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0012042922221680438,0.0020774472923947686,0.0024012719564957237
165,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-3.778645852717578e-07,0.0,3.778645852717578e-07
166,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.00015580102166144898,0.0,0.00015580102166144898
170,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.0002960058214181808,0.0,0.0002960058214181808
171,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.8406636526071527e-05,0.0,4.8406636526071527e-05
172,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,7.295674631488233e-05,0.0,7.295674631488233e-05
173,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-4.6241100467158e-08,0.0,4.6241100467158e-08
174,153,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.8084185432414074e-07,0.0,2.8084185432414074e-07
1,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.003767801906124,-0.0,0.003767801906124
5,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.2578936418264294e-05,-6.94598986036356e-05,7.058970998270267e-05
6,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.2578936418264294e-05,6.94598986036356e-05,7.058970998270267e-05
7,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-4.0713946499655596e-08,-3.31340018108781e-07,3.3383204315928716e-07
8,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-4.0713946499655596e-08,3.31340018108781e-07,3.3383204315928716e-07
9,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-7.900404625424413e-05,-0.0004517049443098767,0.0004585618780912032
10,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-7.900404625424413e-05,0.0004517049443098767,0.0004585618780912032
11,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0003082013828868438,-0.0004491309255871187,0.0005447078856892975
12,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0003082013828868438,0.0004491309255871187,0.0005447078856892975
13,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,1.0,0.0,1.0
14,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,5.540515094095259e-06,4.133901997005967e-05,4.170865473247596e-05
15,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,5.540515094095259e-06,-4.133901997005967e-05,4.170865473247596e-05
19,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,7.159707249467897e-06,0.0,7.159707249467897e-06
20,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,1.2769909771353702e-08,0.0,1.2769909771353702e-08
21,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.19897638986036625,-0.0,0.19897638986036625
22,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0004200706854350985,0.0009468327296909705,0.0010358337698569051
23,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0004200706854350985,-0.0009468327296909705,0.0010358337698569051
24,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0002653360796051437,-0.002094491114204621,0.0021112309827734013
25,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0002653360796051437,0.002094491114204621,0.0021112309827734013
26,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.6707298501579937,0.0,0.6707298501579937
27,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.00044074367455447733,0.00015675194186092576,0.00046778858252094404
28,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.00044074367455447733,-0.00015675194186092576,0.00046778858252094404
29,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,1.2147707308897955e-08,1.529099397388859e-08,1.9528985881815522e-08
30,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,1.2147707308897955e-08,-1.529099397388859e-08,1.9528985881815522e-08
31,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,6.726488905729594e-08,8.698130460842893e-08,1.0995595777980669e-07
32,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,6.726488905729594e-08,-8.698130460842893e-08,1.0995595777980669e-07
33,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-4.5054845279921087e-10,1.0071977563811232e-09,1.1033771924319131e-09
34,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-4.5054845279921087e-10,-1.0071977563811232e-09,1.1033771924319131e-09
35,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-6.515118196037444e-07,-3.3435674790887495e-06,3.40645139966847e-06
36,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-6.515118196037444e-07,3.3435674790887495e-06,3.40645139966847e-06
37,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,1.5073647483349508e-05,-1.846449863204755e-05,2.3835950960370235e-05
38,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,1.5073647483349508e-05,1.846449863204755e-05,2.3835950960370235e-05
39,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.00027225220931898094,-0.00037498801450814234,0.0004633975361434553
40,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.00027225220931898094,0.00037498801450814234,0.0004633975361434553
41,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.052440171108782e-06,-9.542564306216388e-07,1.4206462082961516e-06
42,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.052440171108782e-06,9.542564306216388e-07,1.4206462082961516e-06
43,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-2.8873811742351916e-06,3.1158959859783487e-07,2.9041449900585463e-06
44,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-2.8873811742351916e-06,-3.1158959859783487e-07,2.9041449900585463e-06
45,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0009120354988843248,-0.0006524899295368758,0.001121406197313095
46,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0009120354988843248,0.0006524899295368758,0.001121406197313095
47,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.05688424182588851,-0.010800931128694385,0.05790057928339719
48,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.05688424182588851,0.010800931128694385,0.05790057928339719
49,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.00101844606142617,-0.0003348609140803815,0.0010720840507223428
50,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.00101844606142617,0.0003348609140803815,0.0010720840507223428
51,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.00046584416024066013,0.0,0.00046584416024066013
52,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,2.8164124589905956e-14,0.0,2.8164124589905956e-14
53,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,6.301617918929123e-14,-0.0,6.301617918929123e-14
54,154,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-2.179306791484041e-14,-0.0,2.179306791484041e-14
