Study Cases\RMS mine\All calculations.ElmRes;Grid\G 01.ElmSym;Grid\G 01.ElmSym;Grid\G 01.ElmSym;Grid\G 01.ElmSym;Grid\G 02.ElmSym;Grid\G 02.ElmSym;Grid\G 02.ElmSym;Grid\G 02.ElmSym;Grid\G 03.ElmSym;Grid\G 03.ElmSym;Grid\G 03.ElmSym;Grid\G 03.ElmSym;Grid\G 04.ElmSym;Grid\G 04.ElmSym;Grid\G 04.ElmSym;Grid\G 04.ElmSym;Grid\G 05.ElmSym;Grid\G 05.ElmSym;Grid\G 05.ElmSym;Grid\G 05.ElmSym;Grid\G 06.ElmSym;Grid\G 06.ElmSym;Grid\G 06.ElmSym;Grid\G 06.ElmSym;Grid\G 07.ElmSym;Grid\G 07.ElmSym;Grid\G 07.ElmSym;Grid\G 07.ElmSym;Grid\G 08.ElmSym;Grid\G 08.ElmSym;Grid\G 08.ElmSym;Grid\G 08.ElmSym;Grid\G 09.ElmSym;Grid\G 09.ElmSym;Grid\G 09.ElmSym;Grid\G 09.ElmSym;Grid\G 10.ElmSym;Grid\G 10.ElmSym;Grid\G 10.ElmSym;Grid\G 10.ElmSym
0,090000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,100000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,110000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,120000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,130000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,140000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,150000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,160000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,170000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,180000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,190000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,200000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,210000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,220000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,230000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,240000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,250000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,260000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,270000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,280000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,290000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,300000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,310000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,320000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,330000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,340000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,350000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,360000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,370000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,380000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,390000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,400000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,410000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,420000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,430000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,440000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,450000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,460000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,470000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,480000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,490000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,500000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,510000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,520000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,530000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,540000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,550000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,560000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,570000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
0,580000;1,030000;0,097465;88,281415;1000,000000;0,982000;0,810690;198,251784;520,811072;0,983100;0,866652;205,144371;650,000000;0,997200;0,804108;109,905981;632,000000;1,012300;0,879780;165,763649;508,000000;1,049300;0,814622;212,411827;650,000000;1,063500;0,764412;101,175010;560,000000;1,027800;0,750563;0,439926;540,000000;1,026500;0,808879;22,841625;830,000000;1,047500;0,276458;146,158178;250,000000
