b:tnow in s,s:ut in p.u.,s:cur1 in p.u.
2.36,1.047509,0.276447
2.37,1.04751,0.276438
2.38,1.047512,0.276431
2.39,1.047512,0.276426
2.4,1.047513,0.276425
2.41,1.047513,0.276427
2.42,1.047512,0.276431
2.43,1.047511,0.276438
2.44,1.04751,0.276445
2.45,1.047509,0.276452
2.46,1.047508,0.27646
2.47,1.047506,0.276468
2.48,1.047505,0.276476
2.49,1.047503,0.276482
2.5,1.047502,0.276485
2.51,1.047502,0.276487
2.52,1.047501,0.276487
2.53,1.047501,0.276486
2.54,1.047501,0.276487
2.55,1.0475,0.276487
2.56,1.0475,0.276489
2.57,1.0475,0.276491
2.58,1.0475,0.276493
2.59,1.047501,0.276494
2.6,1.047501,0.276493
2.61,1.047501,0.27649
2.62,1.047502,0.276485
2.63,1.047502,0.276479
2.64,1.047502,0.276473
2.65,1.047501,0.276466
2.66,1.047501,0.27646
2.67,1.0475,0.276455
2.68,1.0475,0.276451
2.69,1.0475,0.27645
2.7,1.047499,0.276451
2.71,1.047498,0.276455
2.72,1.047497,0.27646
2.73,1.047496,0.276466
2.74,1.047496,0.276472
2.75,1.047495,0.276476
2.76,1.047495,0.276478
2.77,1.047495,0.276477
2.78,1.047496,0.276473
2.79,1.047496,0.276466
2.8,1.047498,0.276455
2.81,1.047499,0.276442
2.82,1.0475,0.276428
2.83,1.047501,0.276416
2.84,1.047502,0.276407
2.85,1.047503,0.276401
2.86,1.047503,0.276397
2.87,1.047504,0.276396
2.88,1.047504,0.276396
2.89,1.047504,0.276399
2.9,1.047505,0.276405
2.91,1.047505,0.276412
2.92,1.047505,0.27642
2.93,1.047505,0.276428
2.94,1.047506,0.276433
2.95,1.047506,0.276434
2.96,1.047507,0.276433
2.97,1.047507,0.276429
2.98,1.047508,0.276423
2.99,1.047509,0.276416
3,1.047509,0.276408
3.01,1.04751,0.2764
3.02,1.04751,0.276395
3.03,1.04751,0.276394
3.04,1.04751,0.276396
3.05,1.04751,0.2764
3.06,1.04751,0.276407
3.07,1.04751,0.276415
3.08,1.047509,0.276424
3.09,1.047508,0.276435
3.1,1.047507,0.276445
3.11,1.047505,0.276453
3.12,1.047504,0.276458
3.13,1.047503,0.276459
3.14,1.047503,0.276456
3.15,1.047503,0.276451
3.16,1.047503,0.276446
3.17,1.047503,0.276442
3.18,1.047503,0.27644
3.19,1.047503,0.27644
3.2,1.047503,0.276444
3.21,1.047502,0.27645
3.22,1.047501,0.276458
3.23,1.0475,0.276466
3.24,1.047499,0.276474
3.25,1.047497,0.276481
3.26,1.047496,0.276485
3.27,1.047496,0.276486
3.28,1.047495,0.276483
3.29,1.047496,0.276477
3.3,1.047497,0.276469
3.31,1.047498,0.276461
3.32,1.0475,0.276453
3.33,1.047501,0.276448
3.34,1.047502,0.276445
3.35,1.047503,0.276444
3.36,1.047503,0.276445
3.37,1.047503,0.276447
3.38,1.047503,0.27645
3.39,1.047503,0.276454
3.4,1.047502,0.276459
3.41,1.047501,0.276464
3.42,1.0475,0.276469
3.43,1.047498,0.276473
3.44,1.047498,0.276476
3.45,1.047497,0.276478
3.46,1.047496,0.276479
3.47,1.047496,0.27648
3.48,1.047496,0.276479
3.49,1.047497,0.276477
3.5,1.047497,0.276476
3.51,1.047497,0.276475
3.52,1.047498,0.276473
3.53,1.047499,0.276471
3.54,1.0475,0.276468
3.55,1.047501,0.276464
3.56,1.047501,0.276459
3.57,1.047502,0.276454
3.58,1.047503,0.276449
3.59,1.047504,0.276444
3.6,1.047504,0.27644
3.61,1.047504,0.276437
3.62,1.047504,0.276435
3.63,1.047504,0.276432
3.64,1.047503,0.276429
3.65,1.047503,0.276427
3.66,1.047502,0.276426
3.67,1.047502,0.276427
3.68,1.047501,0.276428
3.69,1.0475,0.276431
3.7,1.047498,0.276434
3.71,1.047498,0.276437
3.72,1.047497,0.27644
3.73,1.047496,0.276444
3.74,1.047496,0.276448
3.75,1.047496,0.276452
3.76,1.047497,0.276456
3.77,1.047497,0.276458
3.78,1.047498,0.276458
3.79,1.047499,0.276456
3.8,1.0475,0.276454
3.81,1.0475,0.276452
3.82,1.0475,0.276451
3.83,1.0475,0.276451
3.84,1.0475,0.276452
3.85,1.0475,0.276452
3.86,1.0475,0.276451
3.87,1.0475,0.276449
3.88,1.0475,0.276445
3.89,1.0475,0.276442
3.9,1.0475,0.276438
3.91,1.047501,0.276434
3.92,1.047501,0.276429
3.93,1.047502,0.276425
3.94,1.047503,0.27642
3.95,1.047504,0.276416
3.96,1.047505,0.276413
3.97,1.047505,0.276412
3.98,1.047505,0.276412
3.99,1.047504,0.276414
4,1.047503,0.276419
4.01,1.047501,0.276427
4.02,1.047499,0.276436
4.03,1.047496,0.276447
4.04,1.047494,0.276458
4.05,1.047492,0.27647
4.06,1.04749,0.276481
4.07,1.047489,0.276491
4.08,1.047488,0.276497
4.09,1.047489,0.2765
4.1,1.04749,0.276498
4.11,1.047492,0.276494
4.12,1.047495,0.276487
4.13,1.047498,0.276481
4.14,1.0475,0.276477
4.15,1.047502,0.276476
4.16,1.047502,0.276479
4.17,1.047502,0.276483
4.18,1.047501,0.276489
4.19,1.0475,0.276494
4.2,1.047499,0.276498
4.21,1.047497,0.276501
4.22,1.047496,0.276502
4.23,1.047494,0.276503
4.24,1.047492,0.276504
4.25,1.047491,0.276506
4.26,1.047489,0.276507
4.27,1.047488,0.276507
4.28,1.047487,0.276503
4.29,1.047488,0.276497
4.3,1.04749,0.276486
4.31,1.047492,0.276474
4.32,1.047495,0.276459
4.33,1.047499,0.276443
4.34,1.047502,0.276429
4.35,1.047505,0.27642
4.36,1.047507,0.276417
4.37,1.047507,0.27642
4.38,1.047507,0.276429
4.39,1.047505,0.276441
4.4,1.047503,0.276454
4.41,1.047501,0.276465
4.42,1.047499,0.276472
4.43,1.047498,0.276475
4.44,1.047497,0.276475
4.45,1.047497,0.276473
4.46,1.047497,0.276471
4.47,1.047497,0.27647
4.48,1.047497,0.276471
4.49,1.047497,0.276472
4.5,1.047498,0.276473
4.51,1.047498,0.276473
4.52,1.047499,0.27647
4.53,1.047499,0.276465
4.54,1.047499,0.276459
4.55,1.0475,0.276453
4.56,1.047499,0.276448
4.57,1.047499,0.276443
4.58,1.047499,0.276441
4.59,1.047498,0.276439
4.6,1.047497,0.276438
4.61,1.047497,0.276437
4.62,1.047496,0.276437
4.63,1.047496,0.276437
4.64,1.047495,0.276438
4.65,1.047494,0.276439
4.66,1.047494,0.27644
4.67,1.047493,0.27644
4.68,1.047493,0.27644
4.69,1.047493,0.276439
4.7,1.047493,0.276436
4.71,1.047493,0.276432
4.72,1.047494,0.276428
4.73,1.047495,0.276424
4.74,1.047496,0.276419
4.75,1.047497,0.276414
4.76,1.047499,0.276409
4.77,1.047501,0.276403
4.78,1.047502,0.276396
4.79,1.047504,0.27639
4.8,1.047506,0.276385
4.81,1.047507,0.276383
4.82,1.047508,0.276384
4.83,1.047508,0.276388
4.84,1.047507,0.276395
4.85,1.047506,0.276404
4.86,1.047505,0.276414
4.87,1.047504,0.276425
4.88,1.047503,0.276436
4.89,1.047501,0.276447
4.9,1.0475,0.276456
4.91,1.047499,0.276464
4.92,1.047498,0.276471
4.93,1.047498,0.276477
4.94,1.047497,0.276483
4.95,1.047496,0.276487
4.96,1.047495,0.27649
4.97,1.047495,0.276492
4.98,1.047494,0.276492
4.99,1.047494,0.276492
5,1.047494,0.276488
5.01,1.047495,0.276483
5.02,1.047496,0.276473
5.03,1.047498,0.276462
5.04,1.047499,0.276449
5.05,1.047501,0.276438
5.06,1.047503,0.276427
5.07,1.047505,0.27642
5.08,1.047506,0.276414
5.09,1.047507,0.276411
5.1,1.047508,0.27641
5.11,1.047509,0.276411
5.12,1.047509,0.276414
5.13,1.047509,0.276417
5.14,1.047509,0.27642
5.15,1.047509,0.276424
5.16,1.047509,0.276428
5.17,1.047508,0.276433
5.18,1.047507,0.276438
5.19,1.047506,0.276443
5.2,1.047504,0.27645
5.21,1.047503,0.276456
5.22,1.047501,0.276464
5.23,1.0475,0.27647
5.24,1.047499,0.276474
5.25,1.047498,0.276475
5.26,1.047499,0.276472
5.27,1.047499,0.276466
5.28,1.047501,0.276458
5.29,1.047502,0.276448
5.3,1.047503,0.276438
5.31,1.047505,0.27643
5.32,1.047505,0.276424
5.33,1.047506,0.276421
5.34,1.047505,0.276421
5.35,1.047504,0.276424
5.36,1.047502,0.276432
5.37,1.0475,0.276442
5.38,1.047498,0.276453
5.39,1.047496,0.276464
5.4,1.047494,0.276474
5.41,1.047492,0.276481
5.42,1.047491,0.276486
5.43,1.047491,0.276488
5.44,1.047491,0.276488
5.45,1.047491,0.276485
5.46,1.047491,0.276482
5.47,1.047492,0.276478
5.48,1.047493,0.276474
5.49,1.047493,0.276471
5.5,1.047494,0.276468
5.51,1.047494,0.276464
5.52,1.047495,0.27646
5.53,1.047495,0.276454
5.54,1.047496,0.276446
5.55,1.047497,0.276437
5.56,1.047498,0.276426
5.57,1.0475,0.276415
5.58,1.047501,0.276406
5.59,1.047502,0.2764
5.6,1.047502,0.276399
5.61,1.047502,0.276403
5.62,1.047501,0.27641
5.63,1.0475,0.276418
5.64,1.047498,0.276427
5.65,1.047497,0.276434
5.66,1.047497,0.276439
5.67,1.047496,0.276442
5.68,1.047496,0.276442
5.69,1.047496,0.276441
5.7,1.047496,0.276438
5.71,1.047496,0.276435
5.72,1.047496,0.276432
5.73,1.047496,0.276431
5.74,1.047495,0.27643
5.75,1.047495,0.27643
5.76,1.047495,0.276431
5.77,1.047496,0.276433
5.78,1.047496,0.276436
5.79,1.047496,0.27644
5.8,1.047497,0.276443
5.81,1.047497,0.276446
5.82,1.047497,0.276448
5.83,1.047498,0.276449
5.84,1.047498,0.276449
5.85,1.047498,0.276448
5.86,1.047498,0.276448
5.87,1.047498,0.276447
5.88,1.047498,0.276446
5.89,1.047498,0.276445
5.9,1.047498,0.276444
5.91,1.047497,0.276442
5.92,1.047497,0.27644
5.93,1.047497,0.276438
5.94,1.047497,0.276436
5.95,1.047497,0.276435
5.96,1.047497,0.276434
5.97,1.047498,0.276435
5.98,1.047498,0.276439
5.99,1.047498,0.276445
6,1.047498,0.276454
6.01,1.047498,0.276465
6.02,1.047498,0.276476
6.03,1.047497,0.276487
6.04,1.047496,0.276497
6.05,1.047496,0.276505
6.06,1.047495,0.27651
6.07,1.047494,0.276512
6.08,1.047494,0.27651
6.09,1.047494,0.276505
6.1,1.047494,0.276498
6.11,1.047494,0.27649
6.12,1.047494,0.276483
6.13,1.047493,0.276477
6.14,1.047492,0.276474
6.15,1.047491,0.276473
6.16,1.04749,0.276474
6.17,1.047489,0.276476
6.18,1.047488,0.276477
6.19,1.047488,0.276476
6.2,1.047488,0.276472
6.21,1.047489,0.276465
6.22,1.047491,0.276454
6.23,1.047494,0.27644
6.24,1.047498,0.276422
6.25,1.047502,0.276401
6.26,1.047506,0.276381
6.27,1.04751,0.276362
6.28,1.047513,0.276347
6.29,1.047516,0.276338
6.3,1.047517,0.276335
6.31,1.047517,0.276339
6.32,1.047516,0.276348
6.33,1.047514,0.276363
6.34,1.047512,0.276381
6.35,1.04751,0.276401
6.36,1.047508,0.27642
6.37,1.047506,0.276436
6.38,1.047504,0.276449
6.39,1.047503,0.276458
6.4,1.047502,0.276463
6.41,1.047502,0.276464
6.42,1.047502,0.276463
6.43,1.047502,0.276459
6.44,1.047502,0.276454
6.45,1.047502,0.276449
6.46,1.047502,0.276443
6.47,1.047503,0.276438
6.48,1.047503,0.276433
6.49,1.047504,0.27643
6.5,1.047504,0.276428
6.51,1.047504,0.27643
6.52,1.047503,0.276435
6.53,1.047503,0.276442
6.54,1.047502,0.276451
6.55,1.0475,0.276461
6.56,1.047499,0.276471
6.57,1.047498,0.276479
6.58,1.047497,0.276486
6.59,1.047496,0.276491
6.6,1.047495,0.276494
6.61,1.047495,0.276495
6.62,1.047494,0.276496
6.63,1.047493,0.276497
6.64,1.047492,0.276498
6.65,1.047491,0.276499
6.66,1.047491,0.276499
6.67,1.047491,0.276498
6.68,1.047491,0.276496
6.69,1.047492,0.276494
6.7,1.047492,0.276493
6.71,1.047493,0.276493
6.72,1.047494,0.27649
6.73,1.047495,0.276486
6.74,1.047496,0.276478
6.75,1.047497,0.276468
6.76,1.047498,0.276457
6.77,1.047499,0.276446
6.78,1.0475,0.276437
6.79,1.0475,0.27643
6.8,1.0475,0.276424
6.81,1.0475,0.276421
6.82,1.047499,0.276419
6.83,1.047498,0.27642
6.84,1.047497,0.276422
6.85,1.047496,0.276425
6.86,1.047495,0.276429
6.87,1.047494,0.276434
6.88,1.047494,0.276441
6.89,1.047493,0.276448
6.9,1.047493,0.276454
6.91,1.047493,0.276459
6.92,1.047494,0.276461
6.93,1.047496,0.276461
6.94,1.047497,0.276458
6.95,1.047499,0.276454
6.96,1.047501,0.276449
6.97,1.047503,0.276443
6.98,1.047504,0.276439
6.99,1.047504,0.276437
7,1.047504,0.276437
7.01,1.047504,0.276438
7.02,1.047503,0.27644
7.03,1.047502,0.276442
7.04,1.047501,0.276443
7.05,1.047501,0.276443
7.06,1.0475,0.27644
7.07,1.047501,0.276434
7.08,1.047502,0.276426
7.09,1.047503,0.276417
7.1,1.047504,0.276408
7.11,1.047506,0.276402
7.12,1.047507,0.276398
7.13,1.047508,0.2764
7.14,1.047508,0.276406
7.15,1.047508,0.276416
7.16,1.047506,0.276428
7.17,1.047505,0.27644
7.18,1.047504,0.276452
7.19,1.047503,0.276459
7.2,1.047502,0.276463
7.21,1.047503,0.276463
7.22,1.047503,0.27646
7.23,1.047505,0.276453
7.24,1.047507,0.276445
7.25,1.047509,0.276436
7.26,1.047511,0.276427
7.27,1.047512,0.27642
7.28,1.047514,0.276414
7.29,1.047515,0.27641
7.3,1.047516,0.276409
7.31,1.047516,0.276409
7.32,1.047516,0.276412
7.33,1.047516,0.276418
7.34,1.047515,0.276426
7.35,1.047513,0.276436
7.36,1.047512,0.276446
7.37,1.047509,0.276457
7.38,1.047507,0.276466
7.39,1.047505,0.276475
7.4,1.047503,0.276483
7.41,1.047502,0.276488
7.42,1.047501,0.276492
7.43,1.0475,0.276492
7.44,1.0475,0.27649
7.45,1.047501,0.276487
7.46,1.047501,0.276483
7.47,1.047501,0.276481
7.48,1.047501,0.276478
7.49,1.047501,0.276475
7.5,1.047502,0.276472
7.51,1.047502,0.276467
7.52,1.047503,0.276462
7.53,1.047504,0.276458
7.54,1.047504,0.276454
7.55,1.047505,0.27645
7.56,1.047505,0.276447
7.57,1.047505,0.276445
7.58,1.047505,0.276444
7.59,1.047504,0.276446
7.6,1.047502,0.276451
7.61,1.0475,0.276459
7.62,1.047497,0.276468
7.63,1.047495,0.276477
7.64,1.047492,0.276484
7.65,1.047491,0.276488
7.66,1.047491,0.276487
7.67,1.047491,0.276483
7.68,1.047492,0.276476
7.69,1.047494,0.276468
7.7,1.047495,0.27646
7.71,1.047496,0.276454
7.72,1.047497,0.276449
7.73,1.047497,0.276449
7.74,1.047497,0.276452
7.75,1.047496,0.276459
7.76,1.047494,0.276468
7.77,1.047492,0.276477
7.78,1.04749,0.276484
7.79,1.047489,0.276487
7.8,1.047488,0.276487
7.81,1.047487,0.276483
7.82,1.047487,0.276475
7.83,1.047488,0.276466
7.84,1.047489,0.276456
7.85,1.047491,0.276446
7.86,1.047492,0.276438
7.87,1.047494,0.276431
7.88,1.047496,0.276426
7.89,1.047497,0.276423
7.9,1.047498,0.276422
7.91,1.047499,0.276423
7.92,1.047499,0.276426
7.93,1.047499,0.27643
7.94,1.047499,0.276435
7.95,1.047498,0.276439
7.96,1.047498,0.276442
7.97,1.047498,0.276444
7.98,1.047497,0.276445
7.99,1.047497,0.276446
8,1.047497,0.276445
8.01,1.047497,0.276442
8.02,1.047497,0.276438
8.03,1.047497,0.276432
8.04,1.047498,0.276426
8.05,1.047499,0.27642
8.06,1.0475,0.276416
8.07,1.047501,0.276414
8.08,1.047501,0.276415
8.09,1.047502,0.276419
8.1,1.047501,0.276425
8.11,1.047501,0.276432
8.12,1.047501,0.276438
8.13,1.0475,0.276444
8.14,1.047499,0.276449
8.15,1.047499,0.276453
8.16,1.047498,0.276456
8.17,1.047497,0.27646
8.18,1.047496,0.276463
8.19,1.047495,0.276466
8.2,1.047495,0.276468
8.21,1.047495,0.27647
8.22,1.047495,0.276473
8.23,1.047495,0.276476
8.24,1.047495,0.276479
8.25,1.047496,0.276482
8.26,1.047496,0.276484
8.27,1.047497,0.276485
8.28,1.047497,0.276486
8.29,1.047497,0.276487
8.3,1.047496,0.276487
8.31,1.047496,0.276487
8.32,1.047495,0.276487
8.33,1.047495,0.276486
8.34,1.047495,0.276485
8.35,1.047495,0.276484
8.36,1.047495,0.276485
8.37,1.047495,0.276486
8.38,1.047495,0.276489
8.39,1.047495,0.276491
8.4,1.047496,0.276491
8.41,1.047496,0.27649
8.42,1.047497,0.276485
8.43,1.047499,0.276478
8.44,1.0475,0.276469
8.45,1.047502,0.27646
8.46,1.047503,0.276454
8.47,1.047504,0.276453
8.48,1.047504,0.276457
8.49,1.047503,0.276466
8.5,1.047501,0.276479
8.51,1.047499,0.276495
8.52,1.047496,0.276511
8.53,1.047494,0.276525
8.54,1.047492,0.276535
8.55,1.04749,0.276539
8.56,1.04749,0.276536
8.57,1.04749,0.276525
8.58,1.047492,0.27651
8.59,1.047494,0.276491
8.6,1.047496,0.276471
8.61,1.047498,0.276454
8.62,1.0475,0.27644
8.63,1.047501,0.276429
8.64,1.047503,0.27642
8.65,1.047503,0.276415
8.66,1.047504,0.276413
8.67,1.047503,0.276415
8.68,1.047503,0.27642
8.69,1.047501,0.276428
8.7,1.047499,0.276437
8.71,1.047497,0.276447
8.72,1.047495,0.276457
8.73,1.047493,0.276467
8.74,1.047491,0.276476
8.75,1.04749,0.276483
8.76,1.047489,0.276487
8.77,1.047489,0.276487
8.78,1.047489,0.276484
8.79,1.04749,0.276476
8.8,1.047491,0.276464
8.81,1.047493,0.27645
8.82,1.047496,0.276434
8.83,1.047498,0.276419
8.84,1.0475,0.276407
8.85,1.047501,0.276398
8.86,1.047501,0.276393
8.87,1.0475,0.276392
8.88,1.047499,0.276393
8.89,1.047498,0.276397
8.9,1.047497,0.2764
8.91,1.047495,0.276404
8.92,1.047494,0.276408
8.93,1.047494,0.27641
8.94,1.047494,0.276411
8.95,1.047495,0.276411
8.96,1.047497,0.276409
8.97,1.047498,0.276406
8.98,1.0475,0.276401
8.99,1.047503,0.276394
9,1.047505,0.276385
9.01,1.047507,0.276375
9.02,1.04751,0.276365
9.03,1.047512,0.276356
9.04,1.047513,0.27635
9.05,1.047513,0.276347
9.06,1.047513,0.276348
9.07,1.047512,0.276353
9.08,1.047511,0.276362
9.09,1.047509,0.276373
9.1,1.047508,0.276384
9.11,1.047507,0.276394
9.12,1.047506,0.276403
9.13,1.047505,0.27641
9.14,1.047505,0.276415
9.15,1.047505,0.276417
9.16,1.047505,0.276417
9.17,1.047505,0.276415
9.18,1.047506,0.276413
9.19,1.047507,0.276411
9.2,1.047507,0.276413
9.21,1.047507,0.276417
9.22,1.047508,0.276422
9.23,1.047508,0.276429
9.24,1.047508,0.276435
9.25,1.047509,0.27644
9.26,1.047509,0.276445
9.27,1.047508,0.27645
9.28,1.047508,0.276453
9.29,1.047508,0.276455
9.3,1.047508,0.276455
9.31,1.047507,0.276454
9.32,1.047507,0.276453
9.33,1.047507,0.276451
9.34,1.047506,0.27645
9.35,1.047505,0.276452
9.36,1.047505,0.276455
9.37,1.047504,0.276462
9.38,1.047503,0.276471
9.39,1.047503,0.276481
9.4,1.047502,0.27649
9.41,1.047502,0.276499
9.42,1.047502,0.276505
9.43,1.047502,0.276509
9.44,1.047502,0.276511
9.45,1.047502,0.276512
9.46,1.047502,0.27651
9.47,1.047502,0.276508
9.48,1.047502,0.276505
9.49,1.047502,0.276503
9.5,1.047502,0.276503
9.51,1.047502,0.276505
9.52,1.047502,0.276509
9.53,1.047502,0.276513
9.54,1.047502,0.276518
9.55,1.047501,0.276521
9.56,1.047501,0.276524
9.57,1.0475,0.276525
9.58,1.0475,0.276524
9.59,1.047498,0.276522
9.6,1.047497,0.276519
9.61,1.047496,0.276515
9.62,1.047495,0.276511
9.63,1.047493,0.276509
9.64,1.047492,0.276506
9.65,1.04749,0.276504
9.66,1.047489,0.276501
9.67,1.047489,0.276497
9.68,1.047489,0.276492
9.69,1.047489,0.276485
9.7,1.04749,0.276478
9.71,1.047491,0.276471
9.72,1.047492,0.276465
9.73,1.047493,0.276459
9.74,1.047494,0.276455
9.75,1.047495,0.27645
9.76,1.047496,0.276447
9.77,1.047497,0.276444
9.78,1.047497,0.276442
9.79,1.047497,0.276439
9.8,1.047498,0.276434
9.81,1.047498,0.276429
9.82,1.047498,0.276423
9.83,1.047499,0.276418
9.84,1.047499,0.276413
9.85,1.047499,0.27641
9.86,1.047498,0.276409
9.87,1.047498,0.276411
9.88,1.047497,0.276413
9.89,1.047496,0.276415
9.9,1.047495,0.276416
9.91,1.047494,0.276415
9.92,1.047494,0.276412
9.93,1.047494,0.276409
9.94,1.047495,0.276406
9.95,1.047496,0.276405
9.96,1.047496,0.276407
