b:tnow in s,s:ut in p.u.,s:cur1 in p.u.
2.25,1.012321,0.879614
2.26,1.012319,0.879639
2.27,1.012317,0.87967
2.28,1.012315,0.879704
2.29,1.012312,0.879738
2.3,1.01231,0.879771
2.31,1.012308,0.8798
2.32,1.012307,0.879824
2.33,1.012307,0.87984
2.34,1.012308,0.879845
2.35,1.01231,0.879839
2.36,1.012312,0.879822
2.37,1.012315,0.879797
2.38,1.012318,0.879769
2.39,1.01232,0.879742
2.4,1.012321,0.879719
2.41,1.012321,0.879701
2.42,1.012321,0.879689
2.43,1.012319,0.879681
2.44,1.012317,0.87968
2.45,1.012315,0.879684
2.46,1.012312,0.879694
2.47,1.012309,0.879709
2.48,1.012306,0.879727
2.49,1.012303,0.879745
2.5,1.012301,0.879761
2.51,1.0123,0.879774
2.52,1.012299,0.879783
2.53,1.012298,0.879791
2.54,1.012298,0.879798
2.55,1.012297,0.879805
2.56,1.012297,0.879812
2.57,1.012297,0.879817
2.58,1.012298,0.879821
2.59,1.012298,0.879822
2.6,1.012299,0.87982
2.61,1.012299,0.879817
2.62,1.012299,0.879814
2.63,1.012298,0.879813
2.64,1.012297,0.879817
2.65,1.012296,0.879825
2.66,1.012294,0.879837
2.67,1.012292,0.879851
2.68,1.012291,0.879862
2.69,1.01229,0.87987
2.7,1.012289,0.879874
2.71,1.012289,0.879874
2.72,1.012289,0.87987
2.73,1.012289,0.87986
2.74,1.01229,0.879846
2.75,1.01229,0.879828
2.76,1.012291,0.87981
2.77,1.012291,0.879795
2.78,1.012292,0.879783
2.79,1.012292,0.879776
2.8,1.012292,0.879772
2.81,1.012293,0.879773
2.82,1.012294,0.879776
2.83,1.012295,0.879784
2.84,1.012296,0.879794
2.85,1.012297,0.879803
2.86,1.012299,0.879808
2.87,1.012302,0.879806
2.88,1.012305,0.879798
2.89,1.012308,0.879786
2.9,1.012311,0.879773
2.91,1.012313,0.879763
2.92,1.012315,0.879758
2.93,1.012316,0.879758
2.94,1.012317,0.879759
2.95,1.012317,0.879761
2.96,1.012317,0.879762
2.97,1.012317,0.879761
2.98,1.012316,0.87976
2.99,1.012315,0.879757
3,1.012313,0.879751
3.01,1.012313,0.879744
3.02,1.012312,0.879738
3.03,1.012311,0.879736
3.04,1.01231,0.879739
3.05,1.012308,0.879748
3.06,1.012307,0.879762
3.07,1.012304,0.87978
3.08,1.012302,0.879802
3.09,1.012298,0.879824
3.1,1.012295,0.879842
3.11,1.012292,0.879852
3.12,1.01229,0.87985
3.13,1.012289,0.879833
3.14,1.01229,0.879805
3.15,1.012292,0.879769
3.16,1.012295,0.879731
3.17,1.012298,0.879697
3.18,1.012301,0.879672
3.19,1.012302,0.879658
3.2,1.012303,0.879655
3.21,1.012303,0.879662
3.22,1.012302,0.879673
3.23,1.0123,0.879686
3.24,1.012298,0.879699
3.25,1.012297,0.879713
3.26,1.012296,0.879724
3.27,1.012295,0.879732
3.28,1.012295,0.879737
3.29,1.012296,0.879736
3.3,1.012298,0.87973
3.31,1.0123,0.87972
3.32,1.012303,0.879708
3.33,1.012305,0.879696
3.34,1.012307,0.879686
3.35,1.012308,0.879681
3.36,1.012308,0.879682
3.37,1.012308,0.87969
3.38,1.012308,0.879704
3.39,1.012307,0.879726
3.4,1.012305,0.87975
3.41,1.012303,0.879774
3.42,1.012301,0.879793
3.43,1.0123,0.879807
3.44,1.012298,0.879814
3.45,1.012297,0.879815
3.46,1.012297,0.879811
3.47,1.012296,0.879803
3.48,1.012297,0.879792
3.49,1.012297,0.879779
3.5,1.012298,0.879767
3.51,1.012299,0.879757
3.52,1.0123,0.87975
3.53,1.012302,0.879746
3.54,1.012303,0.879746
3.55,1.012304,0.87975
3.56,1.012305,0.879757
3.57,1.012305,0.879766
3.58,1.012305,0.879778
3.59,1.012305,0.879789
3.6,1.012304,0.879799
3.61,1.012303,0.879805
3.62,1.012301,0.879808
3.63,1.0123,0.879805
3.64,1.012299,0.879797
3.65,1.012298,0.879786
3.66,1.012297,0.879774
3.67,1.012296,0.879761
3.68,1.012295,0.879748
3.69,1.012295,0.879733
3.7,1.012295,0.879718
3.71,1.012295,0.879705
3.72,1.012295,0.879696
3.73,1.012296,0.879691
3.74,1.012296,0.879689
3.75,1.012298,0.879691
3.76,1.012299,0.879695
3.77,1.0123,0.879701
3.78,1.012302,0.879706
3.79,1.012304,0.879709
3.8,1.012306,0.879711
3.81,1.012307,0.879712
3.82,1.012309,0.879717
3.83,1.012309,0.879725
3.84,1.012309,0.879738
3.85,1.012308,0.879753
3.86,1.012307,0.87977
3.87,1.012305,0.879786
3.88,1.012304,0.879802
3.89,1.012302,0.879818
3.9,1.0123,0.879831
3.91,1.012299,0.879843
3.92,1.012298,0.879852
3.93,1.012297,0.879859
3.94,1.012297,0.879868
3.95,1.012296,0.879877
3.96,1.012296,0.879887
3.97,1.012296,0.879897
3.98,1.012295,0.879905
3.99,1.012293,0.879912
4,1.012292,0.879918
4.01,1.012289,0.879925
4.02,1.012286,0.879933
4.03,1.012283,0.879943
4.04,1.01228,0.879954
4.05,1.012277,0.879965
4.06,1.012275,0.879973
4.07,1.012273,0.879976
4.08,1.012272,0.879973
4.09,1.012273,0.879962
4.1,1.012276,0.879943
4.11,1.01228,0.879917
4.12,1.012285,0.879886
4.13,1.01229,0.879853
4.14,1.012295,0.879821
4.15,1.012298,0.879792
4.16,1.0123,0.879768
4.17,1.012301,0.879747
4.18,1.012302,0.879729
4.19,1.012302,0.879711
4.2,1.012301,0.879693
4.21,1.012301,0.879673
4.22,1.012301,0.879653
4.23,1.012301,0.879635
4.24,1.0123,0.879624
4.25,1.012299,0.879618
4.26,1.012297,0.879617
4.27,1.012295,0.879621
4.28,1.012294,0.879626
4.29,1.012294,0.879632
4.3,1.012295,0.879638
4.31,1.012298,0.879643
4.32,1.012302,0.879647
4.33,1.012306,0.87965
4.34,1.012311,0.879652
4.35,1.012315,0.879658
4.36,1.012318,0.879671
4.37,1.012319,0.879692
4.38,1.012317,0.879718
4.39,1.012315,0.879746
4.4,1.012312,0.879772
4.41,1.012308,0.879791
4.42,1.012306,0.879804
4.43,1.012304,0.879808
4.44,1.012302,0.879808
4.45,1.012302,0.879804
4.46,1.012301,0.879801
4.47,1.012301,0.879801
4.48,1.012302,0.879804
4.49,1.012302,0.879809
4.5,1.012303,0.879815
4.51,1.012304,0.879818
4.52,1.012305,0.879817
4.53,1.012307,0.879812
4.54,1.012309,0.879804
4.55,1.01231,0.879791
4.56,1.01231,0.879776
4.57,1.01231,0.879758
4.58,1.01231,0.87974
4.59,1.012309,0.879723
4.6,1.012307,0.879706
4.61,1.012306,0.87969
4.62,1.012304,0.879679
4.63,1.012302,0.879675
4.64,1.0123,0.879678
4.65,1.012298,0.879689
4.66,1.012296,0.879702
4.67,1.012295,0.879716
4.68,1.012293,0.879728
4.69,1.012292,0.879738
4.7,1.012292,0.879745
4.71,1.012291,0.879752
4.72,1.012291,0.87976
4.73,1.01229,0.879769
4.74,1.012289,0.87978
4.75,1.012288,0.879792
4.76,1.012287,0.879803
4.77,1.012288,0.879812
4.78,1.012288,0.879819
4.79,1.01229,0.879824
4.8,1.012292,0.879828
4.81,1.012293,0.879833
4.82,1.012294,0.879838
4.83,1.012295,0.879843
4.84,1.012296,0.879844
4.85,1.012297,0.87984
4.86,1.012299,0.87983
4.87,1.012301,0.879815
4.88,1.012302,0.879796
4.89,1.012304,0.879774
4.9,1.012306,0.879751
4.91,1.012307,0.879729
4.92,1.012308,0.879711
4.93,1.012308,0.879701
4.94,1.012307,0.879699
4.95,1.012304,0.879706
4.96,1.012302,0.87972
4.97,1.012298,0.87974
4.98,1.012295,0.879765
4.99,1.012291,0.879793
5,1.012287,0.879822
5.01,1.012284,0.879848
5.02,1.012282,0.879867
5.03,1.012282,0.879876
5.04,1.012283,0.879876
5.05,1.012286,0.879867
5.06,1.012289,0.879853
5.07,1.012293,0.879836
5.08,1.012296,0.879819
5.09,1.012299,0.879806
5.1,1.012302,0.879798
5.11,1.012304,0.879796
5.12,1.012305,0.879799
5.13,1.012306,0.879806
5.14,1.012306,0.879814
5.15,1.012307,0.87982
5.16,1.012307,0.879823
5.17,1.012307,0.879823
5.18,1.012306,0.879821
5.19,1.012304,0.87982
5.2,1.012302,0.879824
5.21,1.012299,0.879833
5.22,1.012296,0.879846
5.23,1.012293,0.87986
5.24,1.012292,0.879872
5.25,1.012291,0.879881
5.26,1.012292,0.879885
5.27,1.012293,0.879883
5.28,1.012295,0.879875
5.29,1.012298,0.879858
5.3,1.012301,0.879833
5.31,1.012303,0.879801
5.32,1.012306,0.879764
5.33,1.012308,0.879726
5.34,1.01231,0.87969
5.35,1.01231,0.87966
5.36,1.01231,0.879637
5.37,1.012308,0.879624
5.38,1.012306,0.879623
5.39,1.012303,0.879631
5.4,1.0123,0.879648
5.41,1.012297,0.87967
5.42,1.012294,0.879694
5.43,1.012292,0.879719
5.44,1.01229,0.87974
5.45,1.01229,0.879757
5.46,1.012289,0.879768
5.47,1.012289,0.879772
5.48,1.01229,0.87977
5.49,1.01229,0.879759
5.5,1.012291,0.879741
5.51,1.012293,0.879716
5.52,1.012296,0.879687
5.53,1.012299,0.879659
5.54,1.012302,0.879635
5.55,1.012304,0.879618
5.56,1.012307,0.879608
5.57,1.01231,0.879604
5.58,1.012312,0.879607
5.59,1.012313,0.879617
5.6,1.012313,0.879635
5.61,1.012313,0.879658
5.62,1.012311,0.879687
5.63,1.012308,0.879719
5.64,1.012306,0.879752
5.65,1.012303,0.879785
5.66,1.0123,0.879813
5.67,1.012298,0.879836
5.68,1.012297,0.879852
5.69,1.012296,0.879858
5.7,1.012296,0.879856
5.71,1.012296,0.879844
5.72,1.012296,0.879826
5.73,1.012297,0.879806
5.74,1.012297,0.879786
5.75,1.012298,0.879769
5.76,1.012298,0.879754
5.77,1.012298,0.87974
5.78,1.012299,0.879726
5.79,1.0123,0.879712
5.8,1.0123,0.879699
5.81,1.012301,0.879692
5.82,1.012302,0.87969
5.83,1.012302,0.879697
5.84,1.012302,0.879713
5.85,1.012302,0.879737
5.86,1.012301,0.879767
5.87,1.0123,0.879802
5.88,1.012299,0.879837
5.89,1.012297,0.879872
5.9,1.012295,0.879902
5.91,1.012293,0.879923
5.92,1.012292,0.879933
5.93,1.012292,0.879927
5.94,1.012293,0.879907
5.95,1.012295,0.879875
5.96,1.012298,0.879835
5.97,1.012301,0.879795
5.98,1.012303,0.87976
5.99,1.012305,0.879738
6,1.012306,0.879733
6.01,1.012305,0.879748
6.02,1.012303,0.87978
6.03,1.0123,0.879825
6.04,1.012296,0.879876
6.05,1.012293,0.879925
6.06,1.01229,0.879961
6.07,1.012288,0.87998
6.08,1.012287,0.879978
6.09,1.012287,0.879957
6.1,1.012289,0.87992
6.11,1.01229,0.879875
6.12,1.012291,0.879828
6.13,1.012292,0.879785
6.14,1.012292,0.879751
6.15,1.01229,0.879728
6.16,1.012288,0.879717
6.17,1.012286,0.879716
6.18,1.012283,0.879723
6.19,1.012281,0.879736
6.2,1.01228,0.879751
6.21,1.01228,0.879763
6.22,1.012282,0.879769
6.23,1.012285,0.879767
6.24,1.012291,0.879754
6.25,1.012297,0.879732
6.26,1.012304,0.879705
6.27,1.012312,0.879675
6.28,1.012318,0.879648
6.29,1.012323,0.879627
6.3,1.012326,0.879613
6.31,1.012327,0.879607
6.32,1.012326,0.879609
6.33,1.012324,0.879619
6.34,1.012321,0.879634
6.35,1.012317,0.879652
6.36,1.012313,0.879672
6.37,1.01231,0.879691
6.38,1.012307,0.879707
6.39,1.012305,0.879718
6.4,1.012304,0.879722
6.41,1.012303,0.879717
6.42,1.012303,0.879705
6.43,1.012304,0.879688
6.44,1.012305,0.879667
6.45,1.012307,0.879647
6.46,1.012308,0.87963
6.47,1.012309,0.879621
6.48,1.01231,0.879622
6.49,1.012311,0.879634
6.5,1.012311,0.879659
6.51,1.01231,0.879696
6.52,1.012307,0.879743
6.53,1.012304,0.879798
6.54,1.012299,0.879856
6.55,1.012295,0.879914
6.56,1.01229,0.87997
6.57,1.012285,0.88002
6.58,1.01228,0.880062
6.59,1.012276,0.880093
6.6,1.012272,0.880112
6.61,1.012269,0.880122
6.62,1.012267,0.880122
6.63,1.012265,0.880115
6.64,1.012264,0.880102
6.65,1.012264,0.880082
6.66,1.012265,0.880057
6.67,1.012267,0.880026
6.68,1.012269,0.879991
6.69,1.012273,0.879953
6.7,1.012277,0.879912
6.71,1.012282,0.879868
6.72,1.012287,0.879822
6.73,1.012292,0.879773
6.74,1.012298,0.879724
6.75,1.012303,0.879677
6.76,1.012308,0.879635
6.77,1.012311,0.879602
6.78,1.012313,0.879578
6.79,1.012314,0.879563
6.8,1.012314,0.879557
6.81,1.012312,0.879557
6.82,1.01231,0.879561
6.83,1.012308,0.879568
6.84,1.012306,0.879577
6.85,1.012305,0.879586
6.86,1.012303,0.879598
6.87,1.012302,0.879615
6.88,1.012301,0.879636
6.89,1.0123,0.879662
6.9,1.012299,0.87969
6.91,1.012298,0.879714
6.92,1.012299,0.87973
6.93,1.012301,0.879737
6.94,1.012304,0.879733
6.95,1.012308,0.87972
6.96,1.012313,0.879704
6.97,1.012316,0.879689
6.98,1.012319,0.879681
6.99,1.012321,0.879684
7,1.012321,0.879698
7.01,1.012319,0.879722
7.02,1.012317,0.879752
7.03,1.012314,0.879785
7.04,1.01231,0.879815
7.05,1.012308,0.879838
7.06,1.012305,0.879853
7.07,1.012304,0.879856
7.08,1.012305,0.879847
7.09,1.012306,0.879829
7.1,1.012307,0.879804
7.11,1.012309,0.879778
7.12,1.012311,0.879755
7.13,1.012312,0.879738
7.14,1.012312,0.87973
7.15,1.012312,0.87973
7.16,1.012311,0.879739
7.17,1.012309,0.879753
7.18,1.012308,0.87977
7.19,1.012307,0.879785
7.2,1.012307,0.879794
7.21,1.012307,0.879798
7.22,1.012309,0.879799
7.23,1.01231,0.879797
7.24,1.012312,0.879794
7.25,1.012314,0.879793
7.26,1.012315,0.879795
7.27,1.012315,0.879801
7.28,1.012314,0.879811
7.29,1.012313,0.879827
7.3,1.012311,0.879847
7.31,1.012308,0.879867
7.32,1.012306,0.879886
7.33,1.012303,0.879901
7.34,1.012302,0.879908
7.35,1.0123,0.879906
7.36,1.0123,0.879894
7.37,1.0123,0.879874
7.38,1.0123,0.879848
7.39,1.012301,0.879818
7.4,1.012302,0.879789
7.41,1.012304,0.879763
7.42,1.012305,0.879743
7.43,1.012306,0.87973
7.44,1.012307,0.879725
7.45,1.012308,0.879726
7.46,1.012308,0.879734
7.47,1.012307,0.879749
7.48,1.012305,0.879767
7.49,1.012304,0.879787
7.5,1.012303,0.879804
7.51,1.012303,0.879816
7.52,1.012303,0.87982
7.53,1.012305,0.879815
7.54,1.012307,0.879801
7.55,1.012309,0.87978
7.56,1.012312,0.879756
7.57,1.012313,0.879733
7.58,1.012314,0.879715
7.59,1.012314,0.879706
7.6,1.012312,0.879705
7.61,1.012309,0.879714
7.62,1.012305,0.87973
7.63,1.012301,0.87975
7.64,1.012297,0.879769
7.65,1.012294,0.879785
7.66,1.012293,0.879794
7.67,1.012292,0.879797
7.68,1.012293,0.879796
7.69,1.012294,0.879794
7.7,1.012296,0.87979
7.71,1.012298,0.879785
7.72,1.012299,0.879777
7.73,1.012301,0.879767
7.74,1.012302,0.879756
7.75,1.012303,0.879744
7.76,1.012303,0.879732
7.77,1.012303,0.879717
7.78,1.012303,0.8797
7.79,1.012304,0.87968
7.8,1.012304,0.879659
7.81,1.012305,0.879637
7.82,1.012306,0.879621
7.83,1.012306,0.879613
7.84,1.012306,0.879616
7.85,1.012305,0.87963
7.86,1.012304,0.879653
7.87,1.012303,0.879681
7.88,1.012302,0.879712
7.89,1.012302,0.879743
7.9,1.012301,0.879772
7.91,1.012301,0.879799
7.92,1.012301,0.879821
7.93,1.012301,0.879838
7.94,1.0123,0.879849
7.95,1.0123,0.879854
7.96,1.0123,0.879857
7.97,1.0123,0.879856
7.98,1.012299,0.879852
7.99,1.012299,0.879844
8,1.0123,0.879833
8.01,1.0123,0.879818
8.02,1.012302,0.879799
8.03,1.012303,0.879779
8.04,1.012305,0.879758
8.05,1.012307,0.879738
8.06,1.012308,0.879723
8.07,1.012308,0.879714
8.08,1.012307,0.87971
8.09,1.012306,0.879713
8.1,1.012304,0.879722
8.11,1.012302,0.879737
8.12,1.0123,0.879759
8.13,1.012297,0.879784
8.14,1.012294,0.879809
8.15,1.012291,0.879831
8.16,1.012288,0.879847
8.17,1.012286,0.879857
8.18,1.012283,0.879864
8.19,1.012281,0.879868
8.2,1.01228,0.879871
8.21,1.012279,0.879872
8.22,1.012279,0.879876
8.23,1.01228,0.879882
8.24,1.01228,0.879891
8.25,1.012282,0.8799
8.26,1.012284,0.879907
8.27,1.012286,0.879909
8.28,1.012289,0.879906
8.29,1.012291,0.879896
8.3,1.012294,0.879882
8.31,1.012296,0.879866
8.32,1.012297,0.87985
8.33,1.012298,0.879838
8.34,1.012299,0.879832
8.35,1.012299,0.879832
8.36,1.012298,0.879838
8.37,1.012297,0.879845
8.38,1.012296,0.87985
8.39,1.012296,0.879847
8.4,1.012296,0.879835
8.41,1.012297,0.879812
8.42,1.012299,0.87978
8.43,1.012302,0.87974
8.44,1.012306,0.879698
8.45,1.01231,0.879657
8.46,1.012314,0.879626
8.47,1.012316,0.879609
8.48,1.012317,0.879608
8.49,1.012316,0.879625
8.5,1.012313,0.879659
8.51,1.012309,0.879708
8.52,1.012303,0.879767
8.53,1.012296,0.879831
8.54,1.01229,0.87989
8.55,1.012284,0.879937
8.56,1.012281,0.879962
8.57,1.01228,0.879963
8.58,1.012281,0.87994
8.59,1.012285,0.879898
8.6,1.01229,0.879844
8.61,1.012295,0.879787
8.62,1.0123,0.879733
8.63,1.012305,0.879688
8.64,1.012309,0.879654
8.65,1.012312,0.879633
8.66,1.012314,0.879625
8.67,1.012314,0.879629
8.68,1.012313,0.879642
8.69,1.012311,0.879662
8.7,1.012308,0.879689
8.71,1.012304,0.87972
8.72,1.012299,0.879754
8.73,1.012294,0.87979
8.74,1.012289,0.879826
8.75,1.012285,0.87986
8.76,1.012282,0.879891
8.77,1.012279,0.879915
8.78,1.012279,0.879929
8.79,1.01228,0.87993
8.8,1.012282,0.879919
8.81,1.012286,0.879896
8.82,1.012291,0.879864
8.83,1.012296,0.879825
8.84,1.012301,0.879784
8.85,1.012304,0.879744
8.86,1.012306,0.879707
8.87,1.012307,0.879678
8.88,1.012307,0.879658
8.89,1.012305,0.879649
8.9,1.012302,0.879651
8.91,1.0123,0.879661
8.92,1.012297,0.879676
8.93,1.012296,0.879693
8.94,1.012295,0.879709
8.95,1.012295,0.879724
8.96,1.012296,0.879739
8.97,1.012298,0.879751
8.98,1.012301,0.879762
8.99,1.012304,0.879768
9,1.012307,0.879769
9.01,1.01231,0.879764
9.02,1.012312,0.879753
9.03,1.012314,0.879735
9.04,1.012315,0.879713
9.05,1.012315,0.879689
9.06,1.012314,0.879669
9.07,1.012313,0.879656
9.08,1.01231,0.879652
9.09,1.012307,0.879656
9.1,1.012305,0.879664
9.11,1.012302,0.879674
9.12,1.012301,0.879687
9.13,1.0123,0.8797
9.14,1.012299,0.879715
9.15,1.012299,0.879729
9.16,1.0123,0.87974
9.17,1.012301,0.879748
9.18,1.012303,0.879755
9.19,1.012304,0.879762
9.2,1.012306,0.879773
9.21,1.012306,0.879788
9.22,1.012306,0.879803
9.23,1.012306,0.879815
9.24,1.012305,0.879821
9.25,1.012304,0.879821
9.26,1.012304,0.879817
9.27,1.012303,0.879809
9.28,1.012302,0.879798
9.29,1.012301,0.879786
9.3,1.012301,0.879772
9.31,1.012301,0.879758
9.32,1.012301,0.879745
9.33,1.012301,0.879732
9.34,1.012301,0.879723
9.35,1.012301,0.879721
9.36,1.012301,0.879728
9.37,1.0123,0.879746
9.38,1.012299,0.879773
9.39,1.012298,0.879804
9.4,1.012297,0.879835
9.41,1.012297,0.87986
9.42,1.012297,0.879878
9.43,1.012297,0.879884
9.44,1.012297,0.879877
9.45,1.012298,0.879857
9.46,1.0123,0.879823
9.47,1.012302,0.879777
9.48,1.012305,0.879724
9.49,1.012308,0.879669
9.5,1.012311,0.879623
9.51,1.012313,0.879591
9.52,1.012314,0.879576
9.53,1.012314,0.87958
9.54,1.012313,0.879599
9.55,1.012312,0.87963
9.56,1.012311,0.879668
9.57,1.012309,0.87971
9.58,1.012307,0.879749
9.59,1.012304,0.879783
9.6,1.012301,0.879811
9.61,1.012298,0.879833
9.62,1.012295,0.879849
9.63,1.012292,0.87986
9.64,1.012289,0.879864
9.65,1.012287,0.879859
9.66,1.012286,0.879843
9.67,1.012287,0.879818
9.68,1.012288,0.879785
9.69,1.012292,0.879749
9.7,1.012295,0.879714
9.71,1.012299,0.879683
9.72,1.012303,0.879657
9.73,1.012306,0.879641
9.74,1.012308,0.879637
9.75,1.012308,0.879646
9.76,1.012307,0.87967
9.77,1.012305,0.879705
9.78,1.012302,0.87975
9.79,1.012298,0.879798
9.8,1.012295,0.879848
9.81,1.012292,0.879895
9.82,1.012289,0.879935
9.83,1.012287,0.879965
9.84,1.012287,0.879983
9.85,1.012286,0.879989
9.86,1.012286,0.879985
9.87,1.012286,0.879974
9.88,1.012286,0.879956
9.89,1.012286,0.879934
9.9,1.012285,0.879908
9.91,1.012285,0.879878
9.92,1.012287,0.879844
9.93,1.012288,0.87981
9.94,1.012291,0.879779
9.95,1.012294,0.879756
9.96,1.012297,0.879742
