b:tnow in s,s:ut in p.u.,s:cur1 in p.u.
1.49,0.983088,0.866662
1.5,0.983085,0.866659
1.51,0.983082,0.86666
1.52,0.983079,0.866663
1.53,0.983078,0.866667
1.54,0.983077,0.866672
1.55,0.983077,0.866676
1.56,0.983078,0.86668
1.57,0.983079,0.866684
1.58,0.983081,0.866688
1.59,0.983083,0.866691
1.6,0.983086,0.866692
1.61,0.983089,0.866692
1.62,0.983092,0.866691
1.63,0.983095,0.866689
1.64,0.983098,0.866686
1.65,0.983101,0.866682
1.66,0.983103,0.866678
1.67,0.983104,0.866674
1.68,0.983104,0.86667
1.69,0.983104,0.866667
1.7,0.983102,0.866665
1.71,0.983099,0.866662
1.72,0.983096,0.86666
1.73,0.983092,0.866659
1.74,0.983089,0.866658
1.75,0.983086,0.866656
1.76,0.983085,0.866653
1.77,0.983085,0.866647
1.78,0.983086,0.866638
1.79,0.983089,0.866626
1.8,0.983094,0.866613
1.81,0.983099,0.8666
1.82,0.983104,0.866589
1.83,0.983109,0.866583
1.84,0.983113,0.866582
1.85,0.983116,0.866586
1.86,0.983117,0.866595
1.87,0.983117,0.866605
1.88,0.983115,0.866616
1.89,0.983113,0.866625
1.9,0.983111,0.866631
1.91,0.983109,0.866634
1.92,0.983108,0.866634
1.93,0.983107,0.866632
1.94,0.983106,0.866627
1.95,0.983106,0.866621
1.96,0.983106,0.866612
1.97,0.983106,0.866603
1.98,0.983106,0.866595
1.99,0.983106,0.866588
2,0.983106,0.866586
2.01,0.983105,0.866587
2.02,0.983104,0.866593
2.03,0.983103,0.866605
2.04,0.983101,0.86662
2.05,0.983099,0.866638
2.06,0.983097,0.866655
2.07,0.983096,0.86667
2.08,0.983096,0.86668
2.09,0.983096,0.866687
2.1,0.983096,0.86669
2.11,0.983097,0.86669
2.12,0.983098,0.866688
2.13,0.983099,0.866684
2.14,0.9831,0.866678
2.15,0.983102,0.86667
2.16,0.983104,0.866661
2.17,0.983106,0.86665
2.18,0.983107,0.866638
2.19,0.983109,0.866626
2.2,0.98311,0.866614
2.21,0.983111,0.866603
2.22,0.983112,0.866593
2.23,0.983113,0.866584
2.24,0.983113,0.866578
2.25,0.983113,0.866575
2.26,0.983113,0.866576
2.27,0.983112,0.866581
2.28,0.98311,0.866591
2.29,0.983108,0.866604
2.3,0.983105,0.866619
2.31,0.983103,0.866633
2.32,0.983102,0.866645
2.33,0.983102,0.866652
2.34,0.983104,0.866653
2.35,0.983107,0.866648
2.36,0.983111,0.86664
2.37,0.983116,0.86663
2.38,0.983119,0.866621
2.39,0.983122,0.866614
2.4,0.983124,0.866611
2.41,0.983124,0.866612
2.42,0.983124,0.866615
2.43,0.983122,0.866621
2.44,0.98312,0.866628
2.45,0.983117,0.866635
2.46,0.983114,0.866644
2.47,0.983111,0.866655
2.48,0.983107,0.866666
2.49,0.983103,0.866678
2.5,0.983099,0.86669
2.51,0.983097,0.866701
2.52,0.983095,0.866711
2.53,0.983093,0.86672
2.54,0.983092,0.866728
2.55,0.983092,0.866735
2.56,0.983093,0.866741
2.57,0.983094,0.866744
2.58,0.983096,0.866745
2.59,0.983098,0.866743
2.6,0.9831,0.866737
2.61,0.983102,0.866729
2.62,0.983103,0.866719
2.63,0.983104,0.866708
2.64,0.983104,0.866698
2.65,0.983104,0.866689
2.66,0.983103,0.866682
2.67,0.983102,0.866676
2.68,0.983101,0.866672
2.69,0.9831,0.86667
2.7,0.983099,0.86667
2.71,0.983097,0.866672
2.72,0.983095,0.866675
2.73,0.983094,0.866679
2.74,0.983093,0.866683
2.75,0.983092,0.866685
2.76,0.983092,0.866686
2.77,0.983093,0.866684
2.78,0.983094,0.866679
2.79,0.983096,0.866671
2.8,0.983098,0.866658
2.81,0.983101,0.866644
2.82,0.983103,0.86663
2.83,0.983105,0.866618
2.84,0.983106,0.86661
2.85,0.983107,0.866606
2.86,0.983107,0.866603
2.87,0.983108,0.866601
2.88,0.983108,0.8666
2.89,0.983109,0.866599
2.9,0.983109,0.866599
2.91,0.98311,0.8666
2.92,0.983111,0.866601
2.93,0.983113,0.866601
2.94,0.983115,0.866599
2.95,0.983117,0.866593
2.96,0.983119,0.866585
2.97,0.983121,0.866574
2.98,0.983123,0.866562
2.99,0.983124,0.866549
3,0.983125,0.866535
3.01,0.983126,0.866524
3.02,0.983126,0.866514
3.03,0.983126,0.866509
3.04,0.983126,0.866507
3.05,0.983126,0.866508
3.06,0.983126,0.866514
3.07,0.983125,0.866522
3.08,0.983124,0.866535
3.09,0.983122,0.86655
3.1,0.983119,0.866566
3.11,0.983116,0.866582
3.12,0.983113,0.866595
3.13,0.983111,0.866604
3.14,0.983109,0.86661
3.15,0.983107,0.866613
3.16,0.983106,0.866615
3.17,0.983106,0.866615
3.18,0.983105,0.866617
3.19,0.983104,0.86662
3.2,0.983103,0.866626
3.21,0.983102,0.866635
3.22,0.9831,0.866646
3.23,0.983097,0.86666
3.24,0.983094,0.866674
3.25,0.983091,0.866689
3.26,0.983089,0.8667
3.27,0.983087,0.866707
3.28,0.983086,0.866709
3.29,0.983087,0.866707
3.3,0.983089,0.8667
3.31,0.983092,0.86669
3.32,0.983095,0.866679
3.33,0.983098,0.866668
3.34,0.9831,0.866658
3.35,0.983102,0.86665
3.36,0.983104,0.866644
3.37,0.983105,0.866639
3.38,0.983105,0.866637
3.39,0.983104,0.866637
3.4,0.983103,0.866641
3.41,0.9831,0.866647
3.42,0.983097,0.866655
3.43,0.983094,0.866664
3.44,0.983092,0.866673
3.45,0.98309,0.866682
3.46,0.983088,0.866688
3.47,0.983087,0.866693
3.48,0.983087,0.866695
3.49,0.983088,0.866695
3.5,0.983088,0.866695
3.51,0.983089,0.866693
3.52,0.983091,0.866692
3.53,0.983092,0.86669
3.54,0.983094,0.866688
3.55,0.983096,0.866685
3.56,0.983098,0.866681
3.57,0.9831,0.866678
3.58,0.983102,0.866675
3.59,0.983104,0.866672
3.6,0.983105,0.86667
3.61,0.983105,0.866667
3.62,0.983105,0.866663
3.63,0.983105,0.866656
3.64,0.983106,0.866648
3.65,0.983106,0.866639
3.66,0.983106,0.866632
3.67,0.983104,0.866627
3.68,0.983103,0.866625
3.69,0.983101,0.866626
3.7,0.983099,0.866628
3.71,0.983097,0.866633
3.72,0.983095,0.866639
3.73,0.983095,0.866644
3.74,0.983095,0.866649
3.75,0.983097,0.866652
3.76,0.983098,0.866652
3.77,0.983101,0.866648
3.78,0.983104,0.866641
3.79,0.983107,0.866632
3.8,0.983109,0.866622
3.81,0.983111,0.866614
3.82,0.983112,0.866609
3.83,0.983112,0.866607
3.84,0.983111,0.866608
3.85,0.98311,0.86661
3.86,0.983108,0.866613
3.87,0.983106,0.866616
3.88,0.983105,0.866618
3.89,0.983103,0.86662
3.9,0.983103,0.86662
3.91,0.983103,0.866619
3.92,0.983104,0.866614
3.93,0.983106,0.866607
3.94,0.983108,0.866599
3.95,0.983111,0.866589
3.96,0.983113,0.86658
3.97,0.983114,0.866573
3.98,0.983115,0.866568
3.99,0.983113,0.866567
4,0.983111,0.86657
4.01,0.983107,0.866578
4.02,0.983102,0.866589
4.03,0.983097,0.866604
4.04,0.983092,0.866622
4.05,0.983087,0.86664
4.06,0.983082,0.86666
4.07,0.983079,0.866678
4.08,0.983077,0.866694
4.09,0.983078,0.866706
4.1,0.983081,0.866711
4.11,0.983085,0.866711
4.12,0.983091,0.866708
4.13,0.983096,0.866703
4.14,0.983101,0.866699
4.15,0.983105,0.866697
4.16,0.983106,0.866698
4.17,0.983106,0.866701
4.18,0.983105,0.866706
4.19,0.983102,0.866712
4.2,0.983099,0.866718
4.21,0.983096,0.866723
4.22,0.983092,0.866726
4.23,0.983088,0.86673
4.24,0.983084,0.866733
4.25,0.98308,0.866738
4.26,0.983076,0.866742
4.27,0.983074,0.866743
4.28,0.983073,0.866741
4.29,0.983075,0.866735
4.3,0.983079,0.866723
4.31,0.983084,0.866708
4.32,0.983092,0.86669
4.33,0.9831,0.866669
4.34,0.983108,0.866648
4.35,0.983115,0.866631
4.36,0.983119,0.866621
4.37,0.983121,0.866619
4.38,0.98312,0.866625
4.39,0.983117,0.866636
4.4,0.983113,0.866649
4.41,0.983109,0.866661
4.42,0.983105,0.866672
4.43,0.983101,0.866679
4.44,0.983099,0.866684
4.45,0.983097,0.866688
4.46,0.983095,0.866692
4.47,0.983094,0.866697
4.48,0.983093,0.866703
4.49,0.983092,0.866707
4.5,0.983093,0.86671
4.51,0.983094,0.866708
4.52,0.983096,0.866702
4.53,0.983099,0.866693
4.54,0.983101,0.866681
4.55,0.983103,0.866669
4.56,0.983105,0.866658
4.57,0.983106,0.866646
4.58,0.983107,0.866636
4.59,0.983108,0.866626
4.6,0.983108,0.866617
4.61,0.983108,0.866609
4.62,0.983107,0.866601
4.63,0.983107,0.866596
4.64,0.983106,0.866593
4.65,0.983104,0.86659
4.66,0.983103,0.866588
4.67,0.983102,0.866587
4.68,0.9831,0.866586
4.69,0.983099,0.866584
4.7,0.983099,0.866582
4.71,0.983099,0.866578
4.72,0.9831,0.866572
4.73,0.983102,0.866564
4.74,0.983104,0.866556
4.75,0.983106,0.866547
4.76,0.983109,0.866538
4.77,0.983113,0.86653
4.78,0.983117,0.866522
4.79,0.983121,0.866516
4.8,0.983125,0.866514
4.81,0.983127,0.866517
4.82,0.983128,0.866526
4.83,0.983127,0.866539
4.84,0.983126,0.866554
4.85,0.983123,0.866569
4.86,0.98312,0.866584
4.87,0.983117,0.866598
4.88,0.983114,0.86661
4.89,0.98311,0.866621
4.9,0.983107,0.866631
4.91,0.983104,0.866641
4.92,0.983101,0.866651
4.93,0.983099,0.866661
4.94,0.983097,0.866671
4.95,0.983095,0.86668
4.96,0.983093,0.866689
4.97,0.98309,0.866697
4.98,0.983088,0.866704
4.99,0.983087,0.866708
5,0.983086,0.866709
5.01,0.983087,0.866706
5.02,0.983088,0.866697
5.03,0.983091,0.866686
5.04,0.983095,0.866672
5.05,0.983099,0.866659
5.06,0.983103,0.866648
5.07,0.983107,0.866637
5.08,0.983111,0.866629
5.09,0.983115,0.866622
5.1,0.983117,0.866618
5.11,0.98312,0.866616
5.12,0.983121,0.866616
5.13,0.983122,0.866617
5.14,0.983122,0.86662
5.15,0.983122,0.866623
5.16,0.983121,0.866628
5.17,0.983118,0.866632
5.18,0.983116,0.866638
5.19,0.983112,0.866644
5.2,0.983108,0.86665
5.21,0.983104,0.866657
5.22,0.983101,0.866665
5.23,0.983097,0.866672
5.24,0.983095,0.866677
5.25,0.983094,0.866681
5.26,0.983095,0.866683
5.27,0.983097,0.866681
5.28,0.983099,0.866678
5.29,0.983102,0.866673
5.3,0.983105,0.866667
5.31,0.983107,0.866662
5.32,0.983109,0.866659
5.33,0.983109,0.866657
5.34,0.983109,0.866658
5.35,0.983108,0.866661
5.36,0.983105,0.866667
5.37,0.983102,0.866674
5.38,0.983099,0.866683
5.39,0.983096,0.866691
5.4,0.983093,0.866698
5.41,0.983091,0.866703
5.42,0.98309,0.866705
5.43,0.983089,0.866705
5.44,0.983089,0.866704
5.45,0.983089,0.866701
5.46,0.983089,0.866697
5.47,0.98309,0.866694
5.48,0.98309,0.866693
5.49,0.983091,0.866692
5.5,0.983091,0.866691
5.51,0.983091,0.86669
5.52,0.983092,0.866686
5.53,0.983093,0.866678
5.54,0.983095,0.866665
5.55,0.983098,0.866648
5.56,0.983101,0.866627
5.57,0.983105,0.866604
5.58,0.983109,0.866583
5.59,0.983112,0.866566
5.6,0.983114,0.866555
5.61,0.983114,0.866551
5.62,0.983113,0.866553
5.63,0.983111,0.86656
5.64,0.983108,0.86657
5.65,0.983106,0.86658
5.66,0.983104,0.86659
5.67,0.983102,0.866599
5.68,0.983101,0.866605
5.69,0.983101,0.866608
5.7,0.9831,0.866609
5.71,0.983099,0.866607
5.72,0.983098,0.866604
5.73,0.983097,0.8666
5.74,0.983096,0.866595
5.75,0.983096,0.86659
5.76,0.983097,0.866586
5.77,0.983098,0.866583
5.78,0.9831,0.86658
5.79,0.983102,0.866579
5.8,0.983104,0.866578
5.81,0.983106,0.866578
5.82,0.983107,0.866578
5.83,0.983109,0.86658
5.84,0.983109,0.866582
5.85,0.983109,0.866586
5.86,0.983109,0.866591
5.87,0.983108,0.866596
5.88,0.983107,0.866602
5.89,0.983106,0.866607
5.9,0.983105,0.866612
5.91,0.983104,0.866615
5.92,0.983103,0.866617
5.93,0.983102,0.866618
5.94,0.983102,0.866617
5.95,0.983101,0.866616
5.96,0.983102,0.866614
5.97,0.983102,0.866613
5.98,0.983103,0.866616
5.99,0.983103,0.866622
6,0.983103,0.866632
6.01,0.983102,0.866645
6.02,0.9831,0.866659
6.03,0.983099,0.866674
6.04,0.983096,0.866689
6.05,0.983094,0.866701
6.06,0.983092,0.866711
6.07,0.98309,0.866716
6.08,0.983089,0.866717
6.09,0.983089,0.866714
6.1,0.983089,0.866708
6.11,0.983089,0.8667
6.12,0.983089,0.866693
6.13,0.983089,0.866688
6.14,0.983087,0.866685
6.15,0.983085,0.866686
6.16,0.983082,0.86669
6.17,0.983079,0.866696
6.18,0.983077,0.866701
6.19,0.983074,0.866705
6.2,0.983073,0.866706
6.21,0.983074,0.866703
6.22,0.983076,0.866697
6.23,0.983081,0.866686
6.24,0.983087,0.866671
6.25,0.983093,0.866653
6.26,0.983101,0.866633
6.27,0.983108,0.866613
6.28,0.983114,0.866595
6.29,0.983118,0.866582
6.3,0.983121,0.866574
6.31,0.983122,0.866572
6.32,0.983121,0.866577
6.33,0.983118,0.866587
6.34,0.983115,0.866603
6.35,0.983111,0.866621
6.36,0.983108,0.86664
6.37,0.983105,0.866657
6.38,0.983102,0.866671
6.39,0.9831,0.866682
6.4,0.983099,0.866689
6.41,0.983097,0.866693
6.42,0.983096,0.866693
6.43,0.983095,0.866691
6.44,0.983095,0.866686
6.45,0.983095,0.866681
6.46,0.983095,0.866675
6.47,0.983096,0.86667
6.48,0.983097,0.866665
6.49,0.983098,0.866661
6.5,0.983099,0.86666
6.51,0.9831,0.866661
6.52,0.9831,0.866665
6.53,0.9831,0.86667
6.54,0.983099,0.866676
6.55,0.983098,0.866682
6.56,0.983096,0.866687
6.57,0.983094,0.866689
6.58,0.983092,0.86669
6.59,0.98309,0.866687
6.6,0.983089,0.866683
6.61,0.983087,0.866679
6.62,0.983086,0.866677
6.63,0.983084,0.866677
6.64,0.983082,0.866679
6.65,0.983081,0.866682
6.66,0.98308,0.866685
6.67,0.983081,0.866686
6.68,0.983083,0.866685
6.69,0.983085,0.866684
6.7,0.983088,0.866682
6.71,0.983091,0.866677
6.72,0.983095,0.866669
6.73,0.983099,0.866657
6.74,0.983102,0.866641
6.75,0.983106,0.866624
6.76,0.983109,0.866607
6.77,0.98311,0.866593
6.78,0.983111,0.866582
6.79,0.983111,0.866573
6.8,0.98311,0.866567
6.81,0.983108,0.866563
6.82,0.983106,0.86656
6.83,0.983104,0.866558
6.84,0.983102,0.866556
6.85,0.983101,0.866553
6.86,0.9831,0.866552
6.87,0.9831,0.866551
6.88,0.9831,0.866553
6.89,0.9831,0.866555
6.9,0.983101,0.866558
6.91,0.983103,0.86656
6.92,0.983106,0.866561
6.93,0.98311,0.866562
6.94,0.983114,0.866563
6.95,0.983118,0.866564
6.96,0.983122,0.866565
6.97,0.983124,0.866568
6.98,0.983126,0.866573
6.99,0.983125,0.86658
7,0.983124,0.866588
7.01,0.983122,0.866598
7.02,0.983119,0.866608
7.03,0.983115,0.866618
7.04,0.983112,0.866627
7.05,0.983109,0.866634
7.06,0.983107,0.866638
7.07,0.983106,0.866639
7.08,0.983107,0.866637
7.09,0.983108,0.866631
7.1,0.98311,0.866624
7.11,0.983112,0.866616
7.12,0.983114,0.866611
7.13,0.983115,0.866609
7.14,0.983115,0.866613
7.15,0.983113,0.866621
7.16,0.98311,0.866635
7.17,0.983106,0.866651
7.18,0.983102,0.866668
7.19,0.983099,0.866684
7.2,0.983097,0.866697
7.21,0.983096,0.866707
7.22,0.983097,0.866714
7.23,0.983099,0.866716
7.24,0.983102,0.866714
7.25,0.983105,0.866709
7.26,0.983109,0.866702
7.27,0.983113,0.866693
7.28,0.983116,0.866686
7.29,0.983119,0.866679
7.3,0.983121,0.866673
7.31,0.983121,0.86667
7.32,0.983121,0.866669
7.33,0.98312,0.866671
7.34,0.983117,0.866676
7.35,0.983114,0.866683
7.36,0.98311,0.866692
7.37,0.983105,0.866701
7.38,0.9831,0.86671
7.39,0.983096,0.866717
7.4,0.983092,0.866722
7.41,0.983089,0.866725
7.42,0.983087,0.866724
7.43,0.983087,0.866718
7.44,0.983087,0.86671
7.45,0.983089,0.866701
7.46,0.983091,0.866692
7.47,0.983093,0.866684
7.48,0.983094,0.866678
7.49,0.983096,0.866672
7.5,0.983097,0.866666
7.51,0.9831,0.866659
7.52,0.983102,0.866651
7.53,0.983105,0.866645
7.54,0.983107,0.866639
7.55,0.983108,0.866636
7.56,0.983109,0.866633
7.57,0.983109,0.866632
7.58,0.983109,0.866634
7.59,0.983107,0.866638
7.6,0.983103,0.866645
7.61,0.983099,0.866655
7.62,0.983094,0.866666
7.63,0.983089,0.866676
7.64,0.983085,0.866683
7.65,0.983083,0.866686
7.66,0.983084,0.866683
7.67,0.983086,0.866675
7.68,0.983089,0.866663
7.69,0.983094,0.866649
7.7,0.983099,0.866634
7.71,0.983103,0.866621
7.72,0.983107,0.86661
7.73,0.983109,0.866603
7.74,0.98311,0.866602
7.75,0.983109,0.866606
7.76,0.983106,0.866615
7.77,0.983103,0.866625
7.78,0.983099,0.866635
7.79,0.983096,0.866641
7.8,0.983094,0.866643
7.81,0.983092,0.86664
7.82,0.983092,0.866631
7.83,0.983093,0.866618
7.84,0.983095,0.866603
7.85,0.983098,0.866587
7.86,0.983101,0.866572
7.87,0.983105,0.866561
7.88,0.983109,0.866552
7.89,0.983113,0.866546
7.9,0.983115,0.866544
7.91,0.983117,0.866544
7.92,0.983118,0.866547
7.93,0.983118,0.866552
7.94,0.983117,0.866557
7.95,0.983115,0.866563
7.96,0.983113,0.866567
7.97,0.983111,0.866572
7.98,0.983108,0.866577
7.99,0.983106,0.866583
8,0.983104,0.86659
8.01,0.983102,0.866597
8.02,0.983101,0.866602
8.03,0.983102,0.866607
8.04,0.983102,0.866611
8.05,0.983104,0.866615
8.06,0.983105,0.866621
8.07,0.983105,0.866628
8.08,0.983105,0.866638
8.09,0.983104,0.866649
8.1,0.983103,0.866661
8.11,0.983101,0.866672
8.12,0.983099,0.866682
8.13,0.983097,0.86669
8.14,0.983095,0.866695
8.15,0.983094,0.866697
8.16,0.983092,0.866698
8.17,0.98309,0.866696
8.18,0.983089,0.866694
8.19,0.983088,0.866692
8.2,0.983087,0.866689
8.21,0.983087,0.866687
8.22,0.983087,0.866685
8.23,0.983088,0.866686
8.24,0.983088,0.866689
8.25,0.983088,0.866694
8.26,0.983088,0.866702
8.27,0.983087,0.866712
8.28,0.983086,0.866724
8.29,0.983085,0.866737
8.3,0.983083,0.866751
8.31,0.983081,0.866764
8.32,0.983079,0.866775
8.33,0.983078,0.866785
8.34,0.983077,0.866792
8.35,0.983077,0.866797
8.36,0.983077,0.866801
8.37,0.983077,0.866802
8.38,0.983078,0.8668
8.39,0.983079,0.866797
8.4,0.983081,0.86679
8.41,0.983084,0.866782
8.42,0.983086,0.866771
8.43,0.98309,0.866757
8.44,0.983093,0.866742
8.45,0.983096,0.866728
8.46,0.983099,0.866718
8.47,0.9831,0.866713
8.48,0.983099,0.866715
8.49,0.983097,0.866722
8.5,0.983093,0.866734
8.51,0.983089,0.866747
8.52,0.983085,0.866758
8.53,0.983081,0.866766
8.54,0.983079,0.866767
8.55,0.983078,0.86676
8.56,0.983079,0.866745
8.57,0.983082,0.866722
8.58,0.983087,0.866693
8.59,0.983092,0.866662
8.6,0.983098,0.866631
8.61,0.983103,0.866605
8.62,0.983107,0.866582
8.63,0.983111,0.866564
8.64,0.983114,0.866551
8.65,0.983117,0.866543
8.66,0.983118,0.866539
8.67,0.983118,0.86654
8.68,0.983117,0.866544
8.69,0.983114,0.866549
8.7,0.983111,0.866554
8.71,0.983108,0.866558
8.72,0.983105,0.866562
8.73,0.983101,0.866565
8.74,0.983099,0.866568
8.75,0.983097,0.866571
8.76,0.983095,0.866574
8.77,0.983095,0.866575
8.78,0.983096,0.866574
8.79,0.983098,0.866571
8.8,0.983102,0.866564
8.81,0.983106,0.866555
8.82,0.98311,0.866545
8.83,0.983114,0.866534
8.84,0.983117,0.866526
8.85,0.983119,0.866521
8.86,0.983119,0.86652
8.87,0.983117,0.866522
8.88,0.983114,0.866527
8.89,0.98311,0.866535
8.9,0.983107,0.866543
8.91,0.983104,0.866553
8.92,0.983102,0.866563
8.93,0.983101,0.866573
8.94,0.983101,0.866582
8.95,0.983102,0.866591
8.96,0.983103,0.866598
8.97,0.983105,0.866603
8.98,0.983108,0.866605
8.99,0.983111,0.866605
9,0.983114,0.866602
9.01,0.983117,0.866597
9.02,0.98312,0.866592
9.03,0.983122,0.866587
9.04,0.983122,0.866584
9.05,0.983122,0.866583
9.06,0.98312,0.866586
9.07,0.983116,0.866594
9.08,0.983112,0.866605
9.09,0.983107,0.866618
9.1,0.983103,0.866631
9.11,0.983099,0.866643
9.12,0.983096,0.866653
9.13,0.983094,0.86666
9.14,0.983093,0.866663
9.15,0.983093,0.866664
9.16,0.983094,0.866662
9.17,0.983095,0.866659
9.18,0.983096,0.866655
9.19,0.983098,0.866652
9.2,0.983099,0.866652
9.21,0.983099,0.866654
9.22,0.9831,0.866658
9.23,0.983101,0.866661
9.24,0.983102,0.866665
9.25,0.983102,0.866667
9.26,0.983102,0.866668
9.27,0.983102,0.866668
9.28,0.983102,0.866665
9.29,0.983102,0.86666
9.3,0.983102,0.866652
9.31,0.983102,0.866643
9.32,0.983103,0.866633
9.33,0.983102,0.866625
9.34,0.983102,0.866618
9.35,0.983101,0.866614
9.36,0.9831,0.866616
9.37,0.983098,0.866623
9.38,0.983097,0.866634
9.39,0.983095,0.866649
9.4,0.983094,0.866666
9.41,0.983093,0.866684
9.42,0.983091,0.866701
9.43,0.98309,0.866717
9.44,0.983088,0.86673
9.45,0.983086,0.866738
9.46,0.983085,0.866742
9.47,0.983085,0.866742
9.48,0.983085,0.866737
9.49,0.983085,0.866729
9.5,0.983086,0.866721
9.51,0.983088,0.866712
9.52,0.983089,0.866705
9.53,0.983091,0.8667
9.54,0.983093,0.866697
9.55,0.983094,0.866696
9.56,0.983096,0.866697
9.57,0.983096,0.866699
9.58,0.983096,0.866703
9.59,0.983095,0.866707
9.6,0.983092,0.866711
9.61,0.98309,0.866714
9.62,0.983087,0.866716
9.63,0.983085,0.866717
9.64,0.983082,0.866716
9.65,0.98308,0.866713
9.66,0.983079,0.866708
9.67,0.983079,0.866702
9.68,0.98308,0.866694
9.69,0.983081,0.866685
9.7,0.983084,0.866675
9.71,0.983086,0.866665
9.72,0.983089,0.866655
9.73,0.983092,0.866645
9.74,0.983095,0.866636
9.75,0.983097,0.866628
9.76,0.9831,0.866621
9.77,0.983102,0.866615
9.78,0.983104,0.866609
9.79,0.983105,0.866605
9.8,0.983107,0.8666
9.81,0.983108,0.866594
9.82,0.983108,0.866588
9.83,0.983109,0.866582
9.84,0.983109,0.866576
9.85,0.983108,0.866572
9.86,0.983106,0.866571
9.87,0.983104,0.866572
9.88,0.983101,0.866576
9.89,0.983098,0.866582
9.9,0.983096,0.866587
9.91,0.983094,0.866591
9.92,0.983093,0.866594
9.93,0.983093,0.866597
9.94,0.983094,0.866601
9.95,0.983095,0.866605
9.96,0.983096,0.866612
