b:tnow in s,s:ut in p.u.,s:cur1 in p.u.
4.2,0.982002,0.81074
4.21,0.981998,0.810747
4.22,0.981994,0.810754
4.23,0.98199,0.81076
4.24,0.981985,0.810767
4.25,0.981981,0.810775
4.26,0.981977,0.810782
4.27,0.981974,0.810786
4.28,0.981973,0.810785
4.29,0.981974,0.81078
4.3,0.981978,0.810768
4.31,0.981983,0.810752
4.32,0.981991,0.810732
4.33,0.981999,0.810709
4.34,0.982007,0.810687
4.35,0.982014,0.810669
4.36,0.982019,0.810658
4.37,0.982021,0.810656
4.38,0.982021,0.810663
4.39,0.982019,0.810675
4.4,0.982015,0.81069
4.41,0.982011,0.810704
4.42,0.982007,0.810717
4.43,0.982003,0.810726
4.44,0.982,0.810733
4.45,0.981998,0.81074
4.46,0.981996,0.810746
4.47,0.981994,0.810754
4.48,0.981993,0.810761
4.49,0.981992,0.810767
4.5,0.981992,0.810769
4.51,0.981993,0.810766
4.52,0.981995,0.810758
4.53,0.981998,0.810747
4.54,0.982,0.810733
4.55,0.982002,0.810719
4.56,0.982004,0.810706
4.57,0.982005,0.810694
4.58,0.982006,0.810683
4.59,0.982006,0.810672
4.6,0.982007,0.810662
4.61,0.982007,0.810654
4.62,0.982006,0.810646
4.63,0.982006,0.810641
4.64,0.982005,0.810638
4.65,0.982004,0.810635
4.66,0.982002,0.810634
4.67,0.982001,0.810632
4.68,0.982,0.810631
4.69,0.981999,0.81063
4.7,0.981999,0.810627
4.71,0.981999,0.810622
4.72,0.982,0.810615
4.73,0.982001,0.810606
4.74,0.982003,0.810596
4.75,0.982006,0.810585
4.76,0.982009,0.810574
4.77,0.982012,0.810564
4.78,0.982016,0.810554
4.79,0.98202,0.810548
4.8,0.982024,0.810545
4.81,0.982026,0.810549
4.82,0.982027,0.810558
4.83,0.982026,0.810571
4.84,0.982025,0.810587
4.85,0.982023,0.810602
4.86,0.98202,0.810617
4.87,0.982016,0.81063
4.88,0.982013,0.810642
4.89,0.982009,0.810653
4.9,0.982006,0.810664
4.91,0.982003,0.810673
4.92,0.982,0.810683
4.93,0.981998,0.810692
4.94,0.981996,0.8107
4.95,0.981994,0.810708
4.96,0.981992,0.810716
4.97,0.98199,0.810722
4.98,0.981988,0.810728
4.99,0.981987,0.810732
5,0.981986,0.810732
5.01,0.981987,0.810728
5.02,0.981989,0.81072
5.03,0.981992,0.810708
5.04,0.981995,0.810695
5.05,0.982,0.810683
5.06,0.982004,0.810673
5.07,0.982008,0.810664
5.08,0.982012,0.810656
5.09,0.982016,0.810651
5.1,0.982019,0.810648
5.11,0.982021,0.810648
5.12,0.982022,0.81065
5.13,0.982023,0.810653
5.14,0.982023,0.810657
5.15,0.982023,0.810662
5.16,0.982021,0.810668
5.17,0.982018,0.810674
5.18,0.982015,0.810681
5.19,0.982011,0.810689
5.2,0.982007,0.810696
5.21,0.982003,0.810703
5.22,0.981999,0.81071
5.23,0.981996,0.810716
5.24,0.981994,0.81072
5.25,0.981993,0.810722
5.26,0.981994,0.810722
5.27,0.981996,0.810719
5.28,0.981999,0.810716
5.29,0.982003,0.810711
5.3,0.982006,0.810708
5.31,0.982009,0.810706
5.32,0.98201,0.810705
5.33,0.982011,0.810708
5.34,0.98201,0.810712
5.35,0.982009,0.810718
5.36,0.982006,0.810727
5.37,0.982003,0.810736
5.38,0.981999,0.810746
5.39,0.981995,0.810755
5.4,0.981992,0.810761
5.41,0.98199,0.810765
5.42,0.981988,0.810766
5.43,0.981987,0.810765
5.44,0.981986,0.810761
5.45,0.981986,0.810756
5.46,0.981987,0.810751
5.47,0.981987,0.810747
5.48,0.981988,0.810744
5.49,0.981988,0.810742
5.5,0.981989,0.810741
5.51,0.981989,0.810739
5.52,0.98199,0.810734
5.53,0.981991,0.810725
5.54,0.981993,0.810711
5.55,0.981996,0.810692
5.56,0.981999,0.810669
5.57,0.982003,0.810644
5.58,0.982007,0.810621
5.59,0.982011,0.810603
5.6,0.982013,0.810591
5.61,0.982013,0.810587
5.62,0.982012,0.81059
5.63,0.98201,0.810597
5.64,0.982008,0.810607
5.65,0.982006,0.810618
5.66,0.982004,0.810628
5.67,0.982003,0.810636
5.68,0.982002,0.810641
5.69,0.982001,0.810643
5.7,0.982,0.810642
5.71,0.981998,0.810639
5.72,0.981997,0.810634
5.73,0.981995,0.810629
5.74,0.981995,0.810623
5.75,0.981995,0.810616
5.76,0.981995,0.810611
5.77,0.981997,0.810606
5.78,0.981999,0.810602
5.79,0.982001,0.810599
5.8,0.982004,0.810597
5.81,0.982006,0.810596
5.82,0.982008,0.810596
5.83,0.982009,0.810597
5.84,0.982009,0.810599
5.85,0.982009,0.810603
5.86,0.982008,0.810608
5.87,0.982007,0.810615
5.88,0.982006,0.810622
5.89,0.982005,0.810628
5.9,0.982004,0.810634
5.91,0.982002,0.810639
5.92,0.982001,0.810643
5.93,0.982001,0.810645
5.94,0.982,0.810646
5.95,0.982,0.810645
5.96,0.982001,0.810645
5.97,0.982002,0.810645
5.98,0.982002,0.810649
5.99,0.982003,0.810656
6,0.982003,0.810667
6.01,0.982002,0.81068
6.02,0.982001,0.810694
6.03,0.981999,0.810708
6.04,0.981997,0.810722
6.05,0.981994,0.810733
6.06,0.981992,0.810742
6.07,0.98199,0.810746
6.08,0.981988,0.810746
6.09,0.981988,0.810743
6.1,0.981988,0.810737
6.11,0.981988,0.810731
6.12,0.981988,0.810726
6.13,0.981987,0.810723
6.14,0.981986,0.810724
6.15,0.981984,0.810728
6.16,0.981981,0.810736
6.17,0.981978,0.810744
6.18,0.981975,0.810752
6.19,0.981973,0.810758
6.2,0.981972,0.81076
6.21,0.981973,0.810758
6.22,0.981975,0.810751
6.23,0.981979,0.810739
6.24,0.981985,0.810723
6.25,0.981991,0.810703
6.26,0.981998,0.810682
6.27,0.982005,0.810661
6.28,0.982011,0.810643
6.29,0.982015,0.810631
6.3,0.982017,0.810624
6.31,0.982018,0.810624
6.32,0.982017,0.810631
6.33,0.982014,0.810644
6.34,0.982011,0.810662
6.35,0.982008,0.810681
6.36,0.982005,0.810699
6.37,0.982003,0.810715
6.38,0.982001,0.810728
6.39,0.981999,0.810737
6.4,0.981998,0.810742
6.41,0.981997,0.810744
6.42,0.981996,0.810743
6.43,0.981995,0.81074
6.44,0.981995,0.810734
6.45,0.981995,0.810729
6.46,0.981995,0.810723
6.47,0.981996,0.810718
6.48,0.981997,0.810713
6.49,0.981998,0.81071
6.5,0.982,0.810708
6.51,0.982001,0.810709
6.52,0.982001,0.810712
6.53,0.982001,0.810715
6.54,0.982,0.810719
6.55,0.981999,0.810722
6.56,0.981997,0.810723
6.57,0.981995,0.810723
6.58,0.981992,0.81072
6.59,0.981991,0.810715
6.6,0.981989,0.810708
6.61,0.981987,0.810703
6.62,0.981985,0.8107
6.63,0.981983,0.810701
6.64,0.981981,0.810704
6.65,0.98198,0.810708
6.66,0.98198,0.810711
6.67,0.981981,0.810712
6.68,0.981983,0.81071
6.69,0.981986,0.810708
6.7,0.981989,0.810703
6.71,0.981993,0.810697
6.72,0.981996,0.810688
6.73,0.982,0.810676
6.74,0.982003,0.810661
6.75,0.982006,0.810645
6.76,0.982008,0.810631
6.77,0.982009,0.81062
6.78,0.982009,0.810612
6.79,0.982008,0.810608
6.8,0.982006,0.810605
6.81,0.982004,0.810603
6.82,0.982001,0.810602
6.83,0.981999,0.810601
6.84,0.981998,0.810599
6.85,0.981997,0.810595
6.86,0.981996,0.810592
6.87,0.981997,0.810589
6.88,0.981998,0.810588
6.89,0.981999,0.810587
6.9,0.982001,0.810587
6.91,0.982004,0.810586
6.92,0.982008,0.810584
6.93,0.982012,0.810583
6.94,0.982017,0.810582
6.95,0.982021,0.810583
6.96,0.982025,0.810585
6.97,0.982028,0.810589
6.98,0.982029,0.810596
6.99,0.982028,0.810605
7,0.982027,0.810617
7.01,0.982024,0.81063
7.02,0.98202,0.810643
7.03,0.982016,0.810656
7.04,0.982012,0.810668
7.05,0.982008,0.810678
7.06,0.982006,0.810684
7.07,0.982005,0.810687
7.08,0.982005,0.810686
7.09,0.982006,0.810682
7.1,0.982008,0.810675
7.11,0.98201,0.810667
7.12,0.982012,0.810661
7.13,0.982014,0.810658
7.14,0.982014,0.810661
7.15,0.982012,0.810669
7.16,0.982009,0.810682
7.17,0.982006,0.810698
7.18,0.982002,0.810715
7.19,0.981999,0.81073
7.2,0.981996,0.810742
7.21,0.981995,0.810751
7.22,0.981996,0.810756
7.23,0.981998,0.810757
7.24,0.982001,0.810753
7.25,0.982005,0.810747
7.26,0.982009,0.810739
7.27,0.982013,0.810732
7.28,0.982016,0.810725
7.29,0.982018,0.810719
7.3,0.982019,0.810716
7.31,0.98202,0.810714
7.32,0.98202,0.810715
7.33,0.982018,0.810719
7.34,0.982016,0.810726
7.35,0.982013,0.810734
7.36,0.982008,0.810744
7.37,0.982003,0.810754
7.38,0.981998,0.810763
7.39,0.981993,0.81077
7.4,0.981989,0.810775
7.41,0.981986,0.810777
7.42,0.981984,0.810774
7.43,0.981983,0.810768
7.44,0.981984,0.810758
7.45,0.981986,0.810747
7.46,0.981988,0.810737
7.47,0.98199,0.810728
7.48,0.981992,0.810721
7.49,0.981994,0.810714
7.5,0.981997,0.810706
7.51,0.981999,0.810697
7.52,0.982002,0.810689
7.53,0.982005,0.810682
7.54,0.982007,0.810677
7.55,0.982008,0.810674
7.56,0.982009,0.810673
7.57,0.982009,0.810673
7.58,0.982008,0.810677
7.59,0.982006,0.810682
7.6,0.982002,0.810691
7.61,0.981997,0.810702
7.62,0.981991,0.810713
7.63,0.981986,0.810722
7.64,0.981982,0.810728
7.65,0.98198,0.810727
7.66,0.98198,0.810721
7.67,0.981983,0.81071
7.68,0.981987,0.810695
7.69,0.981991,0.810678
7.7,0.981997,0.810661
7.71,0.982001,0.810647
7.72,0.982005,0.810635
7.73,0.982008,0.810629
7.74,0.982009,0.810629
7.75,0.982008,0.810636
7.76,0.982005,0.810646
7.77,0.982002,0.810658
7.78,0.981998,0.81067
7.79,0.981995,0.810678
7.8,0.981992,0.81068
7.81,0.98199,0.810677
7.82,0.98199,0.810667
7.83,0.98199,0.810653
7.84,0.981992,0.810635
7.85,0.981995,0.810616
7.86,0.981999,0.810599
7.87,0.982003,0.810584
7.88,0.982007,0.810574
7.89,0.982012,0.810566
7.9,0.982015,0.810563
7.91,0.982018,0.810563
7.92,0.982019,0.810567
7.93,0.982019,0.810573
7.94,0.982018,0.810581
7.95,0.982016,0.810588
7.96,0.982014,0.810595
7.97,0.982011,0.810602
7.98,0.982008,0.81061
7.99,0.982005,0.810619
8,0.982002,0.810628
8.01,0.982,0.810637
8.02,0.981999,0.810645
8.03,0.981999,0.810651
8.04,0.982,0.810656
8.05,0.982001,0.81066
8.06,0.982002,0.810665
8.07,0.982003,0.810672
8.08,0.982003,0.810681
8.09,0.982003,0.810691
8.1,0.982002,0.810702
8.11,0.982001,0.810713
8.12,0.981999,0.810723
8.13,0.981998,0.81073
8.14,0.981996,0.810735
8.15,0.981995,0.810737
8.16,0.981993,0.810736
8.17,0.981992,0.810735
8.18,0.98199,0.810733
8.19,0.981989,0.81073
8.2,0.981988,0.810728
8.21,0.981987,0.810725
8.22,0.981987,0.810724
8.23,0.981987,0.810725
8.24,0.981987,0.810728
8.25,0.981987,0.810733
8.26,0.981987,0.81074
8.27,0.981987,0.810751
8.28,0.981986,0.810763
8.29,0.981984,0.810777
8.3,0.981982,0.810792
8.31,0.98198,0.810806
8.32,0.981978,0.810819
8.33,0.981977,0.810829
8.34,0.981976,0.810837
8.35,0.981976,0.810841
8.36,0.981976,0.810844
8.37,0.981977,0.810843
8.38,0.981978,0.81084
8.39,0.98198,0.810834
8.4,0.981982,0.810826
8.41,0.981984,0.810815
8.42,0.981987,0.810802
8.43,0.981991,0.810787
8.44,0.981994,0.810771
8.45,0.981997,0.810757
8.46,0.981999,0.810747
8.47,0.982,0.810744
8.48,0.981999,0.810747
8.49,0.981997,0.810756
8.5,0.981994,0.810769
8.51,0.98199,0.810783
8.52,0.981986,0.810796
8.53,0.981982,0.810803
8.54,0.98198,0.810803
8.55,0.981979,0.810795
8.56,0.98198,0.810777
8.57,0.981983,0.810752
8.58,0.981987,0.810722
8.59,0.981992,0.810691
8.6,0.981997,0.810662
8.61,0.982002,0.810637
8.62,0.982006,0.810617
8.63,0.982009,0.810602
8.64,0.982012,0.810591
8.65,0.982014,0.810585
8.66,0.982016,0.810584
8.67,0.982016,0.810587
8.68,0.982015,0.810592
8.69,0.982013,0.810598
8.7,0.982011,0.810603
8.71,0.982007,0.810606
8.72,0.982004,0.810608
8.73,0.982001,0.810609
8.74,0.981999,0.810609
8.75,0.981997,0.810609
8.76,0.981995,0.810609
8.77,0.981995,0.810608
8.78,0.981996,0.810606
8.79,0.981998,0.810601
8.8,0.982001,0.810594
8.81,0.982005,0.810584
8.82,0.982009,0.810575
8.83,0.982013,0.810565
8.84,0.982016,0.810558
8.85,0.982018,0.810555
8.86,0.982018,0.810555
8.87,0.982016,0.810559
8.88,0.982014,0.810566
8.89,0.98201,0.810574
8.9,0.982007,0.810583
8.91,0.982004,0.810592
8.92,0.982002,0.810601
8.93,0.982002,0.810609
8.94,0.982002,0.810616
8.95,0.982003,0.810622
8.96,0.982005,0.810627
8.97,0.982008,0.810629
8.98,0.98201,0.81063
8.99,0.982014,0.810628
9,0.982017,0.810624
9.01,0.98202,0.81062
9.02,0.982022,0.810616
9.03,0.982024,0.810613
9.04,0.982024,0.810612
9.05,0.982023,0.810615
9.06,0.982021,0.810622
9.07,0.982017,0.810634
9.08,0.982012,0.810648
9.09,0.982007,0.810665
9.1,0.982002,0.81068
9.11,0.981998,0.810694
9.12,0.981995,0.810705
9.13,0.981993,0.810712
9.14,0.981992,0.810716
9.15,0.981991,0.810717
9.16,0.981992,0.810715
9.17,0.981993,0.81071
9.18,0.981994,0.810706
9.19,0.981995,0.810702
9.2,0.981996,0.810701
9.21,0.981997,0.810701
9.22,0.981998,0.810703
9.23,0.981999,0.810704
9.24,0.982,0.810705
9.25,0.982001,0.810706
9.26,0.982001,0.810705
9.27,0.982002,0.810704
9.28,0.982002,0.810701
9.29,0.982002,0.810695
9.3,0.982002,0.810686
9.31,0.982003,0.810677
9.32,0.982003,0.810668
9.33,0.982002,0.81066
9.34,0.982002,0.810655
9.35,0.982001,0.810655
9.36,0.981999,0.810659
9.37,0.981997,0.810668
9.38,0.981996,0.810682
9.39,0.981994,0.810699
9.4,0.981992,0.810718
9.41,0.981991,0.810738
9.42,0.981989,0.810756
9.43,0.981987,0.810772
9.44,0.981985,0.810785
9.45,0.981983,0.810794
9.46,0.981982,0.810799
9.47,0.981981,0.810798
9.48,0.981981,0.810792
9.49,0.981982,0.810783
9.5,0.981983,0.810773
9.51,0.981985,0.810763
9.52,0.981987,0.810754
9.53,0.98199,0.810746
9.54,0.981992,0.81074
9.55,0.981995,0.810736
9.56,0.981997,0.810734
9.57,0.981998,0.810734
9.58,0.981998,0.810736
9.59,0.981997,0.810739
9.6,0.981994,0.810743
9.61,0.981991,0.810746
9.62,0.981988,0.810748
9.63,0.981985,0.810749
9.64,0.981982,0.810749
9.65,0.981979,0.810746
9.66,0.981978,0.810742
9.67,0.981977,0.810736
9.68,0.981978,0.810728
9.69,0.981979,0.810719
9.7,0.981981,0.810709
9.71,0.981984,0.810699
9.72,0.981987,0.810689
9.73,0.98199,0.810679
9.74,0.981994,0.81067
9.75,0.981997,0.81066
9.76,0.982,0.810651
9.77,0.982003,0.810643
9.78,0.982005,0.810636
9.79,0.982007,0.81063
9.8,0.982009,0.810623
9.81,0.98201,0.810617
9.82,0.98201,0.81061
9.83,0.98201,0.810603
9.84,0.98201,0.810598
9.85,0.982008,0.810595
9.86,0.982006,0.810596
9.87,0.982003,0.8106
9.88,0.981999,0.810607
9.89,0.981996,0.810614
9.9,0.981993,0.810621
9.91,0.98199,0.810627
9.92,0.98199,0.810631
9.93,0.98199,0.810634
9.94,0.981991,0.810637
9.95,0.981992,0.81064
9.96,0.981994,0.810645
9.97,0.981996,0.810651
9.98,0.981998,0.810658
9.99,0.982,0.810665
