Study Cases\RMS mine\All calculations.ElmRes;Grid\G 01.ElmSym;Grid\G 01.ElmSym;Grid\G 01.ElmSym;Grid\G 01.ElmSym;Grid\G 02.ElmSym;Grid\G 02.ElmSym;Grid\G 02.ElmSym;Grid\G 02.ElmSym;Grid\G 03.ElmSym;Grid\G 03.ElmSym;Grid\G 03.ElmSym;Grid\G 03.ElmSym;Grid\G 04.ElmSym;Grid\G 04.ElmSym;Grid\G 04.ElmSym;Grid\G 04.ElmSym;Grid\G 05.ElmSym;Grid\G 05.ElmSym;Grid\G 05.ElmSym;Grid\G 05.ElmSym;Grid\G 06.ElmSym;Grid\G 06.ElmSym;Grid\G 06.ElmSym;Grid\G 06.ElmSym;Grid\G 07.ElmSym;Grid\G 07.ElmSym;Grid\G 07.ElmSym;Grid\G 07.ElmSym;Grid\G 08.ElmSym;Grid\G 08.ElmSym;Grid\G 08.ElmSym;Grid\G 08.ElmSym;Grid\G 09.ElmSym;Grid\G 09.ElmSym;Grid\G 09.ElmSym;Grid\G 09.ElmSym;Grid\G 10.ElmSym;Grid\G 10.ElmSym;Grid\G 10.ElmSym;Grid\G 10.ElmSym
0,090000;1,029976;0,097645;88,678969;1001,798019;0,981817;0,811414;198,353511;521,193858;0,982904;0,867458;205,272632;650,482017;0,997029;0,804811;110,118935;632,419819;1,012135;0,880456;165,886248;508,300312;1,049108;0,815358;212,637822;650,444285;1,063324;0,765074;101,411217;560,362712;1,027642;0,751401;0,578421;540,519630;1,026262;0,809436;22,999476;830,375477;1,047366;0,277355;146,569023;250,805317
0,100000;1,029976;0,097648;88,670747;1001,836925;0,981817;0,811403;198,348033;521,187741;0,982904;0,867448;205,267510;650,475252;0,997027;0,804797;110,113256;632,409065;1,012134;0,880454;165,882965;508,299529;1,049108;0,815353;212,633581;650,440327;1,063323;0,765070;101,408227;560,359866;1,027642;0,751362;0,576455;540,491625;1,026260;0,809438;22,994883;830,375741;1,047366;0,277330;146,561976;250,778704
0,110000;1,029976;0,097652;88,661951;1001,879577;0,981817;0,811392;198,343057;521,181906;0,982905;0,867437;205,262621;650,468361;0,997026;0,804783;110,107757;632,398208;1,012133;0,880453;165,880029;508,299413;1,049107;0,815347;212,629550;650,436721;1,063322;0,765066;101,405303;560,356924;1,027643;0,751322;0,574611;540,462827;1,026258;0,809441;22,990608;830,376736;1,047365;0,277304;146,554947;250,751769
0,120000;1,029976;0,097657;88,652644;1001,925915;0,981818;0,811382;198,338515;521,176290;0,982905;0,867426;205,257955;650,461352;0,997025;0,804769;110,102439;632,387312;1,012132;0,880453;165,877393;508,299873;1,049107;0,815342;212,625709;650,433424;1,063322;0,765062;101,402461;560,353910;1,027643;0,751280;0,572876;540,433437;1,026256;0,809444;22,986607;830,378387;1,047365;0,277278;146,547978;250,724217
0,130000;1,029976;0,097661;88,642881;1001,975828;0,981818;0,811372;198,334349;521,170840;0,982906;0,867416;205,253501;650,454225;0,997025;0,804755;110,097295;632,376426;1,012132;0,880454;165,875020;508,300815;1,049107;0,815338;212,622035;650,430383;1,063322;0,765057;101,399711;560,350832;1,027644;0,751239;0,571233;540,403639;1,026254;0,809447;22,982845;830,380609;1,047366;0,277252;146,541094;250,695888
0,140000;1,029976;0,097666;88,632713;1002,029171;0,981819;0,811362;198,330502;521,165510;0,982906;0,867405;205,249246;650,446975;0,997024;0,804741;110,092317;632,365596;1,012131;0,880456;165,872877;508,302147;1,049107;0,815333;212,618503;650,427545;1,063321;0,765053;101,397055;560,347692;1,027645;0,751196;0,569663;540,373605;1,026252;0,809451;22,979292;830,383310;1,047366;0,277224;146,534312;250,666705
0,150000;1,029977;0,097672;88,622179;1002,085774;0,981820;0,811352;198,326930;521,160260;0,982907;0,867393;205,245175;650,439593;0,997024;0,804727;110,087494;632,354857;1,012131;0,880457;165,870936;508,303777;1,049107;0,815329;212,615093;650,424854;1,063321;0,765048;101,394489;560,344481;1,027645;0,751154;0,568149;540,343506;1,026251;0,809455;22,975923;830,386397;1,047366;0,277196;146,527642;250,636650
0,160000;1,029977;0,097677;88,611316;1002,145450;0,981821;0,811343;198,323589;521,155054;0,982908;0,867382;205,241273;650,432071;0,997024;0,804714;110,082815;632,344244;1,012131;0,880459;165,869172;508,305617;1,049107;0,815325;212,611783;650,422255;1,063322;0,765043;101,392009;560,341188;1,027646;0,751111;0,566672;540,313505;1,026249;0,809460;22,972716;830,389777;1,047367;0,277167;146,521091;250,605746
0,170000;1,029977;0,097683;88,600153;1002,208002;0,981822;0,811333;198,320446;521,149862;0,982909;0,867370;205,237526;650,424404;0,997023;0,804700;110,078267;632,333788;1,012131;0,880462;165,867563;508,307585;1,049107;0,815320;212,608551;650,419698;1,063322;0,765038;101,389604;560,337800;1,027647;0,751069;0,565213;540,283764;1,026248;0,809464;22,969653;830,393360;1,047367;0,277138;146,514662;250,574040
0,180000;1,029978;0,097690;88,588715;1002,273225;0,981823;0,811324;198,317471;521,144659;0,982910;0,867358;205,233919;650,416584;0,997023;0,804686;110,073839;632,323518;1,012131;0,880464;165,866092;508,309601;1,049107;0,815316;212,605379;650,417131;1,063322;0,765032;101,387266;560,334302;1,027648;0,751028;0,563755;540,254441;1,026247;0,809469;22,966716;830,397059;1,047368;0,277108;146,508357;250,541602
0,190000;1,029978;0,097696;88,577022;1002,340908;0,981824;0,811314;198,314639;521,139423;0,982911;0,867346;205,230438;650,408608;0,997023;0,804673;110,069519;632,313460;1,012131;0,880466;165,864742;508,311589;1,049108;0,815312;212,602247;650,414507;1,063322;0,765027;101,384983;560,330679;1,027649;0,750987;0,562282;540,225690;1,026246;0,809473;22,963894;830,400788;1,047369;0,277078;146,502177;250,508513
0,200000;1,029978;0,097703;88,565094;1002,410838;0,981826;0,811304;198,311927;521,134135;0,982913;0,867334;205,227072;650,400474;0,997023;0,804660;110,065295;632,303641;1,012132;0,880468;165,863500;508,313479;1,049108;0,815307;212,599140;650,411782;1,063323;0,765021;101,382742;560,326914;1,027650;0,750947;0,560779;540,197659;1,026245;0,809477;22,961173;830,404468;1,047370;0,277047;146,496122;250,474866
0,210000;1,029979;0,097709;88,552946;1002,482802;0,981827;0,811295;198,309319;521,128780;0,982914;0,867322;205,223807;650,392181;0,997024;0,804647;110,061157;632,294084;1,012132;0,880470;165,862353;508,315206;1,049109;0,815302;212,596042;650,408914;1,063323;0,765015;101,380532;560,322995;1,027651;0,750909;0,559234;540,170492;1,026244;0,809481;22,958544;830,408024;1,047370;0,277015;146,490190;250,440762
0,220000;1,029979;0,097716;88,540594;1002,556584;0,981828;0,811285;198,306800;521,123346;0,982915;0,867309;205,220633;650,383732;0,997024;0,804634;110,057094;632,284810;1,012133;0,880471;165,861291;508,316708;1,049109;0,815297;212,592940;650,405867;1,063324;0,765008;101,378342;560,318906;1,027652;0,750872;0,557636;540,144325;1,026243;0,809485;22,955999;830,411384;1,047371;0,276984;146,484381;250,406308
0,230000;1,029980;0,097724;88,528050;1002,631972;0,981830;0,811275;198,304356;521,117823;0,982917;0,867296;205,217540;650,375131;0,997024;0,804622;110,053098;632,275840;1,012133;0,880472;165,860305;508,317930;1,049110;0,815292;212,589822;650,402605;1,063325;0,765002;101,376161;560,314638;1,027654;0,750836;0,555973;540,119284;1,026243;0,809488;22,953532;830,414480;1,047373;0,276952;146,478693;250,371616
0,240000;1,029980;0,097731;88,515329;1002,708754;0,981831;0,811265;198,301978;521,112205;0,982918;0,867283;205,214520;650,366384;0,997025;0,804610;110,049160;632,267192;1,012134;0,880473;165,859386;508,318821;1,049111;0,815286;212,586675;650,399098;1,063326;0,764995;101,373979;560,310178;1,027655;0,750802;0,554239;540,095489;1,026242;0,809491;22,951137;830,417252;1,047374;0,276921;146,473127;250,336805
0,250000;1,029981;0,097738;88,502443;1002,786721;0,981833;0,811254;198,299658;521,106486;0,982920;0,867270;205,211564;650,357500;0,997025;0,804599;110,045271;632,258881;1,012135;0,880472;165,858530;508,319335;1,049112;0,815280;212,583492;650,395317;1,063327;0,764987;101,371785;560,305518;1,027656;0,750770;0,552426;540,073049;1,026242;0,809494;22,948810;830,419641;1,047375;0,276889;146,467679;250,301992
0,260000;1,029981;0,097746;88,489405;1002,865667;0,981835;0,811244;198,297387;521,100663;0,982922;0,867256;205,208665;650,348486;0,997026;0,804588;110,041425;632,250920;1,012136;0,880471;165,857728;508,319432;1,049113;0,815273;212,580264;650,391237;1,063328;0,764979;101,369572;560,300651;1,027657;0,750740;0,550530;540,052061;1,026242;0,809496;22,946549;830,421596;1,047376;0,276858;146,462350;250,267301
0,270000;1,029982;0,097753;88,476228;1002,945389;0,981836;0,811233;198,295160;521,094736;0,982923;0,867242;205,205817;650,339357;0,997027;0,804577;110,037615;632,243321;1,012137;0,880469;165,856978;508,319075;1,049114;0,815266;212,576985;650,386839;1,063329;0,764971;101,367333;560,295573;1,027658;0,750712;0,548546;540,032612;1,026242;0,809497;22,944352;830,423067;1,047377;0,276826;146,457139;250,232856
0,280000;1,029983;0,097761;88,462924;1003,025689;0,981838;0,811222;198,292974;521,088707;0,982925;0,867229;205,203015;650,330123;0,997027;0,804566;110,033835;632,236091;1,012138;0,880467;165,856274;508,318235;1,049115;0,815258;212,573648;650,382104;1,063330;0,764963;101,365059;560,290279;1,027659;0,750687;0,546474;540,014778;1,026243;0,809497;22,942218;830,424012;1,047378;0,276796;146,452043;250,198782
0,290000;1,029983;0,097768;88,449507;1003,106372;0,981840;0,811211;198,290825;521,082576;0,982927;0,867215;205,200254;650,320800;0,997028;0,804556;110,030081;632,229236;1,012139;0,880463;165,855612;508,316886;1,049117;0,815250;212,570250;650,377017;1,063332;0,764954;101,362747;560,284768;1,027660;0,750663;0,544310;539,998621;1,026244;0,809497;22,940147;830,424393;1,047380;0,276765;146,447062;250,165206
0,300000;1,029984;0,097776;88,435991;1003,187250;0,981842;0,811200;198,288709;521,076350;0,982929;0,867200;205,197530;650,311404;0,997030;0,804547;110,026346;632,222759;1,012141;0,880458;165,854991;508,315008;1,049118;0,815242;212,566788;650,371568;1,063333;0,764945;101,360392;560,279040;1,027661;0,750643;0,542057;539,984193;1,026244;0,809496;22,938140;830,424175;1,047381;0,276735;146,442194;250,132253
0,310000;1,029984;0,097784;88,422390;1003,268138;0,981844;0,811189;198,286626;521,070033;0,982931;0,867186;205,194840;650,301951;0,997031;0,804537;110,022627;632,216660;1,012142;0,880453;165,854406;508,312585;1,049119;0,815233;212,563258;650,365748;1,063335;0,764935;101,357989;560,273098;1,027663;0,750624;0,539714;539,971529;1,026246;0,809494;22,936198;830,423331;1,047383;0,276706;146,437439;250,100047
0,320000;1,029985;0,097791;88,408717;1003,348857;0,981846;0,811177;198,284574;521,063633;0,982933;0,867172;205,192182;650,292460;0,997032;0,804528;110,018920;632,210936;1,012144;0,880447;165,853857;508,309607;1,049121;0,815223;212,559661;650,359553;1,063337;0,764925;101,355538;560,266945;1,027664;0,750608;0,537284;539,960656;1,026247;0,809492;22,934323;830,421837;1,047384;0,276678;146,432794;250,068712
0,330000;1,029985;0,097799;88,394988;1003,429233;0,981848;0,811166;198,282553;521,057157;0,982935;0,867157;205,189552;650,282950;0,997033;0,804520;110,015223;632,205581;1,012146;0,880439;165,853340;508,306068;1,049123;0,815213;212,555995;650,352980;1,063338;0,764915;101,353036;560,260588;1,027665;0,750595;0,534772;539,951586;1,026249;0,809488;22,932518;830,419672;1,047386;0,276650;146,428259;250,038369
0,340000;1,029986;0,097807;88,381217;1003,509098;0,981851;0,811154;198,280562;521,050616;0,982938;0,867143;205,186950;650,273439;0,997035;0,804512;110,011531;632,200588;1,012148;0,880431;165,852855;508,301966;1,049125;0,815202;212,552262;650,346032;1,063340;0,764904;101,350483;560,254033;1,027666;0,750584;0,532180;539,944318;1,026251;0,809484;22,930784;830,416823;1,047387;0,276623;146,423832;250,009137
0,350000;1,029987;0,097814;88,367419;1003,588291;0,981853;0,811142;198,278601;521,044020;0,982940;0,867128;205,184374;650,263950;0,997037;0,804504;110,007844;632,195944;1,012150;0,880422;165,852400;508,297306;1,049127;0,815191;212,548462;650,338712;1,063342;0,764893;101,347880;560,247289;1,027667;0,750575;0,529513;539,938838;1,026253;0,809479;22,929126;830,413280;1,047389;0,276598;146,419511;249,981129
0,360000;1,029987;0,097821;88,353611;1003,666657;0,981855;0,811130;198,276671;521,037381;0,982942;0,867114;205,181823;650,254503;0,997038;0,804496;110,004159;632,191638;1,012152;0,880411;165,851974;508,292094;1,049129;0,815179;212,544599;650,331028;1,063345;0,764882;101,345227;560,240366;1,027668;0,750569;0,526778;539,935124;1,026255;0,809472;22,927546;830,409038;1,047390;0,276573;146,415294;249,954458
0,370000;1,029988;0,097829;88,339806;1003,744044;0,981858;0,811118;198,274773;521,030712;0,982945;0,867099;205,179298;650,245120;0,997040;0,804489;110,000475;632,187654;1,012154;0,880400;165,851576;508,286344;1,049131;0,815167;212,540675;650,322991;1,063347;0,764870;101,342527;560,233277;1,027670;0,750566;0,523981;539,933137;1,026258;0,809465;22,926048;830,404096;1,047392;0,276550;146,411180;249,929228
0,380000;1,029988;0,097836;88,326022;1003,820312;0,981860;0,811106;198,272908;521,024025;0,982947;0,867085;205,176797;650,235823;0,997042;0,804482;109,996792;632,183974;1,012157;0,880388;165,851206;508,280070;1,049133;0,815154;212,536694;650,314612;1,063349;0,764858;101,339783;560,226034;1,027671;0,750564;0,521128;539,932831;1,026261;0,809457;22,924636;830,398459;1,047394;0,276528;146,407166;249,905541
0,390000;1,029989;0,097843;88,312274;1003,895322;0,981863;0,811094;198,271077;521,017335;0,982950;0,867070;205,174321;650,226633;0,997044;0,804476;109,993108;632,180578;1,012159;0,880375;165,850863;508,273292;1,049136;0,815141;212,532661;650,305908;1,063352;0,764846;101,336998;560,218652;1,027672;0,750565;0,518227;539,934148;1,026265;0,809449;22,923312;830,392133;1,047396;0,276508;146,403249;249,883490
0,400000;1,029989;0,097850;88,298577;1003,968946;0,981865;0,811082;198,269282;521,010657;0,982952;0,867056;205,171871;650,217574;0,997046;0,804469;109,989423;632,177447;1,012162;0,880361;165,850546;508,266033;1,049138;0,815128;212,528580;650,296895;1,063354;0,764833;101,334176;560,211147;1,027673;0,750568;0,515285;539,937020;1,026268;0,809439;22,922081;830,385132;1,047397;0,276489;146,399429;249,863165
0,410000;1,029990;0,097857;88,284948;1004,041060;0,981868;0,811070;198,267524;521,004007;0,982955;0,867042;205,169447;650,208668;0,997048;0,804463;109,985739;632,174556;1,012165;0,880346;165,850255;508,258321;1,049141;0,815114;212,524457;650,287596;1,063357;0,764821;101,331324;560,203534;1,027674;0,750574;0,512311;539,941370;1,026272;0,809428;22,920946;830,377472;1,047399;0,276471;146,395702;249,844647
0,420000;1,029991;0,097863;88,271402;1004,111547;0,981870;0,811058;198,265805;520,997399;0,982958;0,867028;205,167050;650,199936;0,997051;0,804457;109,982055;632,171882;1,012168;0,880331;165,849989;508,250183;1,049143;0,815099;212,520298;650,278032;1,063360;0,764808;101,328445;560,195833;1,027676;0,750581;0,509314;539,947113;1,026276;0,809417;22,919910;830,369172;1,047401;0,276455;146,392065;249,828009
0,430000;1,029991;0,097870;88,257957;1004,180298;0,981873;0,811046;198,264127;520,990852;0,982960;0,867015;205,164682;650,191402;0,997053;0,804451;109,978374;632,169401;1,012170;0,880315;165,849750;508,241653;1,049146;0,815084;212,516109;650,268227;1,063363;0,764795;101,325547;560,188060;1,027677;0,750589;0,506301;539,954156;1,026281;0,809405;22,918978;830,360258;1,047403;0,276441;146,388517;249,813318
0,440000;1,029992;0,097876;88,244627;1004,247210;0,981876;0,811034;198,262492;520,984381;0,982963;0,867001;205,162344;650,183086;0,997056;0,804446;109,974697;632,167086;1,012174;0,880298;165,849536;508,232764;1,049149;0,815069;212,511898;650,258209;1,063366;0,764782;101,322635;560,180236;1,027678;0,750600;0,503282;539,962400;1,026286;0,809392;22,918152;830,350756;1,047405;0,276428;146,385055;249,800630
0,450000;1,029992;0,097882;88,231429;1004,312186;0,981879;0,811022;198,260902;520,978004;0,982966;0,866988;205,160037;650,175010;0,997058;0,804440;109,971025;632,164913;1,012177;0,880281;165,849348;508,223555;1,049152;0,815054;212,507672;650,248005;1,063369;0,764768;101,319717;560,172381;1,027680;0,750612;0,500265;539,971741;1,026291;0,809378;22,917436;830,340697;1,047407;0,276417;146,381676;249,789995
0,460000;1,029993;0,097888;88,218378;1004,375137;0,981881;0,811010;198,259358;520,971738;0,982968;0,866976;205,157763;650,167194;0,997061;0,804435;109,967362;632,162855;1,012180;0,880263;165,849185;508,214062;1,049155;0,815038;212,503439;650,237645;1,063372;0,764755;101,316799;560,164514;1,027681;0,750625;0,497260;539,982068;1,026296;0,809364;22,916832;830,330115;1,047409;0,276408;146,378378;249,781451
0,470000;1,029993;0,097894;88,205491;1004,435981;0,981884;0,810999;198,257862;520,965600;0,982971;0,866963;205,155525;650,159660;0,997063;0,804429;109,963710;632,160886;1,012183;0,880245;165,849049;508,204328;1,049158;0,815022;212,499206;650,227161;1,063375;0,764742;101,313891;560,156658;1,027682;0,750640;0,494274;539,993268;1,026301;0,809348;22,916343;830,319047;1,047411;0,276401;146,375159;249,775031
0,480000;1,029994;0,097899;88,192783;1004,494640;0,981887;0,810988;198,256418;520,959607;0,982974;0,866951;205,153324;650,152425;0,997066;0,804424;109,960073;632,158981;1,012186;0,880227;165,848938;508,194392;1,049161;0,815007;212,494983;650,216585;1,063378;0,764728;101,310999;560,148832;1,027684;0,750656;0,491318;540,005224;1,026307;0,809333;22,915972;830,307532;1,047413;0,276395;146,372016;249,770753
0,490000;1,029994;0,097905;88,180270;1004,551044;0,981889;0,810977;198,255025;520,953777;0,982977;0,866939;205,151162;650,145508;0,997069;0,804419;109,956455;632,157115;1,012190;0,880208;165,848855;508,184298;1,049164;0,814991;212,490777;650,205950;1,063382;0,764715;101,308132;560,141059;1,027685;0,750672;0,488400;540,017818;1,026313;0,809317;22,915720;830,295612;1,047415;0,276392;146,368948;249,768628
0,500000;1,029995;0,097910;88,167967;1004,605132;0,981892;0,810966;198,253688;520,948126;0,982979;0,866928;205,149041;650,138928;0,997072;0,804413;109,952859;632,155264;1,012193;0,880189;165,848798;508,174090;1,049167;0,814974;212,486597;650,195291;1,063385;0,764702;101,305298;560,133361;1,027686;0,750689;0,485527;540,030930;1,026319;0,809300;22,915589;830,283330;1,047417;0,276390;146,365951;249,768659
0,510000;1,029995;0,097915;88,155890;1004,656845;0,981895;0,810956;198,252406;520,942672;0,982982;0,866917;205,146965;650,132700;0,997075;0,804408;109,949290;632,153406;1,012197;0,880170;165,848769;508,163810;1,049170;0,814958;212,482454;650,184643;1,063388;0,764689;101,302505;560,125758;1,027688;0,750707;0,482710;540,044441;1,026325;0,809283;22,915582;830,270733;1,047419;0,276389;146,363026;249,770834
0,520000;1,029996;0,097919;88,144055;1004,706133;0,981898;0,810946;198,251183;520,937430;0,982985;0,866907;205,144934;650,126840;0,997078;0,804403;109,945753;632,151520;1,012200;0,880151;165,848768;508,153502;1,049173;0,814942;212,478354;650,174040;1,063392;0,764676;101,299763;560,118274;1,027689;0,750725;0,479954;540,058232;1,026331;0,809265;22,915699;830,257868;1,047421;0,276391;146,360170;249,775136
0,530000;1,029996;0,097924;88,132475;1004,752950;0,981900;0,810936;198,250019;520,932416;0,982987;0,866897;205,142952;650,121362;0,997080;0,804397;109,942253;632,149584;1,012204;0,880131;165,848795;508,143211;1,049177;0,814926;212,474308;650,163520;1,063395;0,764663;101,297079;560,110928;1,027691;0,750743;0,477269;540,072186;1,026337;0,809247;22,915942;830,244784;1,047423;0,276394;146,357382;249,781535
0,540000;1,029997;0,097928;88,121168;1004,797259;0,981903;0,810927;198,248917;520,927647;0,982990;0,866888;205,141022;650,116280;0,997083;0,804391;109,938796;632,147583;1,012207;0,880112;165,848853;508,132979;1,049180;0,814911;212,470325;650,153117;1,063399;0,764650;101,294463;560,103743;1,027692;0,750762;0,474660;540,086188;1,026344;0,809229;22,916311;830,231530;1,047424;0,276400;146,354662;249,789992
0,550000;1,029997;0,097932;88,110146;1004,839026;0,981906;0,810918;198,247878;520,923136;0,982993;0,866880;205,139145;650,111605;0,997086;0,804386;109,935388;632,145499;1,012211;0,880094;165,848940;508,122849;1,049183;0,814895;212,466415;650,142868;1,063402;0,764638;101,291923;560,096739;1,027694;0,750780;0,472137;540,100128;1,026351;0,809211;22,916805;830,218157;1,047426;0,276406;146,352009;249,800457
0,560000;1,029998;0,097935;88,099424;1004,878223;0,981908;0,810910;198,246904;520,918898;0,982995;0,866872;205,137324;650,107348;0,997089;0,804380;109,932034;632,143320;1,012214;0,880075;165,849059;508,112864;1,049186;0,814880;212,462585;650,132807;1,063405;0,764626;101,289467;560,089937;1,027695;0,750798;0,469704;540,113898;1,026357;0,809193;22,917427;830,204718;1,047428;0,276415;146,349423;249,812873
0,570000;1,029998;0,097939;88,089018;1004,914829;0,981911;0,810902;198,245996;520,914946;0,982998;0,866864;205,135562;650,103519;0,997092;0,804374;109,928741;632,141033;1,012218;0,880057;165,849210;508,103062;1,049190;0,814865;212,458846;650,122970;1,063409;0,764614;101,287104;560,083356;1,027697;0,750815;0,467368;540,127396;1,026364;0,809174;22,918174;830,191263;1,047430;0,276425;146,346904;249,827170
0,580000;1,029998;0,097942;88,078941;1004,948827;0,981913;0,810895;198,245155;520,911292;0,983000;0,866857;205,133861;650,100124;0,997095;0,804368;109,925516;632,138629;1,012222;0,880039;165,849394;508,093484;1,049193;0,814850;212,455205;650,113391;1,063412;0,764603;101,284842;560,077015;1,027699;0,750833;0,465135;540,140525;1,026371;0,809156;22,919047;830,177844;1,047432;0,276437;146,344453;249,843273
