ModeIndex,StateIndex,Generator,Area,StateVariable,StateDescription,ModelName,RealPart,ImagPart,ParticipationMagnitude
23,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.515500707883847e-06,-9.78625383702935e-06,1.0777778565440617e-05
24,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.0569682074332687e-06,5.704441873706318e-06,6.063973556743571e-06
25,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.0569682074332687e-06,-5.704441873706318e-06,6.063973556743571e-06
26,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.1416886615916604e-06,-7.089866587160837e-07,1.3439178108219093e-06
27,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.1416886615916604e-06,7.089866587160837e-07,1.3439178108219093e-06
28,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.0001019855193737933,0.0,0.0001019855193737933
29,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.550045212147967e-06,-6.826655380398228e-07,1.6937155595111113e-06
30,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.550045212147967e-06,6.826655380398228e-07,1.6937155595111113e-06
31,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-5.429764248855331e-06,-5.82629814237552e-07,5.46093373871044e-06
32,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-5.429764248855331e-06,5.82629814237552e-07,5.46093373871044e-06
33,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.255841857103158e-06,-2.329149752080854e-06,4.851507856356574e-06
34,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.255841857103158e-06,2.329149752080854e-06,4.851507856356574e-06
35,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,9.83126439655807e-05,-8.169865268889172e-05,0.00012782818865447163
36,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,9.83126439655807e-05,8.169865268889172e-05,0.00012782818865447163
37,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.139088219154831e-06,1.0291232484449129e-05,1.0759337381856637e-05
38,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.139088219154831e-06,-1.0291232484449129e-05,1.0759337381856637e-05
39,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.5036255514204746e-05,-1.5235423790097386e-05,3.82054621555676e-05
40,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.5036255514204746e-05,1.5235423790097386e-05,3.82054621555676e-05
41,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.9884594788042587e-06,0.0,2.9884594788042587e-06
42,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.3466835061810266e-07,0.0,4.3466835061810266e-07
43,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.0347892801232299e-08,0.0,1.0347892801232299e-08
52,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,8.031024078334995e-06,0.0,8.031024078334995e-06
53,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.3192921901801607e-05,0.0,2.3192921901801607e-05
54,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.428033560210786e-06,0.0,4.428033560210786e-06
55,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.3935245736721197e-08,0.0,2.3935245736721197e-08
56,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-3.6967300219699296e-08,0.0,3.6967300219699296e-08
57,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.675098338660234e-09,-0.0,1.675098338660234e-09
58,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.369709088519227e-06,6.639562908249469e-07,4.419863739349162e-06
59,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.369709088519227e-06,-6.639562908249469e-07,4.419863739349162e-06
60,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-7.858745518854452e-07,0.0,7.858745518854452e-07
61,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.1796258112867096e-06,0.0,2.1796258112867096e-06
62,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-4.106875371225386e-06,-0.0,4.106875371225386e-06
63,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.495317685918304e-05,0.0,4.495317685918304e-05
64,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.4705356612083602e-06,-3.18312356309856e-06,3.50638713619001e-06
65,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.4705356612083602e-06,3.18312356309856e-06,3.50638713619001e-06
66,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-3.732657261491823e-06,-0.0,3.732657261491823e-06
67,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.0085132140927588e-06,-0.0,2.0085132140927588e-06
68,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.8997607490327186e-08,8.94539510944895e-08,9.144899374389996e-08
69,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.8997607490327186e-08,-8.94539510944895e-08,9.144899374389996e-08
70,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.9083463851301224e-08,-8.130414059049154e-08,8.634935521906553e-08
71,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.9083463851301224e-08,8.130414059049154e-08,8.634935521906553e-08
72,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-5.648732364733794e-07,-1.740811088217971e-07,5.910888306612947e-07
73,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-5.648732364733794e-07,1.740811088217971e-07,5.910888306612947e-07
74,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-4.310196388907564e-08,2.187412964098492e-08,4.833484083604492e-08
75,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-4.310196388907564e-08,-2.187412964098492e-08,4.833484083604492e-08
76,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.48369071516238e-06,-1.5298901274982102e-06,2.131173840979554e-06
77,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.48369071516238e-06,1.5298901274982102e-06,2.131173840979554e-06
78,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-7.353691391228041e-07,-0.0,7.353691391228041e-07
79,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-7.751616049897889e-08,5.389543647570804e-08,9.441119219356641e-08
80,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-7.751616049897889e-08,-5.389543647570804e-08,9.441119219356641e-08
81,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-6.883589410305788e-05,5.4748690468797004e-05,8.795339348209108e-05
82,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-6.883589410305788e-05,-5.4748690468797004e-05,8.795339348209108e-05
89,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.9611018754843836e-16,0.0,1.9611018754843836e-16
90,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.100688583451506e-16,0.0,2.100688583451506e-16
91,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.0041344523987939e-05,0.0,1.0041344523987939e-05
92,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.0792040867897807e-05,0.0,1.0792040867897807e-05
93,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.9415529174984224e-05,0.0,1.9415529174984224e-05
94,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.652008722137782e-05,0.0,1.652008722137782e-05
95,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.5026427467767076e-05,0.0,2.5026427467767076e-05
96,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,7.06103421812852e-05,-1.1820923669822264e-05,7.15929791206229e-05
97,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,7.06103421812852e-05,1.1820923669822264e-05,7.15929791206229e-05
98,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.1108851413168016e-07,-0.0,1.1108851413168016e-07
99,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.7425227749911592e-08,0.0,1.7425227749911592e-08
100,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.475017827750868e-08,0.0,2.475017827750868e-08
101,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.707964222700071e-07,0.0,2.707964222700071e-07
102,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-5.312767891103167e-06,0.0,5.312767891103167e-06
103,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.3876139319273143e-05,0.0,1.3876139319273143e-05
104,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.6231600176517036e-06,-0.0,2.6231600176517036e-06
105,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.0093881336425565e-06,0.0,5.0093881336425565e-06
106,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,6.871037133744607e-05,0.0,6.871037133744607e-05
107,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.9282976938577662e-05,0.0,1.9282976938577662e-05
108,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.129963219250844e-06,0.0,5.129963219250844e-06
109,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.365154959860023e-07,-0.0,2.365154959860023e-07
110,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.3019055477911752e-06,0.0,1.3019055477911752e-06
111,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,6.8670178496181624e-06,0.0,6.8670178496181624e-06
112,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.7136802724429114e-07,0.0,4.7136802724429114e-07
113,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-2.2462705325301367e-09,-0.0,2.2462705325301367e-09
114,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,3.4912302635090676e-07,0.0,3.4912302635090676e-07
115,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.876387823591751e-05,0.0,4.876387823591751e-05
116,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-3.677039812447346e-07,0.0,3.677039812447346e-07
117,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.208434855254589e-05,0.0,2.208434855254589e-05
118,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,5.968924012403461e-06,0.0,5.968924012403461e-06
119,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0007104396086306437,-0.0,0.0007104396086306437
120,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.181601837629619e-05,0.0,1.181601837629619e-05
121,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.024489835580251647,0.0,0.024489835580251647
122,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.004308557502143897,-0.0,0.004308557502143897
123,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0009490721735379329,-0.0,0.0009490721735379329
124,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.00020596341920808538,0.0,0.00020596341920808538
125,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.010790094564190677,0.0,0.010790094564190677
126,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.003285143395632195,0.0,0.003285143395632195
127,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.001265912525868008,0.0,0.001265912525868008
128,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.00012302519975185606,0.0,0.00012302519975185606
129,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.747885938461502,0.09266692157574125,0.7536050260599156
130,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.747885938461502,-0.09266692157574125,0.7536050260599156
131,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0007926498724887596,-0.0,0.0007926498724887596
132,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,4.2430207823911724e-05,0.0,4.2430207823911724e-05
133,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.0,0.0,1.0
134,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.10571469109983181,0.0,0.10571469109983181
135,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.01030675203292333,0.0,0.01030675203292333
136,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.06857913850016224,-0.0,0.06857913850016224
137,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.04124011872484217,-0.0,0.04124011872484217
138,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,1.5352332997871263e-05,0.0,1.5352332997871263e-05
139,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.791272650271674e-05,-0.0,1.791272650271674e-05
140,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.019668578054863557,0.0,0.019668578054863557
141,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.00014185121534153377,0.0,0.00014185121534153377
142,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0027354941110930816,-0.006495040408712016,0.007047586675070189
143,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-0.0027354941110930816,0.006495040408712016,0.007047586675070189
144,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.007022854793357821,0.0,0.007022854793357821
145,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.0018154252099523813,0.0,0.0018154252099523813
146,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,7.23750252880737e-05,0.0,7.23750252880737e-05
147,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,8.590560541825413e-05,0.0,8.590560541825413e-05
148,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.280917397245556e-06,-0.0,1.280917397245556e-06
149,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.19036706268434e-07,0.0,1.19036706268434e-07
150,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-1.857396425881726e-06,0.0,1.857396425881726e-06
151,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-3.881154773767551e-09,0.0,3.881154773767551e-09
152,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,-6.56721489446509e-06,0.0,6.56721489446509e-06
153,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.00011744205278304785,0.0,0.00011744205278304785
154,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,0.00044178883503666176,0.0,0.00044178883503666176
155,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.7972901680306215e-05,0.0,2.7972901680306215e-05
156,108,g1,area_1,psi1d,Flux in 1d-damper winding,Grid\G 01.ElmSym,2.8849985140461528e-05,0.0,2.8849985140461528e-05
1,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0013400598311108633,-0.0,0.0013400598311108633
2,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0002220512419550625,-0.0005130173970906135,0.0005590112733849059
3,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0002220512419550625,0.0005130173970906135,0.0005590112733849059
4,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,1.0,0.0,1.0
5,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-4.602919021995958e-07,2.5462649428425243e-05,2.546680946938809e-05
6,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-4.602919021995958e-07,-2.5462649428425243e-05,2.546680946938809e-05
7,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,8.761474598147301e-06,5.853771564727172e-05,5.918975916773797e-05
8,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,8.761474598147301e-06,-5.853771564727172e-05,5.918975916773797e-05
9,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0004930139482823844,-0.0022244003302141022,0.0022783809124590194
10,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0004930139482823844,0.0022244003302141022,0.0022783809124590194
11,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0006441481933765836,0.0012767374831786137,0.001430029893388099
12,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0006441481933765836,-0.0012767374831786137,0.001430029893388099
13,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0005749240259932576,-0.0014031062614732355,0.0015163260917921632
14,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-0.0005749240259932576,0.0014031062614732355,0.0015163260917921632
15,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-9.243792543180796e-05,0.0005256541806491459,0.0005337200461778267
16,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-9.243792543180796e-05,-0.0005256541806491459,0.0005337200461778267
17,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.1985359441198952,0.0,0.1985359441198952
18,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.677856099557043e-05,-0.00018620445458823062,0.00018695886985533079
19,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.677856099557043e-05,0.00018620445458823062,0.00018695886985533079
20,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,9.965172010789115e-08,-1.3245851082284403e-06,1.3283283382737155e-06
21,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,9.965172010789115e-08,1.3245851082284403e-06,1.3283283382737155e-06
22,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,2.3305734499349655e-06,5.050953367298544e-06,5.562706402837225e-06
23,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,2.3305734499349655e-06,-5.050953367298544e-06,5.562706402837225e-06
24,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-6.992338840494572e-07,1.9391350199898604e-06,2.0613521412786232e-06
25,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-6.992338840494572e-07,-1.9391350199898604e-06,2.0613521412786232e-06
26,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-3.9286055983237976e-07,-2.439657146827164e-07,4.624485802902409e-07
27,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-3.9286055983237976e-07,2.439657146827164e-07,4.624485802902409e-07
28,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.07966303473355163,0.0,0.07966303473355163
29,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-3.7282297918345816e-07,-1.6419740411690686e-07,4.0737913707744055e-07
30,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-3.7282297918345816e-07,1.6419740411690686e-07,4.0737913707744055e-07
31,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.3290098278275146e-06,-1.42606697495035e-07,1.3366389911388043e-06
32,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.3290098278275146e-06,1.42606697495035e-07,1.3366389911388043e-06
33,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.00016569949932206945,-9.068451102548182e-05,0.00018889151546725233
34,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.00016569949932206945,9.068451102548182e-05,0.00018889151546725233
35,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0006146915117170488,-0.0005108139215341196,0.000799234957324851
36,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0006146915117170488,0.0005108139215341196,0.000799234957324851
37,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,7.242006725824666e-07,2.3742300184591913e-06,2.482223760002637e-06
38,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,7.242006725824666e-07,-2.3742300184591913e-06,2.482223760002637e-06
39,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0005339060878870385,-0.00023216765200606934,0.0005822005919963096
40,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0005339060878870385,0.00023216765200606934,0.0005822005919963096
41,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.009622659253094152,0.0,0.009622659253094152
42,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,0.0003932777947995923,0.0,0.0003932777947995923
43,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,7.828119004575073e-06,0.0,7.828119004575073e-06
44,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-6.784980635246472e-15,0.0,6.784980635246472e-15
45,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-2.6550307045483056e-14,-0.0,2.6550307045483056e-14
46,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-2.29401845877694e-15,0.0,2.29401845877694e-15
47,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.8972556782201487e-15,-0.0,1.8972556782201487e-15
48,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,9.485514121404356e-16,0.0,9.485514121404356e-16
49,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,1.3352928526952903e-14,0.0,1.3352928526952903e-14
50,109,g1,area_1,psifd,Field (excitation) flux,Grid\G 01.ElmSym,-1.270785197596193e-15,-0.0,1.270785197596193e-15
