ModeIndex,Multiplicity,RealPart,ImagPart,FrequencyHz,Damping,IsElectromechanical,DominantStateVariables,PhiParticipation,SpeedParticipation,PhiSpeedParticipation,OtherMachineStateParticipation,TotalMachineParticipation,PhiSpeedRatio,ParticipatingGenerators,MainGenerators,SecondGeneratorRatioToTop,AllParticipatingGenerators,ParticipatingAreas,MainGeneratorAreas,TopGenerator,TopGeneratorParticipation,PrimaryGeneratorThresholdRatio
19,1,-0.3851287022726908,-3.8406486167375546,0.611258212032832,-0.3851287022726908,True,speed; phi,1.2747215335557687,1.2964480991917264,2.571169632747495,0.30898375703505687,2.880153389782552,0.8927196870377849,g1; g9; g6; g5,g1; g9; g6; g5,,g1; g9; g6; g5; g7; g4; g3; g10; g2; g8,area_1; area_3,area_1; area_3,g1,1.63183899137048,0.1
20,1,-0.3988464840027851,6.591622247364229,1.049089263662525,-0.3988464840027851,True,phi; speed,3.475522578688364,2.2955058921606675,5.771028470849032,0.23734276225093343,6.0083712330999655,0.9604979863854919,g2; g5; g6; g3; g4; g7; g1; g10,g2; g5; g6; g3; g4; g7; g1; g10,,g2; g5; g6; g3; g4; g7; g1; g10; g9; g8,area_2; area_3; area_1,area_2; area_3; area_1,g2,1.103078466013226,0.1
21,1,-0.3988464840027851,-6.591622247364229,1.049089263662525,-0.3988464840027851,True,phi; speed,3.475522578688364,2.2955058921606675,5.771028470849032,0.23734276225093343,6.0083712330999655,0.9604979863854919,g2; g5; g6; g3; g4; g7; g1; g10,g2; g5; g6; g3; g4; g7; g1; g10,,g2; g5; g6; g3; g4; g7; g1; g10; g9; g8,area_2; area_3; area_1,area_2; area_3; area_1,g2,1.103078466013226,0.1
22,1,-0.46430678004327863,6.080759605970433,0.9677829490437203,-0.46430678004327863,True,phi; speed,1.1259092632487535,1.0524830486681418,2.1783923119168955,0.13689895525279505,2.3152912671696906,0.9408718215310569,g9,g9; g5,0.04225123232003833,g9; g5; g6; g3; g2; g4; g7; g10; g8; g1,area_1,area_1; area_3,g9,1.8628307591415636,0.1
23,1,-0.46430678004327863,-6.080759605970433,0.9677829490437203,-0.46430678004327863,True,phi; speed,1.1259092632487535,1.0524830486681418,2.1783923119168955,0.13689895525279505,2.3152912671696906,0.9408718215310569,g9,g9; g5,0.04225123232003833,g9; g5; g6; g3; g2; g4; g7; g10; g8; g1,area_1,area_1; area_3,g9,1.8628307591415636,0.1
24,1,-0.46471580998821005,7.516914909077871,1.1963541645809082,-0.46471580998821005,True,phi; speed,1.14982637622977,0.889466525444178,2.039292901673948,0.10107901083043513,2.140371912504383,0.9527750246394489,g3; g2,g3; g2,,g3; g2; g6; g7; g10; g5; g4; g1; g9; g8,area_2,area_2,g3,1.5833734433933686,0.1
25,1,-0.46471580998821005,-7.516914909077871,1.1963541645809082,-0.46471580998821005,True,phi; speed,1.14982637622977,0.889466525444178,2.039292901673948,0.10107901083043513,2.140371912504383,0.9527750246394489,g3; g2,g3; g2,,g3; g2; g6; g7; g10; g5; g4; g1; g9; g8,area_2,area_2,g3,1.5833734433933686,0.1
26,1,-0.5860927997873386,7.45985785787781,1.1872732528441712,-0.5860927997873386,True,phi; speed,2.4559844978295744,2.447730881010171,4.903715378839745,0.3389140847805665,5.242629463620312,0.9353541792086659,g5; g6; g7; g4,g5; g6; g7; g4,,g5; g6; g7; g4; g3; g10; g2; g9; g8; g1,area_3,area_3,g5,2.0726011847307486,0.1
27,1,-0.5860927997873386,-7.45985785787781,1.1872732528441712,-0.5860927997873386,True,phi; speed,2.4559844978295744,2.447730881010171,4.903715378839745,0.3389140847805665,5.242629463620312,0.9353541792086659,g5; g6; g7; g4,g5; g6; g7; g4,,g5; g6; g7; g4; g3; g10; g2; g9; g8; g1,area_3,area_3,g5,2.0726011847307486,0.1
28,1,-0.6497225878868367,0.0,0.0,-0.6497225878868367,False,speed; psifd,0.06961141172897616,1.6866715736528068,1.756282985381783,0.4301136397813572,2.18639662516314,0.8032773949469192,g1; g10,g1; g10,,g1; g10; g6; g9; g3; g4; g2; g7; g8; g5,area_1,area_1,g1,1.2481741181299055,0.1
29,1,-0.6957238153133306,8.939631698253315,1.4227865741980101,-0.6957238153133306,True,speed; phi,1.695148182647856,1.6980826596825527,3.393230842330409,0.24336667753932417,3.636597519869733,0.933078467933388,g7; g6,g7; g6,,g7; g6; g8; g5; g4; g10; g9; g3; g1; g2,area_3,area_3,g7,2.099551417254002,0.1
30,1,-0.6957238153133306,-8.939631698253315,1.4227865741980101,-0.6957238153133306,True,speed; phi,1.695148182647856,1.6980826596825527,3.393230842330409,0.24336667753932417,3.636597519869733,0.933078467933388,g7; g6,g7; g6,,g7; g6; g8; g5; g4; g10; g9; g3; g1; g2,area_3,area_3,g7,2.099551417254002,0.1
31,1,-0.7097511451446072,8.858211097089185,1.409828083053225,-0.7097511451446072,True,phi; speed,1.1495430296144091,1.140219936965962,2.289762966580371,0.17185876256012422,2.461621729140495,0.9301847393831176,g8,g8; g10,0.09102394830263034,g8; g10; g6; g7; g9; g5; g4; g1; g3; g2,area_1,area_1,g8,2.114193671095334,0.1
32,1,-0.7097511451446072,-8.858211097089185,1.409828083053225,-0.7097511451446072,True,phi; speed,1.1495430296144091,1.140219936965962,2.289762966580371,0.17185876256012422,2.461621729140495,0.9301847393831176,g8,g8; g10,0.09102394830263034,g8; g10; g6; g7; g9; g5; g4; g1; g3; g2,area_1,area_1,g8,2.114193671095334,0.1
33,1,-0.777546216062579,0.6934772866894641,0.11037033809858364,-0.777546216062579,False,psifd; psi2q,0.009732457804447587,0.01940115628534977,0.02913361408979736,1.556128056163904,1.5852616702537012,0.018377795058360864,g7; g5,g7; g5,,g7; g5; g6; g9; g4; g3; g1; g2; g10; g8,area_3,area_3,g7,1.1909230700290863,0.1
34,1,-0.777546216062579,-0.6934772866894641,0.11037033809858364,-0.777546216062579,False,psifd; psi2q,0.009732457804447587,0.01940115628534977,0.02913361408979736,1.556128056163904,1.5852616702537012,0.018377795058360864,g7; g5,g7; g5,,g7; g5; g6; g9; g4; g3; g1; g2; g10; g8,area_3,area_3,g7,1.1909230700290863,0.1
35,1,-0.8021121879141062,1.7317709841377045,0.27561991242863193,-0.8021121879141062,False,psifd; speed,0.08569642604775933,0.17172412195065895,0.2574205479984183,1.501858575560651,1.7592791235590692,0.14632160670311914,g9; g5; g1,g9; g5; g1,,g9; g5; g1; g7; g4; g10; g6; g3; g8; g2,area_1; area_3,area_1; area_3,g9,1.167140939745422,0.1
36,1,-0.8021121879141062,-1.7317709841377045,0.27561991242863193,-0.8021121879141062,False,psifd; speed,0.08569642604775933,0.17172412195065895,0.2574205479984183,1.501858575560651,1.7592791235590692,0.14632160670311914,g9; g5; g1,g9; g5; g1,,g9; g5; g1; g7; g4; g10; g6; g3; g8; g2,area_1; area_3,area_1; area_3,g9,1.167140939745422,0.1
37,1,-0.816813869122532,9.11441963421433,1.4506049381990354,-0.816813869122532,True,speed; phi,1.4855805732844654,1.486842590911498,2.9724231641959635,0.24489077713276863,3.217313941328732,0.9238834687572858,g4; g5,g4; g5,,g4; g5; g8; g6; g7; g3; g10; g2; g1; g9,area_3,area_3,g4,2.1148402663870494,0.1
38,1,-0.816813869122532,-9.11441963421433,1.4506049381990354,-0.816813869122532,True,speed; phi,1.4855805732844654,1.486842590911498,2.9724231641959635,0.24489077713276863,3.217313941328732,0.9238834687572858,g4; g5,g4; g5,,g4; g5; g8; g6; g7; g3; g10; g2; g1; g9,area_3,area_3,g4,2.1148402663870494,0.1
39,1,-0.8707814137414215,1.1057686029244675,0.17598853907124826,-0.8707814137414215,False,psifd; psi2q,0.02911453515431246,0.08565761209511673,0.11477214724942919,2.0493795647296924,2.1641517119791214,0.05303331860429961,g5; g9; g7; g4,g5; g9; g7; g4,,g5; g9; g7; g4; g6; g1; g3; g2; g10; g8,area_3; area_1,area_3; area_1,g5,1.1383572362662087,0.1
40,1,-0.8707814137414215,-1.1057686029244675,0.17598853907124826,-0.8707814137414215,False,psifd; psi2q,0.02911453515431246,0.08565761209511673,0.11477214724942919,2.0493795647296924,2.1641517119791214,0.05303331860429961,g5; g9; g7; g4,g5; g9; g7; g4,,g5; g9; g7; g4; g6; g1; g3; g2; g10; g8,area_3; area_1,area_3; area_1,g5,1.1383572362662087,0.1
41,1,-0.8811688797469839,0.0,0.0,-0.8811688797469839,False,psi2q; speed,0.01433413267933262,0.08503098637179186,0.09936511905112448,1.9178519648374224,2.017217083888547,0.04925851552852231,g7; g4; g2; g9; g1,g7; g4; g2; g9; g1,,g7; g4; g2; g9; g1; g3; g6; g8; g10; g5,area_3; area_2; area_1,area_3; area_2; area_1,g7,1.005661453425193,0.1
42,1,-0.9485367694479159,0.0,0.0,-0.9485367694479159,False,psi2q; psifd,0.005756778141905814,0.0029845620341734914,0.008741340176079306,1.5671208795514924,1.5758622197275718,0.005547020587618676,g2; g7,g2; g7,,g2; g7; g4; g3; g9; g1; g6; g8; g5; g10,area_2; area_3,area_2; area_3,g2,1.010408551346522,0.1
43,1,-0.9619406543090407,0.0,0.0,-0.9619406543090407,False,psi2q; psifd,0.0032131608018343013,0.0011706889356632665,0.004383849737497568,1.5245396714122514,1.528923521149749,0.002867278628953865,g4; g7; g2,g4; g7; g2,,g4; g7; g2; g9; g5; g1; g6; g3; g8; g10,area_3; area_2,area_3; area_2,g4,1.0261480895726298,0.1
44,1,-0.9999999999995941,-3.9460269650914484e-13,6.28029697068214e-14,-0.9999999999995941,False,psi2q; psifd,1.5575763196003884e-13,3.707953575088458e-14,1.9283716771092342e-13,3.0078413892199267e-11,3.027125105991019e-11,0.0063703071712918995,g4; g2; g9; g7,g4; g2; g9; g7,,g4; g2; g9; g7; g5; g3; g8; g1; g6; g10,area_3; area_2; area_1,area_3; area_2; area_1,g4,1.534157609460789e-11,0.1
45,1,-0.9999999999995941,3.9460269650914484e-13,6.28029697068214e-14,-0.9999999999995941,False,psi2q; psifd,7.23363848228883e-14,2.22743150883313e-13,2.950795357062013e-13,9.319379278206297e-12,9.614458813912498e-12,0.03069122676766889,g9; g4; g7,g9; g4; g7,,g9; g4; g7; g3; g5; g1; g8; g6; g2; g10,area_1; area_3,area_1; area_3,g9,4.474298368076573e-12,0.1
46,1,-0.9999999999999163,0.0,0.0,-0.9999999999999163,False,psi2q; psifd,2.4199730192156298e-14,1.3859163806882173e-13,1.6279136826097802e-13,1.0954676388485717e-11,1.1117467756746695e-11,0.014642845999007932,g4; g7; g2,g4; g7; g2,,g4; g7; g2; g9; g3; g8; g1; g5; g6; g10,area_3; area_2,area_3; area_2,g4,6.762501900882609e-12,0.1
47,1,-0.9999999999999905,0.0,0.0,-0.9999999999999905,False,psi2q; psifd,2.1513797716293643e-14,1.7495018977049682e-13,1.9646398748679046e-13,3.536573307122063e-12,3.733037294608854e-12,0.052628455593122035,g2; g4,g2; g4,,g2; g4; g5; g7; g6; g1; g9; g3; g8; g10,area_2; area_3,area_2; area_3,g2,1.7810869894646498e-12,0.1
48,1,-1.0000000000000735,0.0,0.0,-1.0000000000000735,False,psi2q; psifd,2.6150042455099056e-14,1.90526223960093e-13,2.1667626641519205e-13,4.9472987964478985e-12,5.16397506286309e-12,0.04195920076636835,g4; g2,g4; g2,,g4; g2; g6; g3; g1; g9; g5; g7; g8; g10,area_3; area_2,area_3; area_2,g4,2.638198101638046e-12,0.1
49,1,-1.0000000000002585,-2.4767111810581824e-13,3.941808270763759e-14,-1.0000000000002585,False,psi2q; psifd,5.4457936141818663e-14,2.1045625434212733e-13,2.64914190483946e-13,8.88087310386898e-12,9.145787294352925e-12,0.028965706500469073,g7; g4,g7; g4,,g7; g4; g2; g9; g1; g8; g3; g5; g6; g10,area_3,area_3,g7,5.618421341133526e-12,0.1
50,1,-1.0000000000002585,2.4767111810581824e-13,3.941808270763759e-14,-1.0000000000002585,False,psi2q; psifd,2.6764752556147156e-14,6.412808728401033e-14,9.089283984015749e-14,3.774243352209744e-12,3.865136192049901e-12,0.023516076879027608,g4; g2; g7,g4; g2; g7,,g4; g2; g7; g3; g6; g8; g1; g5; g9; g10,area_3; area_2,area_3; area_2,g4,2.4171107084639184e-12,0.1
51,1,-1.0000000000007323,0.0,0.0,-1.0000000000007323,False,psi2q; psifd,6.079984763345282e-14,1.7658897965209022e-13,2.3738882728554304e-13,2.5908123328684814e-11,2.6145512155970358e-11,0.009079524848065944,g2; g9; g7; g4,g2; g9; g7; g4,,g2; g9; g7; g4; g3; g5; g6; g8; g1; g10,area_2; area_1; area_3,area_2; area_1; area_3,g2,1.2229215665493714e-11,0.1
52,1,-1.0669908556372545,0.0,0.0,-1.0669908556372545,False,psi2q; psifd,0.012740366397371297,0.012764657781188817,0.025505024178560112,1.527450525723814,1.5529555499023742,0.016423537801943833,g9; g4; g7,g9; g4; g7,,g9; g4; g7; g2; g3; g1; g8; g6; g5; g10,area_1; area_3,area_1; area_3,g9,1.0687583613065736,0.1
53,1,-1.1820239066334914,0.0,0.0,-1.1820239066334914,False,psi2q; psifd,0.2056660710374431,0.008550103814536629,0.21421617485197975,1.0808488490970125,1.2950650239489923,0.16540959016774195,g3; g7; g9; g4; g6; g5,g3; g7; g9; g4; g6; g5,,g3; g7; g9; g4; g6; g5; g2; g8; g1; g10,area_2; area_3; area_1,area_2; area_3; area_1,g3,0.3806187696305972,0.1
54,1,-1.199618280105427,0.0,0.0,-1.199618280105427,False,psi2q; psifd,0.07169416612819102,0.001979868747313827,0.07367403487550485,0.2976868447215958,0.3713608795971006,0.19838932672562545,g3; g9; g4; g7,g3; g9; g4; g7,,g3; g9; g4; g7; g6; g2; g5; g8; g10; g1,area_2; area_1; area_3,area_2; area_1; area_3,g3,0.23979673931518541,0.1
55,1,-1.217908852767289,0.0,0.0,-1.217908852767289,False,psi2q; psifd,0.047226790910036225,0.0006743948684052116,0.047901185778441435,0.12717476772209915,0.1750759535005406,0.2736023127144844,g4; g2; g7; g3; g5,g4; g2; g7; g3; g5,,g4; g2; g7; g3; g5; g6; g9; g8; g1; g10,area_3; area_2,area_3; area_2,g4,0.049436401406994596,0.1
56,1,-1.22539410082132,0.0,0.0,-1.22539410082132,False,psifd; psi2q,0.033894079599723535,0.00038922966670797246,0.03428330926643151,0.15748429649669457,0.19176760576312607,0.17877528965334588,g7; g5; g6; g4,g7; g5; g6; g4,,g7; g5; g6; g4; g2; g3; g9; g8; g1; g10,area_3,area_3,g7,0.11750751704913871,0.1
57,1,-1.2341663120567652,0.0,0.0,-1.2341663120567652,False,psifd; phi,0.022074629794017166,0.0001643759422250011,0.022239005736242167,0.07954020933717629,0.10177921507341846,0.21850242920619947,g5; g4; g6,g5; g4; g6,,g5; g4; g6; g7; g8; g2; g3; g9; g1; g10,area_3,area_3,g5,0.06861197058462405,0.1
58,1,-1.2349957846953008,0.026343938253296197,0.004192767993519761,-1.2349957846953008,False,psifd; psi2q,0.042731696430357846,0.000785484422448305,0.04351718085280615,0.6594538242478074,0.7029710051006136,0.06190465970438951,g6; g7; g9; g4; g3,g6; g7; g9; g4; g3,,g6; g7; g9; g4; g3; g5; g8; g2; g10; g1,area_3; area_1; area_2,area_3; area_1; area_2,g6,0.3072993312636085,0.1
59,1,-1.2349957846953008,-0.026343938253296197,0.004192767993519761,-1.2349957846953008,False,psifd; psi2q,0.042731696430357846,0.000785484422448305,0.04351718085280615,0.6594538242478074,0.7029710051006136,0.06190465970438951,g6; g7; g9; g4; g3,g6; g7; g9; g4; g3,,g6; g7; g9; g4; g3; g5; g8; g2; g10; g1,area_3; area_1; area_2,area_3; area_1; area_2,g6,0.3072993312636085,0.1
60,1,-1.244066429713048,0.0,0.0,-1.244066429713048,False,psifd; psi2q,0.005745482656505954,5.7016684161997737e-05,0.005802499340667952,0.14333822288617504,0.149140722226843,0.03890620384580378,g8; g6,g8; g6,,g8; g6; g9; g7; g10; g3; g2; g5; g1; g4,area_1; area_3,area_1; area_3,g8,0.11393347582379909,0.1
61,1,-1.2929909778203543,0.0,0.0,-1.2929909778203543,False,psifd; psi2q,0.023059816605347956,0.0005182897142708816,0.023578106319618836,0.3066969835709588,0.33027508989057763,0.0713892965025925,g8; g9,g8; g9,,g8; g9; g6; g10; g7; g1; g3; g2; g4; g5,area_1,area_1,g8,0.2273055019060551,0.1
62,1,-1.423004905904248,0.0,0.0,-1.423004905904248,False,psi2q; psifd,0.0407856591616443,0.0015604225884890215,0.04234608175013332,1.3725994869092877,1.414945568659421,0.029927710781308556,g3; g9,g3; g9,,g3; g9; g1; g2; g5; g4; g7; g6; g10; g8,area_2; area_1,area_2; area_1,g3,1.089453617293171,0.1
63,1,-1.498866123614119,0.0,0.0,-1.498866123614119,False,psi2q; psi1q,0.036127497920794865,0.030761387707327992,0.06688888562812285,1.1789836853613527,1.2458725709894756,0.05368838449906599,g1,g1; g3,0.056349563894208476,g1; g3; g9; g10; g5; g8; g4; g2; g7; g6,area_1,area_1; area_2,g1,1.1583527842123087,0.1
64,1,-1.5074536131889404,0.1027816906027693,0.016358214118772543,-1.5074536131889404,False,psifd; psi2q,0.07698813814621282,0.00392814228206972,0.08091628042828254,0.8561976637551297,0.9371139441834123,0.08634625589611926,g9,g9; g3,0.0785061200261462,g9; g3; g10; g1; g5; g4; g7; g8; g6; g2,area_1,area_1; area_2,g9,0.8200199854949868,0.1
65,1,-1.5074536131889404,-0.1027816906027693,0.016358214118772543,-1.5074536131889404,False,psifd; psi2q,0.07698813814621282,0.00392814228206972,0.08091628042828254,0.8561976637551297,0.9371139441834123,0.08634625589611926,g9,g9; g3,0.0785061200261462,g9; g3; g10; g1; g5; g4; g7; g8; g6; g2,area_1,area_1; area_2,g9,0.8200199854949868,0.1
66,1,-1.557152427330746,0.0,0.0,-1.557152427330746,False,psifd; psi2q,0.041561405138412125,0.006851505552368176,0.0484129106907803,0.7152890232623355,0.7637019339531158,0.06339241599164577,g9; g10; g1; g3,g9; g10; g1; g3,,g9; g10; g1; g3; g5; g4; g7; g8; g6; g2,area_1; area_2,area_1; area_2,g9,0.3684075272749733,0.1
67,1,-1.5835129504463434,0.0,0.0,-1.5835129504463434,False,psifd; psi2q,0.040481580550755715,0.002022975768597981,0.042504556319353695,1.1620497940575236,1.2045543503768774,0.035286540873855125,g5; g4; g9; g10,g5; g4; g9; g10,,g5; g4; g9; g10; g3; g7; g1; g6; g2; g8,area_3; area_1,area_3; area_1,g5,0.5776221048027121,0.1
68,1,-1.6757335286593427,0.0879285500317441,0.013994263376455105,-1.6757335286593427,False,psifd; phi,0.05324374971432218,0.0010959302749013766,0.05433967998922355,0.13655932858439596,0.19089900857361952,0.2846514520701015,g7,g7; g6,0.05275883471426355,g7; g6; g3; g5; g9; g4; g10; g2; g1; g8,area_3,area_3,g7,0.17477133635870745,0.1
69,1,-1.6757335286593427,-0.0879285500317441,0.013994263376455105,-1.6757335286593427,False,psifd; phi,0.05324374971432218,0.0010959302749013766,0.05433967998922355,0.13655932858439596,0.19089900857361952,0.2846514520701015,g7,g7; g6,0.05275883471426355,g7; g6; g3; g5; g9; g4; g10; g2; g1; g8,area_3,area_3,g7,0.17477133635870745,0.1
70,1,-1.6784593340782286,0.07205672948185286,0.01146818468007239,-1.6784593340782286,False,psifd; phi,0.08183675285780447,0.0012027698899615541,0.08303952274776602,0.3034563794058991,0.3864959021536651,0.21485227213288985,g5; g4,g5; g4,,g5; g4; g3; g7; g9; g6; g10; g1; g8; g2,area_3,area_3,g5,0.20776129940488722,0.1
71,1,-1.6784593340782286,-0.07205672948185286,0.01146818468007239,-1.6784593340782286,False,psifd; phi,0.08183675285780447,0.0012027698899615541,0.08303952274776602,0.3034563794058991,0.3864959021536651,0.21485227213288985,g5; g4,g5; g4,,g5; g4; g3; g7; g9; g6; g10; g1; g8; g2,area_3,area_3,g5,0.20776129940488722,0.1
72,1,-1.6803948090279732,0.11307352848655826,0.017996210991477985,-1.6803948090279732,False,phi; psi2q,0.08035024023728145,0.0028382351183038118,0.08318847535558525,0.06724979067495486,0.1504382660305401,0.5529741704062008,g3; g2,g3; g2,,g3; g2; g8; g5; g4; g6; g1; g9; g7; g10,area_2,area_2,g3,0.11433756034371267,0.1
73,1,-1.6803948090279732,-0.11307352848655826,0.017996210991477985,-1.6803948090279732,False,phi; psi2q,0.08035024023728145,0.0028382351183038118,0.08318847535558525,0.06724979067495486,0.1504382660305401,0.5529741704062008,g3; g2,g3; g2,,g3; g2; g8; g5; g4; g6; g1; g9; g7; g10,area_2,area_2,g3,0.11433756034371267,0.1
74,1,-1.6880585052014854,0.12230700890731912,0.01946576504238431,-1.6880585052014854,False,phi; psifd,0.05515872119465216,0.0023509853955573983,0.05750970659020956,0.020018792012873272,0.07752849860308283,0.7417879570277497,g8; g3,g8; g3,,g8; g3; g9; g6; g1; g7; g2; g10; g5; g4,area_1; area_2,area_1; area_2,g8,0.05817624155438741,0.1
