b:tnow in s,s:ut in p.u.,s:cur1 in p.u.
2.47,1,0.925858
2.48,0.999993,0.925862
2.49,0.999988,0.925865
2.5,0.999985,0.925865
2.51,0.999984,0.925864
2.52,0.999984,0.925863
2.53,0.999986,0.925861
2.54,0.999987,0.925861
2.55,0.999988,0.925861
2.56,0.99999,0.925861
2.57,0.999992,0.92586
2.58,0.999995,0.925858
2.59,0.999998,0.925855
2.6,1.000001,0.925852
2.61,1.000003,0.925849
2.62,1.000004,0.925848
2.63,1.000004,0.925849
2.64,1.000002,0.925852
2.65,0.999998,0.925857
2.66,0.999994,0.925861
2.67,0.999991,0.925865
2.68,0.999988,0.925866
2.69,0.999987,0.925867
2.7,0.999986,0.925866
2.71,0.999986,0.925865
2.72,0.999987,0.925864
2.73,0.999987,0.925863
2.74,0.999988,0.925862
2.75,0.999988,0.925861
2.76,0.999989,0.925862
2.77,0.999988,0.925864
2.78,0.999988,0.925866
2.79,0.999988,0.925868
2.8,0.999988,0.925869
2.81,0.99999,0.925868
2.82,0.999993,0.925867
2.83,0.999996,0.925865
2.84,1,0.925863
2.85,1.000003,0.92586
2.86,1.000008,0.925854
2.87,1.000013,0.925847
2.88,1.00002,0.925839
2.89,1.000026,0.925833
2.9,1.000031,0.925828
2.91,1.000036,0.925825
2.92,1.000038,0.925824
2.93,1.00004,0.925824
2.94,1.000041,0.925822
2.95,1.000042,0.92582
2.96,1.000042,0.925818
2.97,1.000042,0.925817
2.98,1.00004,0.925817
2.99,1.000037,0.925818
3,1.000034,0.92582
3.01,1.000032,0.925823
3.02,1.000029,0.925827
3.03,1.000025,0.925832
3.04,1.000022,0.925837
3.05,1.000018,0.925842
3.06,1.000015,0.925846
3.07,1.000012,0.925849
3.08,1.000008,0.925852
3.09,1.000003,0.925854
3.1,0.999998,0.925855
3.11,0.999993,0.925854
3.12,0.999989,0.925852
3.13,0.999988,0.925849
3.14,0.999989,0.925846
3.15,0.999991,0.925844
3.16,0.999994,0.925845
3.17,0.999997,0.925849
3.18,0.999999,0.925854
3.19,1,0.92586
3.2,0.999999,0.925866
3.21,0.999996,0.925871
3.22,0.999993,0.925873
3.23,0.999989,0.925874
3.24,0.999986,0.925874
3.25,0.999983,0.925873
3.26,0.999981,0.925872
3.27,0.999981,0.925869
3.28,0.999983,0.925866
3.29,0.999987,0.925861
3.3,0.999993,0.925856
3.31,1,0.92585
3.32,1.000006,0.925846
3.33,1.000011,0.925844
3.34,1.000015,0.925843
3.35,1.000016,0.925845
3.36,1.000016,0.925847
3.37,1.000014,0.92585
3.38,1.000012,0.925854
3.39,1.000008,0.925856
3.4,1.000005,0.925858
3.41,1.000001,0.925859
3.42,0.999998,0.925858
3.43,0.999995,0.925857
3.44,0.999993,0.925855
3.45,0.999991,0.925855
3.46,0.99999,0.925855
3.47,0.999989,0.925856
3.48,0.999989,0.925857
3.49,0.99999,0.925858
3.5,0.999991,0.925859
3.51,0.999992,0.925861
3.52,0.999994,0.925862
3.53,0.999997,0.925862
3.54,1.000001,0.92586
3.55,1.000004,0.925859
3.56,1.000007,0.925857
3.57,1.000009,0.925855
3.58,1.000011,0.925852
3.59,1.000012,0.92585
3.6,1.000012,0.925848
3.61,1.000011,0.925846
3.62,1.00001,0.925845
3.63,1.000007,0.925845
3.64,1.000005,0.925845
3.65,1.000002,0.925847
3.66,0.999998,0.92585
3.67,0.999994,0.925856
3.68,0.999989,0.925861
3.69,0.999983,0.925866
3.7,0.999979,0.925871
3.71,0.999975,0.925876
3.72,0.999973,0.92588
3.73,0.999972,0.925883
3.74,0.999973,0.925884
3.75,0.999975,0.925883
3.76,0.999979,0.92588
3.77,0.999984,0.925876
3.78,0.99999,0.92587
3.79,0.999997,0.925863
3.8,1.000003,0.925857
3.81,1.000008,0.925852
3.82,1.000011,0.925849
3.83,1.000012,0.925849
3.84,1.000011,0.92585
3.85,1.000009,0.925851
3.86,1.000007,0.925852
3.87,1.000005,0.925853
3.88,1.000002,0.925853
3.89,1,0.925854
3.9,0.999998,0.925854
3.91,0.999997,0.925854
3.92,0.999998,0.925854
3.93,0.999999,0.925853
3.94,1.000002,0.925853
3.95,1.000004,0.925852
3.96,1.000006,0.925852
3.97,1.000007,0.925851
3.98,1.000007,0.925851
3.99,1.000005,0.925852
4,1.000001,0.925854
4.01,0.999995,0.925858
4.02,0.999988,0.925864
4.03,0.99998,0.925871
4.04,0.999973,0.925877
4.05,0.999966,0.925882
4.06,0.999961,0.925885
4.07,0.999959,0.925886
4.08,0.99996,0.925885
4.09,0.999965,0.92588
4.1,0.999973,0.925873
4.11,0.999984,0.925865
4.12,0.999997,0.925856
4.13,1.00001,0.925848
4.14,1.00002,0.925843
4.15,1.000026,0.92584
4.16,1.000027,0.92584
4.17,1.000025,0.925842
4.18,1.00002,0.925845
4.19,1.000015,0.925847
4.2,1.000009,0.92585
4.21,1.000003,0.925852
4.22,0.999998,0.925855
4.23,0.999992,0.92586
4.24,0.999985,0.925867
4.25,0.999978,0.925875
4.26,0.99997,0.925882
4.27,0.999965,0.925888
4.28,0.999962,0.925892
4.29,0.999962,0.925891
4.3,0.999968,0.925888
4.31,0.999978,0.925881
4.32,0.999991,0.925871
4.33,1.000007,0.925858
4.34,1.000023,0.925846
4.35,1.000037,0.925835
4.36,1.000046,0.925828
4.37,1.000051,0.925825
4.38,1.00005,0.925824
4.39,1.000045,0.925825
4.4,1.000038,0.925826
4.41,1.00003,0.925826
4.42,1.000024,0.925826
4.43,1.000019,0.925827
4.44,1.000015,0.925828
4.45,1.000014,0.925831
4.46,1.000013,0.925835
4.47,1.000012,0.925839
4.48,1.000012,0.925844
4.49,1.000012,0.925847
4.5,1.000014,0.925847
4.51,1.000018,0.925844
4.52,1.000022,0.925839
4.53,1.000027,0.925833
4.54,1.000031,0.925828
4.55,1.000034,0.925824
4.56,1.000035,0.925822
4.57,1.000033,0.925823
4.58,1.000029,0.925827
4.59,1.000023,0.925832
4.6,1.000017,0.925839
4.61,1.000009,0.925846
4.62,1.000002,0.925854
4.63,0.999995,0.925862
4.64,0.999988,0.92587
4.65,0.999982,0.925877
4.66,0.999977,0.925881
4.67,0.999973,0.925883
4.68,0.999971,0.925882
4.69,0.999971,0.92588
4.7,0.999972,0.925878
4.71,0.999973,0.925876
4.72,0.999974,0.925875
4.73,0.999976,0.925875
4.74,0.999977,0.925875
4.75,0.999979,0.925875
4.76,0.999982,0.925873
4.77,0.999986,0.92587
4.78,0.999992,0.925865
4.79,0.999999,0.92586
4.8,1.000005,0.925855
4.81,1.000011,0.925851
4.82,1.000015,0.925848
4.83,1.000018,0.925846
4.84,1.000019,0.925843
4.85,1.000019,0.92584
4.86,1.00002,0.925837
4.87,1.00002,0.925835
4.88,1.000019,0.925834
4.89,1.000018,0.925835
4.9,1.000017,0.925836
4.91,1.000015,0.92584
4.92,1.000012,0.925845
4.93,1.000007,0.925852
4.94,1,0.92586
4.95,0.999993,0.925868
4.96,0.999985,0.925875
4.97,0.999978,0.925881
4.98,0.999971,0.925886
4.99,0.999964,0.92589
5,0.99996,0.925892
5.01,0.999958,0.925891
5.02,0.999959,0.925888
5.03,0.999963,0.925882
5.04,0.999971,0.925875
5.05,0.99998,0.925867
5.06,0.99999,0.92586
5.07,1,0.925855
5.08,1.000008,0.925851
5.09,1.000014,0.925849
5.1,1.000019,0.925847
5.11,1.000022,0.925847
5.12,1.000023,0.925847
5.13,1.000024,0.925846
5.14,1.000024,0.925844
5.15,1.000024,0.925841
5.16,1.000024,0.925839
5.17,1.000023,0.925837
5.18,1.00002,0.925837
5.19,1.000015,0.925841
5.2,1.000008,0.925847
5.21,1,0.925855
5.22,0.999991,0.925863
5.23,0.999985,0.925869
5.24,0.999981,0.925871
5.25,0.999981,0.92587
5.26,0.999984,0.925866
5.27,0.999991,0.92586
5.28,0.999999,0.925852
5.29,1.000007,0.925843
5.3,1.000015,0.925836
5.31,1.000022,0.92583
5.32,1.000026,0.925828
5.33,1.000027,0.925829
5.34,1.000025,0.925833
5.35,1.00002,0.925841
5.36,1.000012,0.925852
5.37,1.000001,0.925864
5.38,0.99999,0.925876
5.39,0.999979,0.925886
5.4,0.999969,0.925894
5.41,0.999961,0.925899
5.42,0.999957,0.925901
5.43,0.999955,0.925899
5.44,0.999956,0.925895
5.45,0.99996,0.925889
5.46,0.999964,0.925883
5.47,0.99997,0.925877
5.48,0.999975,0.925871
5.49,0.999979,0.925866
5.5,0.999983,0.925862
5.51,0.999987,0.925859
5.52,0.999991,0.925858
5.53,0.999995,0.925857
5.54,0.999999,0.925858
5.55,1.000002,0.925859
5.56,1.000006,0.925859
5.57,1.00001,0.925858
5.58,1.000014,0.925857
5.59,1.000016,0.925856
5.6,1.000017,0.925856
5.61,1.000015,0.925857
5.62,1.000011,0.925858
5.63,1.000007,0.925859
5.64,1.000002,0.92586
5.65,0.999999,0.92586
5.66,0.999996,0.925858
5.67,0.999995,0.925856
5.68,0.999996,0.925853
5.69,0.999997,0.925849
5.7,0.999999,0.925846
5.71,1,0.925844
5.72,1.000001,0.925843
5.73,1,0.925846
5.74,0.999998,0.92585
5.75,0.999996,0.925856
5.76,0.999993,0.925861
5.77,0.999991,0.925866
5.78,0.999989,0.925869
5.79,0.999988,0.92587
5.8,0.999988,0.925872
5.81,0.999988,0.925873
5.82,0.999988,0.925875
5.83,0.999989,0.925877
5.84,0.999989,0.925878
5.85,0.99999,0.925878
5.86,0.999991,0.925877
5.87,0.999992,0.925875
5.88,0.999993,0.925871
5.89,0.999994,0.925866
5.9,0.999995,0.925861
5.91,0.999996,0.925856
5.92,0.999998,0.92585
5.93,1,0.925844
5.94,1.000002,0.925839
5.95,1.000005,0.925836
5.96,1.000008,0.925836
5.97,1.000009,0.925839
5.98,1.00001,0.925845
5.99,1.000009,0.925853
6,1.000006,0.925864
6.01,1.000002,0.925873
6.02,0.999997,0.925882
6.03,0.999992,0.925886
6.04,0.999988,0.925886
6.05,0.999985,0.925882
6.06,0.999984,0.925873
6.07,0.999986,0.925862
6.08,0.999989,0.92585
6.09,0.999993,0.925841
6.1,0.999995,0.925836
6.11,0.999996,0.925837
6.12,0.999995,0.925842
6.13,0.99999,0.925853
6.14,0.999981,0.925868
6.15,0.999971,0.925884
6.16,0.99996,0.925899
6.17,0.999949,0.925912
6.18,0.99994,0.925921
6.19,0.999934,0.925927
6.2,0.999932,0.925927
6.21,0.999935,0.925922
6.22,0.999943,0.925913
6.23,0.999956,0.925899
6.24,0.999973,0.925882
6.25,0.999992,0.925864
6.26,1.000011,0.925848
6.27,1.00003,0.925834
6.28,1.000044,0.925824
6.29,1.000054,0.925818
6.3,1.000058,0.925817
6.31,1.000056,0.925819
6.32,1.00005,0.925825
6.33,1.000041,0.925832
6.34,1.000029,0.92584
6.35,1.000018,0.925848
6.36,1.000008,0.925854
6.37,0.999999,0.925858
6.38,0.999994,0.925861
6.39,0.99999,0.925861
6.4,0.999989,0.925859
6.41,0.999989,0.925857
6.42,0.99999,0.925855
6.43,0.999991,0.925853
6.44,0.999993,0.925853
6.45,0.999994,0.925854
6.46,0.999995,0.925858
6.47,0.999996,0.925862
6.48,0.999997,0.925866
6.49,0.999998,0.92587
6.5,0.999998,0.925873
6.51,0.999997,0.925876
6.52,0.999995,0.925878
6.53,0.999992,0.925879
6.54,0.999989,0.925878
6.55,0.999985,0.925876
6.56,0.999981,0.925874
6.57,0.999978,0.925871
6.58,0.999975,0.925869
6.59,0.999972,0.925867
6.6,0.999971,0.925865
6.61,0.999969,0.925865
6.62,0.999968,0.925867
6.63,0.999965,0.92587
6.64,0.999963,0.925874
6.65,0.999962,0.925878
6.66,0.999962,0.925881
6.67,0.999963,0.925883
6.68,0.999967,0.925883
6.69,0.999971,0.925882
6.7,0.999977,0.92588
6.71,0.999983,0.925877
6.72,0.99999,0.925871
6.73,0.999997,0.925865
6.74,1.000005,0.925859
6.75,1.000012,0.925853
6.76,1.000018,0.925851
6.77,1.00002,0.925851
6.78,1.00002,0.925853
6.79,1.000017,0.925857
6.8,1.000012,0.925862
6.81,1.000005,0.925866
6.82,0.999997,0.925871
6.83,0.999989,0.925875
6.84,0.999983,0.925878
6.85,0.999977,0.925881
6.86,0.999973,0.925883
6.87,0.99997,0.925886
6.88,0.999968,0.925888
6.89,0.999967,0.925889
6.9,0.999968,0.925887
6.91,0.999972,0.925883
6.92,0.999978,0.925875
6.93,0.999987,0.925864
6.94,0.999998,0.925853
6.95,1.00001,0.925842
6.96,1.000021,0.925834
6.97,1.00003,0.925828
6.98,1.000036,0.925827
6.99,1.000038,0.925829
7,1.000037,0.925834
7.01,1.000033,0.925839
7.02,1.000027,0.925844
7.03,1.00002,0.925847
7.04,1.000014,0.925848
7.05,1.000009,0.925848
7.06,1.000007,0.925845
7.07,1.000007,0.925842
7.08,1.000009,0.925838
7.09,1.000012,0.925834
7.1,1.000015,0.925833
7.11,1.000018,0.925833
7.12,1.00002,0.925837
7.13,1.000019,0.925842
7.14,1.000017,0.925849
7.15,1.000013,0.925856
7.16,1.000007,0.925863
7.17,1.000002,0.925867
7.18,0.999997,0.925869
7.19,0.999994,0.925868
7.2,0.999995,0.925864
7.21,0.999998,0.925858
7.22,1.000003,0.925852
7.23,1.00001,0.925846
7.24,1.000017,0.92584
7.25,1.000024,0.925835
7.26,1.00003,0.925832
7.27,1.000033,0.92583
7.28,1.000035,0.925831
7.29,1.000035,0.925832
7.3,1.000033,0.925834
7.31,1.00003,0.925837
7.32,1.000026,0.925839
7.33,1.000023,0.92584
7.34,1.000019,0.92584
7.35,1.000016,0.92584
7.36,1.000012,0.92584
7.37,1.000009,0.92584
7.38,1.000006,0.925842
7.39,1.000003,0.925846
7.4,1,0.92585
7.41,0.999998,0.925855
7.42,0.999996,0.92586
7.43,0.999995,0.925864
7.44,0.999995,0.925866
7.45,0.999996,0.925868
7.46,0.999996,0.925869
7.47,0.999996,0.925869
7.48,0.999996,0.925869
7.49,0.999996,0.925867
7.5,0.999997,0.925864
7.51,1.000001,0.925858
7.52,1.000006,0.925851
7.53,1.000013,0.925843
7.54,1.00002,0.925835
7.55,1.000026,0.925829
7.56,1.000031,0.925826
7.57,1.000033,0.925825
7.58,1.000033,0.925829
7.59,1.000029,0.925835
7.6,1.000021,0.925844
7.61,1.000011,0.925854
7.62,0.999999,0.925864
7.63,0.999988,0.925872
7.64,0.999978,0.925878
7.65,0.999972,0.925879
7.66,0.99997,0.925877
7.67,0.999973,0.925873
7.68,0.999978,0.925869
7.69,0.999985,0.925864
7.7,0.999993,0.925859
7.71,1,0.925854
7.72,1.000006,0.92585
7.73,1.00001,0.925847
7.74,1.000013,0.925846
7.75,1.000012,0.925847
7.76,1.00001,0.925849
7.77,1.000006,0.925852
7.78,1.000002,0.925854
7.79,0.999999,0.925856
7.8,0.999996,0.925858
7.81,0.999995,0.92586
7.82,0.999993,0.925863
7.83,0.999992,0.925867
7.84,0.999991,0.925872
7.85,0.99999,0.925877
7.86,0.99999,0.925879
7.87,0.999991,0.925878
7.88,0.999994,0.925875
7.89,0.999998,0.925869
7.9,1.000003,0.925863
7.91,1.000007,0.925855
7.92,1.000011,0.925848
7.93,1.000014,0.925843
7.94,1.000016,0.925838
7.95,1.000017,0.925836
7.96,1.000016,0.925836
7.97,1.000014,0.925838
7.98,1.000012,0.92584
7.99,1.00001,0.925843
8,1.000008,0.925845
8.01,1.000008,0.925847
8.02,1.000008,0.925849
8.03,1.000009,0.925849
8.04,1.000011,0.925849
8.05,1.000013,0.92585
8.06,1.000014,0.925851
8.07,1.000013,0.925854
8.08,1.000011,0.925857
8.09,1.000007,0.925861
8.1,1.000002,0.925864
8.11,0.999998,0.925867
8.12,0.999993,0.92587
8.13,0.999988,0.925872
8.14,0.999984,0.925873
8.15,0.99998,0.925873
8.16,0.999976,0.925873
8.17,0.999972,0.925874
8.18,0.999968,0.925876
8.19,0.999965,0.925879
8.2,0.999962,0.925883
8.21,0.999961,0.925886
8.22,0.999961,0.925889
8.23,0.999963,0.925892
8.24,0.999966,0.925892
8.25,0.999971,0.925889
8.26,0.999978,0.925884
8.27,0.999985,0.925876
8.28,0.999993,0.925868
8.29,0.999999,0.92586
8.3,1.000004,0.925853
8.31,1.000007,0.92585
8.32,1.000008,0.925849
8.33,1.000008,0.92585
8.34,1.000007,0.925854
8.35,1.000005,0.925858
8.36,1.000003,0.925862
8.37,1,0.925864
8.38,0.999998,0.925864
8.39,0.999997,0.925862
8.4,0.999997,0.925858
8.41,1,0.925853
8.42,1.000003,0.925848
8.43,1.000009,0.925843
8.44,1.000015,0.92584
8.45,1.00002,0.925839
8.46,1.000024,0.925841
8.47,1.000026,0.925846
8.48,1.000024,0.925853
8.49,1.000019,0.925861
8.5,1.000011,0.92587
8.51,1,0.925877
8.52,0.999989,0.925884
8.53,0.999979,0.925887
8.54,0.999971,0.925886
8.55,0.999966,0.925881
8.56,0.999967,0.925872
8.57,0.999972,0.92586
8.58,0.99998,0.925848
8.59,0.999991,0.925839
8.6,1.000002,0.925833
8.61,1.000011,0.925833
8.62,1.000017,0.925836
8.63,1.000022,0.925842
8.64,1.000025,0.925848
8.65,1.000026,0.925853
8.66,1.000025,0.925858
8.67,1.000022,0.925862
8.68,1.000017,0.925864
8.69,1.000011,0.925866
8.7,1.000004,0.925867
8.71,0.999996,0.92587
8.72,0.999987,0.925873
8.73,0.999979,0.925876
8.74,0.999972,0.925879
8.75,0.999967,0.925881
8.76,0.999964,0.925882
8.77,0.999965,0.92588
8.78,0.999968,0.925875
8.79,0.999976,0.925867
8.8,0.999986,0.925857
8.81,0.999997,0.925847
8.82,1.00001,0.925838
8.83,1.00002,0.925832
8.84,1.000027,0.925829
8.85,1.00003,0.92583
8.86,1.000028,0.925835
8.87,1.000022,0.925843
8.88,1.000013,0.925854
8.89,1.000001,0.925866
8.9,0.99999,0.925877
8.91,0.99998,0.925886
8.92,0.999972,0.925892
8.93,0.999969,0.925893
8.94,0.999969,0.925892
8.95,0.999973,0.925886
8.96,0.99998,0.925879
8.97,0.999989,0.92587
8.98,1,0.92586
8.99,1.000011,0.925849
9,1.000022,0.925838
9.01,1.000032,0.925827
9.02,1.00004,0.925819
9.03,1.000046,0.925813
9.04,1.000047,0.925812
9.05,1.000045,0.925814
9.06,1.000039,0.925821
9.07,1.000029,0.925833
9.08,1.000018,0.925846
9.09,1.000006,0.925858
9.1,0.999996,0.925868
9.11,0.999988,0.925874
9.12,0.999983,0.925878
9.13,0.99998,0.925879
9.14,0.999979,0.925878
9.15,0.999981,0.925876
9.16,0.999984,0.925872
9.17,0.99999,0.925866
9.18,0.999996,0.925861
9.19,1.000002,0.925857
9.2,1.000007,0.925854
9.21,1.00001,0.925852
9.22,1.000012,0.925851
9.23,1.000014,0.925848
9.24,1.000014,0.925844
9.25,1.000014,0.925841
9.26,1.000013,0.92584
9.27,1.00001,0.925841
9.28,1.000007,0.925844
9.29,1.000004,0.925847
9.3,1.000001,0.925851
9.31,0.999998,0.925855
9.32,0.999995,0.925859
9.33,0.999992,0.925863
9.34,0.99999,0.925867
9.35,0.999987,0.925872
9.36,0.999985,0.925878
9.37,0.999982,0.925884
9.38,0.999981,0.925887
9.39,0.999981,0.925887
9.4,0.999983,0.925884
9.41,0.999986,0.925877
9.42,0.999991,0.925868
9.43,0.999995,0.925859
9.44,0.999999,0.92585
9.45,1.000003,0.925843
9.46,1.000006,0.925838
9.47,1.000008,0.925835
9.48,1.00001,0.925835
9.49,1.000011,0.925839
9.5,1.000009,0.925847
9.51,1.000005,0.925858
9.52,1,0.925871
9.53,0.999995,0.925881
9.54,0.999991,0.925888
9.55,0.999989,0.925891
9.56,0.999988,0.92589
9.57,0.999987,0.925886
9.58,0.999987,0.925879
9.59,0.999987,0.925873
9.6,0.999986,0.925867
9.61,0.999984,0.925864
9.62,0.999981,0.925863
9.63,0.999976,0.925866
9.64,0.999971,0.925869
9.65,0.999967,0.925873
9.66,0.999964,0.925875
9.67,0.999963,0.925877
9.68,0.999965,0.925878
9.69,0.999968,0.925879
9.7,0.999973,0.92588
9.71,0.999979,0.925881
9.72,0.999983,0.925881
9.73,0.999988,0.925882
9.74,0.99999,0.925883
9.75,0.999991,0.925885
9.76,0.99999,0.925887
9.77,0.999988,0.925888
9.78,0.999986,0.925888
9.79,0.999984,0.925886
9.8,0.999984,0.925883
9.81,0.999984,0.925877
9.82,0.999986,0.925871
9.83,0.99999,0.925863
9.84,0.999994,0.925856
9.85,0.999997,0.92585
9.86,1,0.925847
9.87,1,0.925847
9.88,0.999998,0.92585
9.89,0.999993,0.925855
9.9,0.999988,0.925861
9.91,0.999984,0.925866
9.92,0.999981,0.925871
9.93,0.99998,0.925874
9.94,0.999981,0.925878
9.95,0.999983,0.925881
9.96,0.999985,0.925884
9.97,0.999988,0.925885
9.98,0.999992,0.925883
9.99,0.999996,0.92588
10,1,0.925875
10.01,1.000004,0.925868
10.02,1.000007,0.925862
