b:tnow in s,s:ut in p.u.,s:cur1 in p.u.
3.86,1.063496,0.765995
3.87,1.063494,0.766006
3.88,1.063493,0.766014
3.89,1.063491,0.76602
3.9,1.06349,0.766022
3.91,1.063491,0.76602
3.92,1.063492,0.766013
3.93,1.063494,0.766003
3.94,1.063496,0.765992
3.95,1.063499,0.765981
3.96,1.0635,0.765972
3.97,1.063501,0.765966
3.98,1.063501,0.765964
3.99,1.063499,0.765966
4,1.063496,0.765971
4.01,1.063492,0.765981
4.02,1.063487,0.765993
4.03,1.063482,0.766008
4.04,1.063477,0.766022
4.05,1.063473,0.766035
4.06,1.06347,0.766044
4.07,1.06347,0.766048
4.08,1.063471,0.766046
4.09,1.063475,0.766038
4.1,1.063481,0.766024
4.11,1.063488,0.766006
4.12,1.063497,0.765987
4.13,1.063504,0.76597
4.14,1.063511,0.765959
4.15,1.063514,0.765954
4.16,1.063515,0.765957
4.17,1.063513,0.765965
4.18,1.06351,0.765975
4.19,1.063506,0.765983
4.2,1.063503,0.765986
4.21,1.063499,0.765983
4.22,1.063496,0.765975
4.23,1.063493,0.765963
4.24,1.063489,0.765948
4.25,1.063484,0.765934
4.26,1.06348,0.765919
4.27,1.063476,0.765904
4.28,1.063474,0.765888
4.29,1.063475,0.765871
4.3,1.063478,0.765853
4.31,1.063484,0.765836
4.32,1.063492,0.765821
4.33,1.063501,0.765809
4.34,1.063511,0.765802
4.35,1.06352,0.765803
4.36,1.063526,0.765814
4.37,1.063529,0.765836
4.38,1.063529,0.765867
4.39,1.063527,0.765901
4.4,1.063523,0.765935
4.41,1.063519,0.765965
4.42,1.063516,0.765986
4.43,1.063513,0.765997
4.44,1.063512,0.766
4.45,1.063511,0.765997
4.46,1.063511,0.765992
4.47,1.063511,0.765986
4.48,1.063511,0.765984
4.49,1.063511,0.765983
4.5,1.063511,0.765985
4.51,1.063512,0.765987
4.52,1.063514,0.765988
4.53,1.063515,0.765988
4.54,1.063516,0.765986
4.55,1.063517,0.765983
4.56,1.063517,0.765978
4.57,1.063516,0.765973
4.58,1.063514,0.765968
4.59,1.063511,0.765963
4.6,1.063508,0.765959
4.61,1.063505,0.765955
4.62,1.063502,0.765953
4.63,1.063499,0.765952
4.64,1.063496,0.765955
4.65,1.063493,0.765959
4.66,1.06349,0.765965
4.67,1.063488,0.765971
4.68,1.063486,0.765974
4.69,1.063486,0.765975
4.7,1.063486,0.765972
4.71,1.063486,0.765965
4.72,1.063487,0.765957
4.73,1.063489,0.765947
4.74,1.06349,0.765937
4.75,1.063492,0.765927
4.76,1.063495,0.765917
4.77,1.063498,0.765906
4.78,1.063503,0.765895
4.79,1.063507,0.765885
4.8,1.063512,0.765878
4.81,1.063515,0.765875
4.82,1.063517,0.765879
4.83,1.063518,0.765887
4.84,1.063518,0.765899
4.85,1.063517,0.765911
4.86,1.063515,0.765921
4.87,1.063514,0.765929
4.88,1.063512,0.765934
4.89,1.063511,0.765936
4.9,1.063511,0.765935
4.91,1.06351,0.765932
4.92,1.063509,0.76593
4.93,1.063507,0.765931
4.94,1.063504,0.765934
4.95,1.063501,0.76594
4.96,1.063497,0.765947
4.97,1.063492,0.765955
4.98,1.063488,0.765963
4.99,1.063483,0.765971
5,1.06348,0.765976
5.01,1.063478,0.765976
5.02,1.063478,0.76597
5.03,1.06348,0.765958
5.04,1.063484,0.765942
5.05,1.063489,0.765924
5.06,1.063495,0.765907
5.07,1.0635,0.765893
5.08,1.063505,0.765882
5.09,1.063509,0.765874
5.1,1.063511,0.765872
5.11,1.063513,0.765873
5.12,1.063513,0.765879
5.13,1.063514,0.765887
5.14,1.063514,0.765898
5.15,1.063515,0.76591
5.16,1.063515,0.765923
5.17,1.063514,0.765938
5.18,1.063512,0.765954
5.19,1.063509,0.765974
5.2,1.063504,0.765995
5.21,1.063499,0.76602
5.22,1.063494,0.766045
5.23,1.06349,0.766069
5.24,1.063487,0.766088
5.25,1.063486,0.766102
5.26,1.063487,0.766109
5.27,1.063489,0.766107
5.28,1.063494,0.766098
5.29,1.063499,0.76608
5.3,1.063504,0.766057
5.31,1.063508,0.76603
5.32,1.063511,0.766001
5.33,1.063512,0.765974
5.34,1.063512,0.76595
5.35,1.063509,0.765931
5.36,1.063505,0.76592
5.37,1.063498,0.765917
5.38,1.063491,0.76592
5.39,1.063484,0.765929
5.4,1.063478,0.76594
5.41,1.063473,0.765951
5.42,1.06347,0.76596
5.43,1.063469,0.765965
5.44,1.063469,0.765967
5.45,1.063472,0.765965
5.46,1.063475,0.76596
5.47,1.063479,0.765954
5.48,1.063483,0.765946
5.49,1.063487,0.765936
5.5,1.063491,0.765924
5.51,1.063494,0.765909
5.52,1.063498,0.765893
5.53,1.063501,0.765877
5.54,1.063504,0.765862
5.55,1.063507,0.76585
5.56,1.06351,0.76584
5.57,1.063513,0.765832
5.58,1.063516,0.765829
5.59,1.063517,0.765832
5.6,1.063517,0.765842
5.61,1.063515,0.765858
5.62,1.063512,0.765878
5.63,1.063508,0.7659
5.64,1.063504,0.765923
5.65,1.063501,0.765944
5.66,1.063499,0.765962
5.67,1.063498,0.765976
5.68,1.063497,0.765987
5.69,1.063498,0.765994
5.7,1.063499,0.765997
5.71,1.0635,0.765996
5.72,1.0635,0.765992
5.73,1.0635,0.765985
5.74,1.0635,0.765976
5.75,1.063499,0.765967
5.76,1.063499,0.765956
5.77,1.063498,0.765945
5.78,1.063497,0.765933
5.79,1.063497,0.765921
5.8,1.063496,0.765909
5.81,1.063496,0.765898
5.82,1.063496,0.76589
5.83,1.063496,0.765886
5.84,1.063496,0.765886
5.85,1.063496,0.76589
5.86,1.063497,0.765897
5.87,1.063497,0.765907
5.88,1.063497,0.765917
5.89,1.063498,0.765928
5.9,1.063499,0.765937
5.91,1.0635,0.765944
5.92,1.063501,0.765947
5.93,1.063503,0.765945
5.94,1.063504,0.765937
5.95,1.063505,0.765925
5.96,1.063507,0.765911
5.97,1.063508,0.765897
5.98,1.063509,0.765887
5.99,1.063509,0.765885
6,1.063508,0.765891
6.01,1.063506,0.765907
6.02,1.063504,0.765934
6.03,1.063501,0.765968
6.04,1.063499,0.766006
6.05,1.063497,0.766043
6.06,1.063495,0.766075
6.07,1.063495,0.766097
6.08,1.063495,0.766106
6.09,1.063496,0.766105
6.1,1.063496,0.766093
6.11,1.063496,0.766074
6.12,1.063494,0.766052
6.13,1.063491,0.766029
6.14,1.063487,0.766008
6.15,1.063481,0.765992
6.16,1.063475,0.765981
6.17,1.063469,0.765974
6.18,1.063464,0.765971
6.19,1.063461,0.765971
6.2,1.06346,0.765972
6.21,1.063462,0.765972
6.22,1.063467,0.76597
6.23,1.063475,0.765962
6.24,1.063484,0.76595
6.25,1.063495,0.765932
6.26,1.063507,0.76591
6.27,1.063518,0.765888
6.28,1.063527,0.765868
6.29,1.063533,0.765853
6.3,1.063536,0.765844
6.31,1.063536,0.765842
6.32,1.063534,0.765846
6.33,1.063529,0.765857
6.34,1.063524,0.765872
6.35,1.063518,0.76589
6.36,1.063513,0.765908
6.37,1.063509,0.765926
6.38,1.063506,0.765942
6.39,1.063504,0.765955
6.4,1.063503,0.765965
6.41,1.063503,0.765971
6.42,1.063504,0.765973
6.43,1.063505,0.765969
6.44,1.063507,0.76596
6.45,1.063508,0.765947
6.46,1.063509,0.765932
6.47,1.063509,0.765917
6.48,1.06351,0.765903
6.49,1.06351,0.765891
6.5,1.06351,0.765885
6.51,1.063508,0.765886
6.52,1.063506,0.765894
6.53,1.063503,0.765909
6.54,1.063499,0.765928
6.55,1.063495,0.765951
6.56,1.063492,0.765976
6.57,1.063488,0.766001
6.58,1.063485,0.766023
6.59,1.063483,0.766042
6.6,1.063482,0.766056
6.61,1.063481,0.766065
6.62,1.06348,0.766071
6.63,1.06348,0.766074
6.64,1.063479,0.766073
6.65,1.063478,0.766069
6.66,1.063479,0.766061
6.67,1.06348,0.76605
6.68,1.063482,0.766036
6.69,1.063485,0.766021
6.7,1.063488,0.766006
6.71,1.063491,0.765989
6.72,1.063496,0.765968
6.73,1.063501,0.765943
6.74,1.063506,0.765913
6.75,1.063512,0.76588
6.76,1.063517,0.765848
6.77,1.063522,0.76582
6.78,1.063524,0.765798
6.79,1.063525,0.765783
6.8,1.063524,0.765776
6.81,1.063521,0.765776
6.82,1.063518,0.765781
6.83,1.063513,0.76579
6.84,1.063509,0.765799
6.85,1.063505,0.765809
6.86,1.063501,0.76582
6.87,1.063497,0.765833
6.88,1.063494,0.765848
6.89,1.063491,0.765865
6.9,1.06349,0.765882
6.91,1.063489,0.765898
6.92,1.063491,0.765912
6.93,1.063494,0.765922
6.94,1.063499,0.765927
6.95,1.063504,0.765929
6.96,1.06351,0.765928
6.97,1.063516,0.765927
6.98,1.06352,0.765927
6.99,1.063522,0.765931
7,1.063523,0.765939
7.01,1.063522,0.765952
7.02,1.06352,0.765969
7.03,1.063516,0.765988
7.04,1.063513,0.766006
7.05,1.06351,0.766022
7.06,1.063508,0.766032
7.07,1.063507,0.766035
7.08,1.063507,0.766032
7.09,1.063508,0.766024
7.1,1.06351,0.766012
7.11,1.063511,0.766
7.12,1.063512,0.765988
7.13,1.063512,0.765981
7.14,1.063511,0.765979
7.15,1.063509,0.765983
7.16,1.063506,0.765993
7.17,1.063502,0.766007
7.18,1.063499,0.766023
7.19,1.063497,0.766038
7.2,1.063496,0.76605
7.21,1.063497,0.766058
7.22,1.0635,0.76606
7.23,1.063503,0.766057
7.24,1.063508,0.766048
7.25,1.063513,0.766034
7.26,1.063517,0.766017
7.27,1.063521,0.765999
7.28,1.063524,0.765982
7.29,1.063525,0.765967
7.3,1.063525,0.765957
7.31,1.063524,0.765951
7.32,1.063523,0.76595
7.33,1.06352,0.765952
7.34,1.063518,0.765956
7.35,1.063515,0.765961
7.36,1.063513,0.765965
7.37,1.06351,0.765967
7.38,1.063507,0.765968
7.39,1.063504,0.765966
7.4,1.063502,0.765962
7.41,1.0635,0.765956
7.42,1.063499,0.765949
7.43,1.063499,0.765939
7.44,1.063499,0.765929
7.45,1.0635,0.765919
7.46,1.0635,0.765911
7.47,1.063501,0.765905
7.48,1.0635,0.765902
7.49,1.0635,0.765899
7.5,1.0635,0.765896
7.51,1.063502,0.765891
7.52,1.063505,0.765882
7.53,1.063509,0.76587
7.54,1.063513,0.765856
7.55,1.063518,0.76584
7.56,1.063522,0.765824
7.57,1.063524,0.765811
7.58,1.063525,0.765804
7.59,1.063524,0.765804
7.6,1.06352,0.765814
7.61,1.063514,0.765834
7.62,1.063506,0.765861
7.63,1.063497,0.765892
7.64,1.06349,0.765923
7.65,1.063484,0.76595
7.66,1.063481,0.76597
7.67,1.063481,0.765983
7.68,1.063483,0.765988
7.69,1.063486,0.765988
7.7,1.063491,0.765982
7.71,1.063495,0.765973
7.72,1.0635,0.765962
7.73,1.063503,0.76595
7.74,1.063506,0.76594
7.75,1.063507,0.765933
7.76,1.063506,0.765928
7.77,1.063505,0.765926
7.78,1.063503,0.765923
7.79,1.063502,0.765919
7.8,1.063501,0.765913
7.81,1.0635,0.765906
7.82,1.0635,0.7659
7.83,1.0635,0.765898
7.84,1.0635,0.7659
7.85,1.0635,0.765908
7.86,1.0635,0.76592
7.87,1.063501,0.765935
7.88,1.063503,0.76595
7.89,1.063505,0.765965
7.9,1.063507,0.765977
7.91,1.063509,0.765985
7.92,1.063511,0.765989
7.93,1.063512,0.765989
7.94,1.063512,0.765985
7.95,1.063511,0.765978
7.96,1.06351,0.765969
7.97,1.063509,0.765959
7.98,1.063507,0.765948
7.99,1.063505,0.765938
8,1.063504,0.765929
8.01,1.063503,0.765921
8.02,1.063503,0.765914
8.03,1.063504,0.765909
8.04,1.063506,0.765906
8.05,1.063507,0.765906
8.06,1.063509,0.76591
8.07,1.06351,0.765918
8.08,1.06351,0.765929
8.09,1.063509,0.765944
8.1,1.063508,0.76596
8.11,1.063505,0.765976
8.12,1.063502,0.765991
8.13,1.063499,0.766006
8.14,1.063495,0.766017
8.15,1.063491,0.766025
8.16,1.063488,0.766027
8.17,1.063484,0.766026
8.18,1.063481,0.76602
8.19,1.063478,0.766011
8.2,1.063476,0.766001
8.21,1.063475,0.76599
8.22,1.063475,0.765981
8.23,1.063476,0.765975
8.24,1.063478,0.765973
8.25,1.063481,0.765974
8.26,1.063484,0.765978
8.27,1.063489,0.765984
8.28,1.063492,0.76599
8.29,1.063496,0.765994
8.3,1.063498,0.765998
8.31,1.063499,0.766001
8.32,1.063499,0.766004
8.33,1.063499,0.766009
8.34,1.063497,0.766016
8.35,1.063495,0.766026
8.36,1.063493,0.766039
8.37,1.06349,0.766054
8.38,1.063488,0.766068
8.39,1.063487,0.766079
8.4,1.063488,0.766085
8.41,1.063489,0.766085
8.42,1.063493,0.766078
8.43,1.063497,0.766063
8.44,1.063503,0.766042
8.45,1.063508,0.766019
8.46,1.063512,0.765998
8.47,1.063515,0.765983
8.48,1.063516,0.765976
8.49,1.063513,0.765978
8.5,1.063509,0.76599
8.51,1.063503,0.76601
8.52,1.063495,0.766035
8.53,1.063488,0.766061
8.54,1.063481,0.766084
8.55,1.063477,0.766099
8.56,1.063475,0.766102
8.57,1.063476,0.766091
8.58,1.06348,0.766064
8.59,1.063486,0.766026
8.6,1.063493,0.765979
8.61,1.063499,0.765931
8.62,1.063505,0.765886
8.63,1.06351,0.765845
8.64,1.063513,0.765813
8.65,1.063515,0.765791
8.66,1.063516,0.76578
8.67,1.063515,0.765779
8.68,1.063512,0.765787
8.69,1.063508,0.7658
8.7,1.063504,0.765818
8.71,1.063498,0.765838
8.72,1.063493,0.765859
8.73,1.063488,0.765882
8.74,1.063483,0.765904
8.75,1.06348,0.765926
8.76,1.063478,0.765944
8.77,1.063477,0.765958
8.78,1.063479,0.765964
8.79,1.063482,0.765963
8.8,1.063487,0.765953
8.81,1.063493,0.765937
8.82,1.063499,0.765916
8.83,1.063504,0.765895
8.84,1.063507,0.765876
8.85,1.063508,0.765863
8.86,1.063506,0.765855
8.87,1.063502,0.765852
8.88,1.063497,0.765855
8.89,1.063491,0.765861
8.9,1.063485,0.765871
8.91,1.06348,0.765882
8.92,1.063477,0.765895
8.93,1.063476,0.765907
8.94,1.063477,0.765918
8.95,1.06348,0.765925
8.96,1.063485,0.76593
8.97,1.06349,0.765932
8.98,1.063497,0.76593
8.99,1.063504,0.765925
9,1.063511,0.765917
9.01,1.063518,0.765907
9.02,1.063523,0.765895
9.03,1.063527,0.765882
9.04,1.06353,0.765868
9.05,1.06353,0.765855
9.06,1.063529,0.765846
9.07,1.063525,0.765842
9.08,1.06352,0.765843
9.09,1.063514,0.765848
9.1,1.063509,0.765854
9.11,1.063505,0.765862
9.12,1.063501,0.765869
9.13,1.063499,0.765877
9.14,1.063497,0.765885
9.15,1.063497,0.765895
9.16,1.063497,0.765904
9.17,1.063499,0.765913
9.18,1.063501,0.76592
9.19,1.063504,0.765929
9.2,1.063506,0.765941
9.21,1.063507,0.765956
9.22,1.063508,0.765972
9.23,1.063508,0.765987
9.24,1.063508,0.766
9.25,1.063508,0.766009
9.26,1.063507,0.766015
9.27,1.063505,0.766018
9.28,1.063503,0.766016
9.29,1.063501,0.766011
9.3,1.063499,0.766002
9.31,1.063498,0.765989
9.32,1.063497,0.765975
9.33,1.063496,0.765959
9.34,1.063495,0.765944
9.35,1.063494,0.765932
9.36,1.063494,0.765925
9.37,1.063493,0.765925
9.38,1.063493,0.765932
9.39,1.063492,0.765944
9.4,1.063493,0.765959
9.41,1.063494,0.765974
9.42,1.063495,0.765988
9.43,1.063497,0.765997
9.44,1.063499,0.766002
9.45,1.0635,0.766001
9.46,1.063502,0.765993
9.47,1.063504,0.76598
9.48,1.063506,0.765961
9.49,1.063507,0.765941
9.5,1.063507,0.765924
9.51,1.063506,0.765911
9.52,1.063504,0.765905
9.53,1.063501,0.765907
9.54,1.063498,0.765914
9.55,1.063496,0.765927
9.56,1.063494,0.765943
9.57,1.063493,0.765962
9.58,1.063491,0.765981
9.59,1.063489,0.765999
9.6,1.063487,0.766014
9.61,1.063485,0.766028
9.62,1.063482,0.766039
9.63,1.06348,0.766049
9.64,1.063477,0.766056
9.65,1.063474,0.766061
9.66,1.063472,0.766061
9.67,1.063472,0.766057
9.68,1.063472,0.766048
9.69,1.063475,0.766034
9.7,1.063478,0.766018
9.71,1.063482,0.766001
9.72,1.063486,0.765983
9.73,1.06349,0.765968
9.74,1.063494,0.765956
9.75,1.063496,0.765948
9.76,1.063498,0.765947
9.77,1.063499,0.765951
9.78,1.063499,0.76596
9.79,1.063499,0.765971
9.8,1.063499,0.765982
9.81,1.063499,0.765992
9.82,1.063499,0.766
9.83,1.0635,0.766003
9.84,1.063501,0.766003
9.85,1.063502,0.766
9.86,1.063502,0.765996
9.87,1.063501,0.765992
9.88,1.063498,0.765987
9.89,1.063496,0.765983
9.9,1.063492,0.765978
9.91,1.06349,0.765972
9.92,1.063488,0.765963
9.93,1.063488,0.765954
9.94,1.063488,0.765947
9.95,1.06349,0.765943
9.96,1.063491,0.765944
