b:tnow in s,s:ut in p.u.,s:cur1 in p.u.
0.82,0.999998,0.935596
0.83,0.999998,0.935598
0.84,0.999998,0.935602
0.85,0.999998,0.935608
0.86,0.999997,0.935614
0.87,0.999998,0.935619
0.88,0.999998,0.935623
0.89,1,0.935625
0.9,1.000003,0.935625
0.91,1.000005,0.935625
0.92,1.000007,0.935626
0.93,1.000008,0.935626
0.94,1.000008,0.935626
0.95,1.000007,0.935627
0.96,1.000005,0.935626
0.97,1.000003,0.935626
0.98,1.000002,0.935625
0.99,0.999999,0.935625
1,0.999997,0.935623
1.01,0.999994,0.935621
1.02,0.999991,0.935617
1.03,0.999989,0.935613
1.04,0.999988,0.935609
1.05,0.999987,0.935607
1.06,0.999987,0.935606
1.07,0.999989,0.935606
1.08,0.999991,0.935605
1.09,0.999995,0.935606
1.1,0.999999,0.935607
1.11,1.000003,0.935609
1.12,1.000008,0.935611
1.13,1.000013,0.935611
1.14,1.000018,0.935611
1.15,1.000023,0.935612
1.16,1.000026,0.935614
1.17,1.000027,0.935616
1.18,1.000027,0.935616
1.19,1.000026,0.935614
1.2,1.000025,0.93561
1.21,1.000024,0.935603
1.22,1.000023,0.935595
1.23,1.000023,0.935587
1.24,1.000022,0.935581
1.25,1.00002,0.935578
1.26,1.000016,0.93558
1.27,1.000009,0.935586
1.28,0.999999,0.935597
1.29,0.999986,0.93561
1.3,0.999971,0.935625
1.31,0.999956,0.935639
1.32,0.999942,0.935653
1.33,0.999932,0.935664
1.34,0.999926,0.935674
1.35,0.999923,0.935682
1.36,0.999925,0.935687
1.37,0.999929,0.93569
1.38,0.999937,0.935688
1.39,0.999947,0.935681
1.4,0.99996,0.935669
1.41,0.999975,0.935653
1.42,0.999989,0.935635
1.43,1.000001,0.935618
1.44,1.000009,0.935605
1.45,1.000012,0.935598
1.46,1.000011,0.935597
1.47,1.000006,0.935601
1.48,0.999997,0.935609
1.49,0.999987,0.935619
1.5,0.999977,0.935629
1.51,0.999968,0.935639
1.52,0.999962,0.935647
1.53,0.999958,0.935653
1.54,0.999957,0.935657
1.55,0.999959,0.935659
1.56,0.999964,0.93566
1.57,0.999969,0.935659
1.58,0.999975,0.935657
1.59,0.999982,0.935653
1.6,0.999989,0.935646
1.61,0.999996,0.935637
1.62,1.000003,0.935626
1.63,1.00001,0.935615
1.64,1.000016,0.935604
1.65,1.00002,0.935594
1.66,1.000023,0.935588
1.67,1.000024,0.935584
1.68,1.000022,0.935586
1.69,1.000017,0.935591
1.7,1.00001,0.9356
1.71,1.000001,0.935612
1.72,0.999992,0.935623
1.73,0.999983,0.935632
1.74,0.999976,0.935637
1.75,0.999973,0.935638
1.76,0.999973,0.935633
1.77,0.999978,0.935627
1.78,0.999984,0.93562
1.79,0.999992,0.935615
1.8,1.000001,0.93561
1.81,1.00001,0.935607
1.82,1.000019,0.935604
1.83,1.000027,0.935603
1.84,1.000032,0.935603
1.85,1.000035,0.935604
1.86,1.000035,0.935604
1.87,1.000034,0.935603
1.88,1.000031,0.935601
1.89,1.000027,0.935599
1.9,1.000023,0.935598
1.91,1.000017,0.935599
1.92,1.000011,0.935602
1.93,1.000005,0.935605
1.94,1,0.935608
1.95,0.999996,0.935611
1.96,0.999993,0.935611
1.97,0.999991,0.935611
1.98,0.999991,0.93561
1.99,0.999992,0.93561
2,0.999994,0.935611
2.01,0.999996,0.935613
2.02,0.999998,0.935615
2.03,0.999999,0.935617
2.04,1,0.93562
2.05,1.000001,0.935623
2.06,1.000002,0.935624
2.07,1.000003,0.935623
2.08,1.000006,0.935621
2.09,1.000009,0.935617
2.1,1.000012,0.935612
2.11,1.000015,0.935606
2.12,1.000018,0.935601
2.13,1.00002,0.935596
2.14,1.000022,0.935592
2.15,1.000023,0.93559
2.16,1.000023,0.935588
2.17,1.000024,0.935587
2.18,1.000025,0.935587
2.19,1.000026,0.935588
2.2,1.000027,0.93559
2.21,1.000027,0.935594
2.22,1.000026,0.935599
2.23,1.000023,0.935606
2.24,1.00002,0.935613
2.25,1.000016,0.935619
2.26,1.000012,0.935623
2.27,1.000008,0.935625
2.28,1.000005,0.935624
2.29,1.000002,0.935621
2.3,1.000001,0.935617
2.31,1.000002,0.935612
2.32,1.000004,0.935606
2.33,1.000009,0.935597
2.34,1.000016,0.935588
2.35,1.000025,0.935578
2.36,1.000034,0.935568
2.37,1.000043,0.935562
2.38,1.000049,0.93556
2.39,1.000052,0.935563
2.4,1.000051,0.935569
2.41,1.000047,0.935577
2.42,1.000041,0.935586
2.43,1.000032,0.935595
2.44,1.000023,0.935604
2.45,1.000014,0.935612
2.46,1.000005,0.93562
2.47,0.999996,0.935626
2.48,0.999989,0.935631
2.49,0.999983,0.935633
2.5,0.99998,0.935632
2.51,0.99998,0.93563
2.52,0.999981,0.935627
2.53,0.999983,0.935625
2.54,0.999985,0.935624
2.55,0.999987,0.935624
2.56,0.999989,0.935623
2.57,0.999992,0.935622
2.58,0.999995,0.935619
2.59,0.999999,0.935616
2.6,1.000002,0.935613
2.61,1.000005,0.93561
2.62,1.000006,0.935609
2.63,1.000005,0.935611
2.64,1.000002,0.935616
2.65,0.999998,0.935621
2.66,0.999993,0.935626
2.67,0.999989,0.93563
2.68,0.999986,0.93563
2.69,0.999985,0.93563
2.7,0.999984,0.935628
2.71,0.999984,0.935627
2.72,0.999985,0.935625
2.73,0.999986,0.935624
2.74,0.999987,0.935622
2.75,0.999988,0.935622
2.76,0.999988,0.935624
2.77,0.999987,0.935627
2.78,0.999986,0.935632
2.79,0.999985,0.935635
2.8,0.999985,0.935637
2.81,0.999987,0.935637
2.82,0.999989,0.935635
2.83,0.999993,0.935633
2.84,0.999996,0.93563
2.85,1,0.935624
2.86,1.000006,0.935616
2.87,1.000013,0.935607
2.88,1.000021,0.935597
2.89,1.000029,0.935589
2.9,1.000036,0.935584
2.91,1.000041,0.935581
2.92,1.000045,0.935581
2.93,1.000047,0.935582
2.94,1.000048,0.935581
2.95,1.000048,0.935579
2.96,1.000048,0.935577
2.97,1.000046,0.935576
2.98,1.000043,0.935576
2.99,1.000039,0.935578
3,1.000035,0.93558
3.01,1.000031,0.935583
3.02,1.000027,0.935588
3.03,1.000023,0.935594
3.04,1.000019,0.935601
3.05,1.000015,0.935607
3.06,1.000011,0.935612
3.07,1.000007,0.935616
3.08,1.000002,0.935619
3.09,0.999997,0.93562
3.1,0.999991,0.935621
3.11,0.999987,0.935619
3.12,0.999984,0.935615
3.13,0.999983,0.935611
3.14,0.999985,0.935607
3.15,0.999989,0.935606
3.16,0.999993,0.935607
3.17,0.999997,0.935611
3.18,0.999999,0.935618
3.19,1,0.935626
3.2,0.999998,0.935633
3.21,0.999995,0.935638
3.22,0.999991,0.93564
3.23,0.999987,0.93564
3.24,0.999984,0.935639
3.25,0.999981,0.935638
3.26,0.999979,0.935635
3.27,0.99998,0.935632
3.28,0.999982,0.935627
3.29,0.999987,0.935622
3.3,0.999993,0.935616
3.31,1,0.93561
3.32,1.000007,0.935605
3.33,1.000013,0.935603
3.34,1.000016,0.935603
3.35,1.000018,0.935605
3.36,1.000017,0.935609
3.37,1.000016,0.935613
3.38,1.000013,0.935616
3.39,1.00001,0.935619
3.4,1.000006,0.935621
3.41,1.000003,0.93562
3.42,0.999999,0.935618
3.43,0.999997,0.935615
3.44,0.999995,0.935613
3.45,0.999994,0.935612
3.46,0.999993,0.935612
3.47,0.999992,0.935613
3.48,0.999992,0.935614
3.49,0.999993,0.935616
3.5,0.999994,0.935619
3.51,0.999995,0.935621
3.52,0.999997,0.935623
3.53,1,0.935623
3.54,1.000003,0.935623
3.55,1.000006,0.935621
3.56,1.000009,0.935619
3.57,1.000011,0.935616
3.58,1.000012,0.935614
3.59,1.000013,0.935611
3.6,1.000012,0.935609
3.61,1.00001,0.935607
3.62,1.000008,0.935606
3.63,1.000005,0.935606
3.64,1.000002,0.935607
3.65,0.999998,0.93561
3.66,0.999994,0.935614
3.67,0.999989,0.93562
3.68,0.999984,0.935627
3.69,0.999979,0.935632
3.7,0.999975,0.935637
3.71,0.999972,0.935642
3.72,0.999971,0.935646
3.73,0.999971,0.935649
3.74,0.999972,0.93565
3.75,0.999975,0.935648
3.76,0.99998,0.935645
3.77,0.999985,0.935639
3.78,0.999992,0.935632
3.79,0.999999,0.935624
3.8,1.000006,0.935616
3.81,1.000012,0.93561
3.82,1.000016,0.935607
3.83,1.000018,0.935607
3.84,1.000017,0.935608
3.85,1.000016,0.935609
3.86,1.000013,0.93561
3.87,1.000011,0.93561
3.88,1.000008,0.93561
3.89,1.000005,0.935611
3.9,1.000003,0.935612
3.91,1.000001,0.935612
3.92,1,0.935612
3.93,1.000001,0.935612
3.94,1.000003,0.935612
3.95,1.000004,0.935612
3.96,1.000006,0.935613
3.97,1.000007,0.935612
3.98,1.000006,0.935612
3.99,1.000004,0.935612
4,1,0.935615
4.01,0.999994,0.93562
4.02,0.999986,0.935626
4.03,0.999978,0.935634
4.04,0.99997,0.935641
4.05,0.999963,0.935646
4.06,0.999958,0.93565
4.07,0.999955,0.935651
4.08,0.999956,0.935649
4.09,0.999961,0.935644
4.1,0.999969,0.935636
4.11,0.999981,0.935627
4.12,0.999995,0.935618
4.13,1.000008,0.93561
4.14,1.000019,0.935605
4.15,1.000026,0.935602
4.16,1.000028,0.935603
4.17,1.000026,0.935605
4.18,1.000021,0.935609
4.19,1.000016,0.935611
4.2,1.00001,0.935614
4.21,1.000005,0.935616
4.22,1,0.935619
4.23,0.999994,0.935623
4.24,0.999987,0.93563
4.25,0.99998,0.935638
4.26,0.999972,0.935646
4.27,0.999966,0.935652
4.28,0.999962,0.935655
4.29,0.999963,0.935655
4.3,0.999968,0.93565
4.31,0.999978,0.935642
4.32,0.999991,0.935631
4.33,1.000007,0.935618
4.34,1.000024,0.935604
4.35,1.000039,0.935593
4.36,1.000049,0.935586
4.37,1.000053,0.935584
4.38,1.000052,0.935583
4.39,1.000047,0.935584
4.4,1.000039,0.935585
4.41,1.000031,0.935585
4.42,1.000025,0.935585
4.43,1.00002,0.935586
4.44,1.000016,0.935587
4.45,1.000015,0.93559
4.46,1.000014,0.935595
4.47,1.000013,0.9356
4.48,1.000013,0.935605
4.49,1.000013,0.935608
4.5,1.000016,0.935608
4.51,1.00002,0.935604
4.52,1.000025,0.935598
4.53,1.00003,0.935591
4.54,1.000035,0.935585
4.55,1.000038,0.935581
4.56,1.000039,0.93558
4.57,1.000037,0.935581
4.58,1.000032,0.935586
4.59,1.000026,0.935592
4.6,1.000018,0.9356
4.61,1.00001,0.935609
4.62,1.000002,0.935618
4.63,0.999994,0.935628
4.64,0.999986,0.935638
4.65,0.999979,0.935645
4.66,0.999974,0.935649
4.67,0.999971,0.93565
4.68,0.999969,0.935648
4.69,0.999969,0.935645
4.7,0.99997,0.935642
4.71,0.999971,0.93564
4.72,0.999973,0.935639
4.73,0.999973,0.935639
4.74,0.999974,0.93564
4.75,0.999974,0.93564
4.76,0.999976,0.93564
4.77,0.999979,0.935637
4.78,0.999984,0.935633
4.79,0.999991,0.935627
4.8,0.999997,0.935622
4.81,1.000003,0.935618
4.82,1.000008,0.935615
4.83,1.000011,0.935612
4.84,1.000014,0.935609
4.85,1.000016,0.935604
4.86,1.000018,0.9356
4.87,1.00002,0.935597
4.88,1.000021,0.935595
4.89,1.000022,0.935595
4.9,1.000022,0.935596
4.91,1.00002,0.935599
4.92,1.000017,0.935605
4.93,1.000012,0.935614
4.94,1.000004,0.935623
4.95,0.999996,0.935632
4.96,0.999988,0.93564
4.97,0.999979,0.935647
4.98,0.999971,0.935652
4.99,0.999963,0.935656
5,0.999958,0.935658
5.01,0.999954,0.935657
5.02,0.999954,0.935652
5.03,0.999958,0.935645
5.04,0.999966,0.935637
5.05,0.999976,0.935628
5.06,0.999987,0.935621
5.07,0.999997,0.935615
5.08,1.000006,0.935612
5.09,1.000013,0.93561
5.1,1.000019,0.93561
5.11,1.000022,0.93561
5.12,1.000023,0.93561
5.13,1.000024,0.935609
5.14,1.000025,0.935607
5.15,1.000025,0.935603
5.16,1.000025,0.935599
5.17,1.000024,0.935597
5.18,1.000021,0.935597
5.19,1.000016,0.935601
5.2,1.000008,0.935608
5.21,0.999999,0.935618
5.22,0.99999,0.935627
5.23,0.999983,0.935633
5.24,0.999979,0.935635
5.25,0.99998,0.935634
5.26,0.999984,0.935629
5.27,0.99999,0.935622
5.28,0.999999,0.935613
5.29,1.000008,0.935603
5.3,1.000016,0.935595
5.31,1.000023,0.935589
5.32,1.000027,0.935586
5.33,1.000028,0.935588
5.34,1.000026,0.935593
5.35,1.000021,0.935602
5.36,1.000013,0.935614
5.37,1.000002,0.935627
5.38,0.99999,0.93564
5.39,0.999979,0.935652
5.4,0.999969,0.93566
5.41,0.999961,0.935665
5.42,0.999956,0.935666
5.43,0.999954,0.935664
5.44,0.999955,0.935659
5.45,0.999958,0.935652
5.46,0.999963,0.935644
5.47,0.999968,0.935638
5.48,0.999973,0.935632
5.49,0.999977,0.935627
5.5,0.999981,0.935623
5.51,0.999985,0.935621
5.52,0.999989,0.93562
5.53,0.999993,0.935621
5.54,0.999997,0.935623
5.55,1.000001,0.935625
5.56,1.000005,0.935626
5.57,1.000009,0.935625
5.58,1.000013,0.935624
5.59,1.000015,0.935623
5.6,1.000016,0.935622
5.61,1.000015,0.935621
5.62,1.000011,0.935622
5.63,1.000007,0.935622
5.64,1.000002,0.935622
5.65,0.999998,0.935621
5.66,0.999996,0.935619
5.67,0.999995,0.935616
5.68,0.999995,0.935612
5.69,0.999996,0.935608
5.7,0.999998,0.935605
5.71,1,0.935602
5.72,1.000001,0.935603
5.73,1,0.935606
5.74,0.999998,0.935612
5.75,0.999996,0.935619
5.76,0.999993,0.935625
5.77,0.99999,0.93563
5.78,0.999989,0.935633
5.79,0.999988,0.935635
5.8,0.999988,0.935636
5.81,0.999988,0.935638
5.82,0.999988,0.93564
5.83,0.999989,0.935642
5.84,0.99999,0.935643
5.85,0.99999,0.935643
5.86,0.999991,0.935642
5.87,0.999992,0.935638
5.88,0.999993,0.935634
5.89,0.999994,0.935628
5.9,0.999995,0.935622
5.91,0.999995,0.935615
5.92,0.999997,0.935608
5.93,0.999999,0.935601
5.94,1.000002,0.935596
5.95,1.000006,0.935592
5.96,1.000009,0.935592
5.97,1.000012,0.935596
5.98,1.000013,0.935604
5.99,1.000012,0.935615
6,1.000009,0.935628
6.01,1.000003,0.935641
6.02,0.999997,0.93565
6.03,0.999991,0.935655
6.04,0.999985,0.935655
6.05,0.999982,0.935649
6.06,0.999981,0.935638
6.07,0.999982,0.935623
6.08,0.999986,0.935609
6.09,0.999991,0.935598
6.1,0.999995,0.935592
6.11,0.999997,0.935593
6.12,0.999996,0.9356
6.13,0.999991,0.935614
6.14,0.999982,0.935631
6.15,0.999971,0.935649
6.16,0.999959,0.935667
6.17,0.999947,0.935681
6.18,0.999937,0.935691
6.19,0.99993,0.935696
6.2,0.999928,0.935696
6.21,0.99993,0.93569
6.22,0.999939,0.935679
6.23,0.999952,0.935663
6.24,0.99997,0.935644
6.25,0.99999,0.935625
6.26,1.000011,0.935608
6.27,1.00003,0.935593
6.28,1.000046,0.935584
6.29,1.000056,0.935579
6.3,1.00006,0.935578
6.31,1.000059,0.935582
6.32,1.000052,0.935588
6.33,1.000042,0.935596
6.34,1.000029,0.935605
6.35,1.000017,0.935613
6.36,1.000006,0.935619
6.37,0.999997,0.935623
6.38,0.999991,0.935625
6.39,0.999987,0.935625
6.4,0.999986,0.935623
6.41,0.999986,0.93562
6.42,0.999987,0.935617
6.43,0.999989,0.935616
6.44,0.999991,0.935616
6.45,0.999993,0.935618
6.46,0.999994,0.935623
6.47,0.999995,0.935628
6.48,0.999995,0.935633
6.49,0.999996,0.935638
6.5,0.999996,0.935641
6.51,0.999995,0.935644
6.52,0.999993,0.935645
6.53,0.99999,0.935645
6.54,0.999986,0.935643
6.55,0.999982,0.93564
6.56,0.999978,0.935636
6.57,0.999974,0.935633
6.58,0.99997,0.93563
6.59,0.999967,0.935628
6.6,0.999964,0.935626
6.61,0.999962,0.935627
6.62,0.99996,0.935629
6.63,0.999958,0.935634
6.64,0.999955,0.935639
6.65,0.999954,0.935644
6.66,0.999954,0.935648
6.67,0.999957,0.935649
6.68,0.999961,0.93565
6.69,0.999966,0.935649
6.7,0.999973,0.935646
6.71,0.999981,0.935642
6.72,0.999989,0.935637
6.73,0.999998,0.93563
6.74,1.000006,0.935624
6.75,1.000014,0.935619
6.76,1.000019,0.935617
6.77,1.000021,0.935618
6.78,1.00002,0.935621
6.79,1.000015,0.935626
6.8,1.000009,0.935631
6.81,1,0.935636
6.82,0.999991,0.935641
6.83,0.999983,0.935645
6.84,0.999976,0.935647
6.85,0.999971,0.935649
6.86,0.999968,0.935651
6.87,0.999966,0.935652
6.88,0.999964,0.935654
6.89,0.999964,0.935655
6.9,0.999966,0.935652
6.91,0.99997,0.935646
6.92,0.999978,0.935637
6.93,0.999988,0.935624
6.94,1,0.93561
6.95,1.000013,0.935598
6.96,1.000026,0.935589
6.97,1.000036,0.935584
6.98,1.000043,0.935584
6.99,1.000045,0.935588
7,1.000043,0.935594
7.01,1.000038,0.9356
7.02,1.000031,0.935605
7.03,1.000023,0.935608
7.04,1.000016,0.935609
7.05,1.000011,0.935607
7.06,1.000007,0.935604
7.07,1.000007,0.9356
7.08,1.000009,0.935595
7.09,1.000012,0.935591
7.1,1.000016,0.93559
7.11,1.000018,0.935592
7.12,1.00002,0.935597
7.13,1.000019,0.935605
7.14,1.000016,0.935613
7.15,1.000012,0.935621
7.16,1.000007,0.935628
7.17,1.000001,0.935633
7.18,0.999997,0.935635
7.19,0.999995,0.935632
7.2,0.999996,0.935626
7.21,1,0.935619
7.22,1.000006,0.935612
7.23,1.000013,0.935605
7.24,1.00002,0.935599
7.25,1.000027,0.935595
7.26,1.000032,0.935593
7.27,1.000034,0.935593
7.28,1.000035,0.935594
7.29,1.000033,0.935597
7.3,1.000029,0.9356
7.31,1.000024,0.935602
7.32,1.00002,0.935604
7.33,1.000015,0.935604
7.34,1.000012,0.935604
7.35,1.000009,0.935603
7.36,1.000007,0.935602
7.37,1.000005,0.935602
7.38,1.000003,0.935604
7.39,1.000002,0.935607
7.4,1.000001,0.935612
7.41,0.999999,0.935618
7.42,0.999999,0.935624
7.43,0.999998,0.935628
7.44,0.999999,0.935632
7.45,0.999999,0.935633
7.46,0.999999,0.935634
7.47,0.999999,0.935634
7.48,0.999997,0.935633
7.49,0.999997,0.935631
7.5,0.999998,0.935626
7.51,1.000001,0.935619
7.52,1.000006,0.93561
7.53,1.000013,0.935601
7.54,1.00002,0.935592
7.55,1.000027,0.935586
7.56,1.000032,0.935583
7.57,1.000035,0.935584
7.58,1.000034,0.935589
7.59,1.00003,0.935597
7.6,1.000022,0.935608
7.61,1.000011,0.935619
7.62,0.999998,0.93563
7.63,0.999987,0.935638
7.64,0.999977,0.935643
7.65,0.999971,0.935643
7.66,0.999969,0.93564
7.67,0.999972,0.935636
7.68,0.999977,0.935631
7.69,0.999985,0.935626
7.7,0.999992,0.935621
7.71,1,0.935616
7.72,1.000006,0.935612
7.73,1.000011,0.935608
7.74,1.000014,0.935607
7.75,1.000014,0.935607
7.76,1.000012,0.935609
7.77,1.000009,0.935611
7.78,1.000005,0.935614
7.79,1.000002,0.935616
7.8,1,0.935618
7.81,0.999998,0.93562
7.82,0.999997,0.935624
7.83,0.999995,0.93563
7.84,0.999992,0.935637
7.85,0.99999,0.935643
7.86,0.999988,0.935646
7.87,0.999988,0.935646
7.88,0.99999,0.935642
7.89,0.999994,0.935636
7.9,0.999999,0.935628
7.91,1.000004,0.935619
7.92,1.000009,0.93561
7.93,1.000013,0.935603
7.94,1.000016,0.935597
7.95,1.000018,0.935594
7.96,1.000018,0.935593
7.97,1.000017,0.935595
7.98,1.000015,0.935597
7.99,1.000013,0.9356
8,1.000011,0.935603
8.01,1.00001,0.935605
8.02,1.000011,0.935607
8.03,1.000012,0.935608
8.04,1.000014,0.935609
8.05,1.000015,0.935611
8.06,1.000015,0.935614
8.07,1.000013,0.935618
8.08,1.000009,0.935623
8.09,1.000004,0.935628
8.1,0.999999,0.935633
8.11,0.999994,0.935637
8.12,0.999988,0.93564
8.13,0.999983,0.935642
8.14,0.999979,0.935642
8.15,0.999975,0.935641
8.16,0.999971,0.935639
8.17,0.999967,0.935639
8.18,0.999963,0.93564
8.19,0.99996,0.935643
8.2,0.999957,0.935647
8.21,0.999956,0.935651
8.22,0.999957,0.935654
8.23,0.999959,0.935657
8.24,0.999963,0.935657
8.25,0.999968,0.935654
8.26,0.999976,0.935647
8.27,0.999985,0.935638
8.28,0.999993,0.935628
8.29,1.000001,0.935619
8.3,1.000007,0.935612
8.31,1.000011,0.935608
8.32,1.000013,0.935607
8.33,1.000013,0.93561
8.34,1.000012,0.935614
8.35,1.00001,0.935619
8.36,1.000007,0.935623
8.37,1.000004,0.935625
8.38,1.000001,0.935624
8.39,1,0.935621
8.4,1,0.935616
8.41,1.000002,0.935611
8.42,1.000006,0.935606
8.43,1.000011,0.935601
8.44,1.000017,0.935599
8.45,1.000023,0.9356
8.46,1.000028,0.935603
8.47,1.000029,0.93561
8.48,1.000028,0.935618
8.49,1.000022,0.935627
8.5,1.000013,0.935636
8.51,1.000002,0.935644
8.52,0.99999,0.93565
8.53,0.999979,0.935652
8.54,0.99997,0.93565
8.55,0.999965,0.935642
8.56,0.999965,0.93563
8.57,0.99997,0.935616
8.58,0.999979,0.935602
8.59,0.999991,0.935591
8.6,1.000003,0.935587
8.61,1.000013,0.935588
8.62,1.00002,0.935593
8.63,1.000025,0.935601
8.64,1.000028,0.93561
8.65,1.000029,0.935617
8.66,1.000028,0.935623
8.67,1.000025,0.935627
8.68,1.00002,0.93563
8.69,1.000013,0.935631
8.7,1.000005,0.935632
8.71,0.999996,0.935634
8.72,0.999986,0.935637
8.73,0.999977,0.93564
8.74,0.99997,0.935643
8.75,0.999964,0.935645
8.76,0.99996,0.935646
8.77,0.99996,0.935643
8.78,0.999964,0.935637
8.79,0.999972,0.935628
8.8,0.999984,0.935617
8.81,0.999997,0.935606
8.82,1.000011,0.935596
8.83,1.000023,0.935589
8.84,1.000032,0.935586
8.85,1.000035,0.935587
8.86,1.000034,0.935593
8.87,1.000028,0.935602
8.88,1.000019,0.935614
8.89,1.000006,0.935628
8.9,0.999994,0.935641
8.91,0.999983,0.935651
8.92,0.999974,0.935657
8.93,0.99997,0.935658
8.94,0.99997,0.935655
8.95,0.999974,0.935649
8.96,0.999981,0.935641
8.97,0.999991,0.935631
8.98,1.000002,0.93562
8.99,1.000014,0.935608
9,1.000026,0.935595
9.01,1.000036,0.935584
9.02,1.000044,0.935575
9.03,1.000048,0.93557
9.04,1.000049,0.935569
9.05,1.000046,0.935573
9.06,1.000038,0.935582
9.07,1.000027,0.935596
9.08,1.000015,0.935612
9.09,1.000001,0.935626
9.1,0.99999,0.935637
9.11,0.999982,0.935644
9.12,0.999977,0.935647
9.13,0.999974,0.935647
9.14,0.999974,0.935646
9.15,0.999977,0.935642
9.16,0.999981,0.935636
9.17,0.999988,0.935629
9.18,0.999995,0.935622
9.19,1.000002,0.935617
9.2,1.000008,0.935614
9.21,1.000012,0.935612
9.22,1.000014,0.935611
9.23,1.000015,0.935608
9.24,1.000016,0.935604
9.25,1.000015,0.935601
9.26,1.000013,0.9356
9.27,1.00001,0.935602
9.28,1.000007,0.935605
9.29,1.000003,0.935609
9.3,1,0.935614
9.31,0.999997,0.935618
9.32,0.999994,0.935623
9.33,0.999992,0.935627
9.34,0.999989,0.935632
9.35,0.999986,0.935637
9.36,0.999983,0.935644
9.37,0.999981,0.93565
9.38,0.999979,0.935653
9.39,0.999979,0.935653
9.4,0.999982,0.935648
9.41,0.999985,0.935639
9.42,0.99999,0.935628
9.43,0.999995,0.935617
9.44,1,0.935607
9.45,1.000004,0.935599
9.46,1.000007,0.935593
9.47,1.00001,0.935591
9.48,1.000013,0.935591
9.49,1.000014,0.935597
9.5,1.000013,0.935607
9.51,1.000009,0.935622
9.52,1.000003,0.935636
9.53,0.999998,0.935649
9.54,0.999994,0.935657
9.55,0.999991,0.935659
9.56,0.99999,0.935657
9.57,0.999989,0.93565
9.58,0.99999,0.935642
9.59,0.99999,0.935632
9.6,0.999989,0.935625
9.61,0.999987,0.93562
9.62,0.999984,0.93562
9.63,0.999979,0.935622
9.64,0.999973,0.935626
9.65,0.999968,0.935629
9.66,0.999966,0.935632
9.67,0.999965,0.935634
9.68,0.999968,0.935635
9.69,0.999972,0.935637
9.7,0.999978,0.935638
9.71,0.999985,0.93564
9.72,0.99999,0.935641
9.73,0.999995,0.935643
9.74,0.999997,0.935645
9.75,0.999997,0.935648
9.76,0.999995,0.935652
9.77,0.999991,0.935654
9.78,0.999987,0.935655
9.79,0.999984,0.935652
9.8,0.999982,0.935648
9.81,0.999981,0.935641
9.82,0.999982,0.935634
9.83,0.999985,0.935624
9.84,0.99999,0.935615
9.85,0.999994,0.935608
9.86,0.999997,0.935604
9.87,0.999998,0.935604
9.88,0.999997,0.935607
9.89,0.999993,0.935613
9.9,0.999988,0.935621
9.91,0.999983,0.935628
9.92,0.99998,0.935633
9.93,0.99998,0.935638
9.94,0.999981,0.935642
9.95,0.999984,0.935646
9.96,0.999987,0.935649
9.97,0.999991,0.93565
9.98,0.999995,0.935649
9.99,1,0.935645
10,1.000004,0.935638
10.01,1.000009,0.93563
10.02,1.000012,0.935623
